Time (UTC),Spot Price 2025,Spot Price 2035,Spot Price 2045,DA forecast,Realised production
2014-03-22 15.59.42,23.079,18.278,16.057,0.2867,0.3146
2014-03-22 16.59.42,23.714,18.278,16.057,0.1853,0.1969
2014-03-22 17.59.42,25.845,18.278,16.057,0.1748,0.1911
2014-03-22 18.59.42,28.032,18.196,16.057,0.1365,0.1802
2014-03-22 19.59.42,25.845,18.196,16.057,0.1205,0.1704
2014-03-22 20.59.42,24.698,18.196,16.057,0.1436,0.1633
2014-03-22 21.59.42,23.892,18.196,16.057,0.1309,0.1351
2014-03-22 22.59.42,23.892,18.278,16.057,0.1265,0.1509
2014-03-22 23.59.42,26.349,36.355,56.212,0,0.1306
2014-03-23 00.59.42,26.349,36.355,56.212,0.0016,0.1519
2014-03-23 01.59.42,26.349,36.355,56.212,0.0062,0.174
2014-03-23 02.59.42,26.349,36.355,56.212,0.0207,0.1928
2014-03-23 03.59.42,26.349,36.355,56.212,0.0175,0.1962
2014-03-23 04.59.42,26.349,36.355,56.212,0.0157,0.19
2014-03-23 05.59.42,26.349,36.355,56.212,0.0163,0.1997
2014-03-23 06.59.42,25.918,34.559,55.985,0.0149,0.1932
2014-03-23 07.59.42,23.118,17.754,46.811,0.0143,0.1707
2014-03-23 08.59.42,20.453,17.754,46.204,0.0253,0.1715
2014-03-23 09.59.42,24.488,18.468,46.204,0,0.0832
2014-03-23 10.59.42,21.523,18.099,46.204,0,0.0714
2014-03-23 11.59.42,20.652,18.099,46.204,0,0.0661
2014-03-23 12.59.42,20.652,18.099,46.204,0,0.0982
2014-03-23 13.59.42,20.796,23.759,51.669,0,0.1237
2014-03-23 14.59.42,26.677,34.323,56.212,0,0.1303
2014-03-23 15.59.42,33.47,36.355,56.212,0,0.0969
2014-03-23 16.59.42,38.32,38.435,56.212,0,0.0795
2014-03-23 17.59.42,38.965,50.088,56.573,0,0.0911
2014-03-23 18.59.42,38.965,50.088,56.754,0,0.1126
2014-03-23 19.59.42,38.965,50.088,56.807,0,0.1239
2014-03-23 20.59.42,38.965,50.088,57.35,0,0.1246
2014-03-23 21.59.42,38.965,50.088,56.663,0,0.0978
2014-03-23 22.59.42,38.965,50.088,56.727,0,0.1296
2014-03-23 23.59.42,38.928,51.346,47.647,0.2711,0.1052
2014-03-24 00.59.42,38.928,51.346,47.647,0.2559,0.0781
2014-03-24 01.59.42,38.928,51.346,47.647,0.236,0.0665
2014-03-24 02.59.41,38.928,51.346,47.647,0.2744,0.0588
2014-03-24 03.59.41,39.024,51.346,47.647,0.2783,0.0442
2014-03-24 04.59.41,52.551,51.346,47.647,0.2965,0.0458
2014-03-24 05.59.41,94.013,50.289,44.992,0.2418,0.0385
2014-03-24 06.59.41,52.62,48.005,42.211,0.1946,0.0126
2014-03-24 07.59.41,39.258,47.334,41.424,0.1144,0
2014-03-24 08.59.41,35.553,47.321,41.424,0.082,0
2014-03-24 09.59.41,35,47.321,41.424,0,0
2014-03-24 10.59.41,34.139,46.68,41.822,0,0
2014-03-24 11.59.41,33.119,46.68,42.344,0,0
2014-03-24 12.59.41,33.119,46.68,43.274,0,0
2014-03-24 13.59.41,34.638,48.22,43.608,0,0
2014-03-24 14.59.41,35.976,48.682,43.976,0,0
2014-03-24 15.59.41,39.024,50.96,47.647,0,0
2014-03-24 16.59.41,41.801,51.346,47.647,0,0
2014-03-24 17.59.41,46.431,51.368,47.647,0,0
2014-03-24 18.59.41,46.43,51.346,47.647,0,0
2014-03-24 19.59.41,42.476,51.346,47.647,0,0
2014-03-24 20.59.41,39.56,51.346,47.647,0,0
2014-03-24 21.59.41,39.258,51.346,47.647,0.0011,0
2014-03-24 22.59.41,38.928,51.346,47.647,0.025,0
2014-03-24 23.59.41,37.369,50.153,43.699,0,0
2014-03-25 00.59.41,37.369,50.153,43.699,0,0.0097
2014-03-25 01.59.41,37.369,50.153,43.699,0.0139,0.0191
2014-03-25 02.59.41,37.369,50.378,43.699,0.0397,0.0243
2014-03-25 03.59.41,40.413,50.378,43.699,0.0764,0.0467
2014-03-25 04.59.41,68.583,58.554,43.715,0.1124,0.0723
2014-03-25 05.59.41,89.148,47.3,41.2,0.1194,0.0995
2014-03-25 06.59.41,46.543,43.85,39.369,0.0995,0.1154
2014-03-25 07.59.41,34.933,45.318,39.369,0.1043,0.138
2014-03-25 08.59.41,33.048,44.226,38.674,0.1097,0.1471
2014-03-25 09.59.41,32.888,43.022,38.038,0.1422,0.1391
2014-03-25 10.59.41,32.586,41.774,38.038,0.1658,0.1536
2014-03-25 11.59.41,31.274,39.518,38.038,0.1628,0.1823
2014-03-25 12.59.41,31.598,38.918,39.033,0.2127,0.2678
2014-03-25 13.59.41,32.066,39.716,39.44,0.2732,0.3548
2014-03-25 14.59.41,32.817,44.595,40.851,0.2866,0.3732
2014-03-25 15.59.41,35.738,45.044,41.049,0.2801,0.3647
2014-03-25 16.59.41,38.565,45.388,41.049,0.3032,0.389
2014-03-25 17.59.41,29.67,46.241,41.049,0.3044,0.4073
2014-03-25 18.59.41,23.329,45.32,41.049,0.3971,0.5151
2014-03-25 19.59.41,22.682,45.044,41.049,0.6137,0.7861
2014-03-25 20.59.41,22.682,45.044,41.049,0.7904,0.9496
2014-03-25 21.59.41,22.682,45.044,41.049,0.871,0.9835
2014-03-25 22.59.41,22.682,45.044,41.049,0.9547,1
2014-03-25 23.59.41,28.632,47.274,45.483,1,1
2014-03-26 00.59.41,28.632,47.274,45.483,1,1
2014-03-26 01.59.41,28.632,47.274,45.483,1,1
2014-03-26 02.59.41,28.632,47.274,45.483,0.9999,0.9998
2014-03-26 03.59.41,32.927,47.274,45.483,1,0.9999
2014-03-26 04.59.41,36.016,47.701,45.483,1,1
2014-03-26 05.59.41,60.884,48.205,45.687,1,1
2014-03-26 06.59.41,40.145,45.327,44.13,1,1
2014-03-26 07.59.41,33.883,43.97,42.841,1,1
2014-03-26 08.59.41,32.234,43.899,42.677,1,1
2014-03-26 09.59.41,29.962,44.936,43.117,0.9948,0.9778
2014-03-26 10.59.41,29.666,44.936,43.567,0.9984,0.963
2014-03-26 11.59.41,29.666,44.936,43.994,0.9654,0.8784
2014-03-26 12.59.41,30.257,44.936,44.347,0.8707,0.6849
2014-03-26 13.59.41,29.666,44.936,44.373,0.6446,0.4954
2014-03-26 14.59.41,30.314,45.133,44.82,0.4495,0.3865
2014-03-26 15.59.41,32.961,47.274,45.346,0.325,0.2475
2014-03-26 16.59.41,35.46,48.182,45.483,0.3506,0.2182
2014-03-26 17.59.41,33.656,47.664,45.483,0.3109,0.193
2014-03-26 18.59.41,33.656,47.701,45.483,0.312,0.1657
2014-03-26 19.59.41,33.656,47.845,45.483,0.2624,0.1291
2014-03-26 20.59.41,33.656,47.896,45.483,0.1338,0.0433
2014-03-26 21.59.41,33.96,48.182,45.483,0.1287,0.0248
2014-03-26 22.59.41,34.65,48.182,45.687,0.0636,0
2014-03-26 23.59.41,33.081,45.122,19.753,0,0
2014-03-27 00.59.41,32.894,44.972,19.753,0,0.014
2014-03-27 01.59.41,32.586,44.972,19.753,0.0351,0.0535
2014-03-27 02.59.41,32.586,44.972,19.753,0.0225,0.0571
2014-03-27 03.59.41,32.586,44.972,19.753,0,0.0631
2014-03-27 04.59.41,33.232,44.972,19.753,0,0.0883
2014-03-27 05.59.41,38.372,44.372,19.452,0,0.1212
2014-03-27 06.59.41,39.328,39.372,16.118,0.0227,0.1563
2014-03-27 07.59.41,33.434,38.495,15.952,0.0684,0.1715
2014-03-27 08.59.41,32.787,36.406,15.349,0.07,0.1576
2014-03-27 09.59.41,32.315,36.406,15.349,0.1499,0.2202
2014-03-27 10.59.41,32.315,36.884,15.932,0.0966,0.1482
2014-03-27 11.59.41,32.43,37.004,17.291,0.0514,0.0843
2014-03-27 12.59.41,32.76,38.092,18.401,0.0629,0.0651
2014-03-27 13.59.41,32.888,42.314,18.982,0.0722,0.064
2014-03-27 14.59.41,33.196,44.54,19.327,0.0869,0.0867
2014-03-27 15.59.41,34.488,45.235,19.753,0.0692,0.0854
2014-03-27 16.59.41,40.499,45.235,19.753,0.0435,0.0674
2014-03-27 17.59.41,37.871,45.304,19.753,0.0222,0.0412
2014-03-27 18.59.41,34.118,45.235,19.753,0.0548,0.0449
2014-03-27 19.59.41,33.623,44.972,19.753,0.0525,0.0381
2014-03-27 20.59.41,33.623,44.972,19.753,0.0462,0.029
2014-03-27 21.59.41,33.623,45.235,19.753,0,0
2014-03-27 22.59.41,33.623,45.235,19.753,0,0
2014-03-27 23.59.41,32.535,18.134,5.759,0.2457,0
2014-03-28 00.59.41,32.535,18.134,5.759,0.3273,0
2014-03-28 01.59.41,32.535,18.134,5.759,0.3493,0.014
2014-03-28 02.59.41,32.535,18.134,5.759,0.3761,0.0243
2014-03-28 03.59.41,32.535,18.134,5.759,0.4105,0.0318
2014-03-28 04.59.41,33.114,18.134,5.759,0.4423,0.0509
2014-03-28 05.59.41,35.699,18.206,5.719,0.4625,0.0692
2014-03-28 06.59.40,40.194,14.113,5.379,0.4656,0.0657
2014-03-28 07.59.40,35.641,15.462,4.422,0.5103,0.0719
2014-03-28 08.59.40,33.843,15.563,3.923,0.5217,0.0721
2014-03-28 09.59.40,33.843,15.563,3.923,0.5287,0.0565
2014-03-28 10.59.40,32.349,15.439,3.923,0.4665,0.0419
2014-03-28 11.59.40,31.083,15.439,3.923,0.5676,0.0722
2014-03-28 12.59.40,31.083,15.439,4.073,0.6516,0.1045
2014-03-28 13.59.40,31.427,15.493,5.454,0.6694,0.099
2014-03-28 14.59.40,32.327,17.199,5.671,0.5088,0.0555
2014-03-28 15.59.40,32.535,18.134,5.759,0.3779,0.0192
2014-03-28 16.59.40,36.757,18.134,5.759,0.4261,0.0198
2014-03-28 17.59.40,35.698,18.134,5.759,0.5761,0.0591
2014-03-28 18.59.40,32.6,18.134,5.759,0.6844,0.1204
2014-03-28 19.59.40,31.636,18.032,5.759,0.8868,0.1983
2014-03-28 20.59.40,31.585,18.032,5.759,0.9655,0.3002
2014-03-28 21.59.40,30.727,18.032,5.759,0.9518,0.3004
2014-03-28 22.59.40,30.727,18.032,5.759,0.8633,0.2645
2014-03-28 23.59.40,25.516,20.294,19.308,0.3711,0.2449
2014-03-29 00.59.40,25.516,20.294,19.308,0.3848,0.2272
2014-03-29 01.59.40,25.516,20.294,19.308,0.4518,0.2264
2014-03-29 02.59.40,25.516,20.294,19.308,0.4586,0.2303
2014-03-29 03.59.40,26.098,20.294,19.308,0.433,0.2186
2014-03-29 04.59.40,31.223,20.294,19.308,0.3652,0.191
2014-03-29 05.59.40,34.662,20.294,19.308,0.2953,0.1618
2014-03-29 06.59.40,27.125,18.127,18.807,0.2508,0.1345
2014-03-29 07.59.40,25.85,10.913,16.405,0.2002,0.1026
2014-03-29 08.59.40,24.301,12.318,17.172,0.1548,0.0934
2014-03-29 09.59.40,22.485,13.761,17.172,0.0894,0.0746
2014-03-29 10.59.40,18.793,12.318,17.172,0.0805,0.0559
2014-03-29 11.59.40,16.888,12.318,17.172,0.0899,0.0431
2014-03-29 12.59.40,16.888,12.318,17.209,0.0885,0.0446
2014-03-29 13.59.40,20.056,14.14,18.523,0.1122,0.0435
2014-03-29 14.59.40,24.983,19.972,19.308,0.1184,0.0326
2014-03-29 15.59.40,32.746,20.294,19.308,0.0876,0.0102
2014-03-29 16.59.40,36.399,21.287,19.308,0.0598,0.0036
2014-03-29 17.59.40,37.25,20.954,19.308,0.0595,0
2014-03-29 18.59.40,34.55,20.868,19.308,0.0358,0
2014-03-29 19.59.40,31.847,20.814,19.308,0.0183,0
2014-03-29 20.59.40,31.885,20.814,19.308,0,0
2014-03-29 21.59.40,31.885,20.448,19.308,0.029,0
2014-03-29 22.59.40,36.318,20.448,19.308,0.0281,0
2014-03-29 23.59.40,36.01,51.393,58.057,0,0
2014-03-30 00.59.40,36.01,51.393,58.057,0,0
2014-03-30 01.59.40,36.01,51.393,58.057,0,0
2014-03-30 02.59.40,36.01,51.393,58.057,0,0
2014-03-30 03.59.40,38.771,51.393,58.057,0,0
2014-03-30 04.59.40,51.361,51.393,58.057,0,0
2014-03-30 05.59.40,36.382,51.393,58.057,0,0
2014-03-30 06.59.40,34.456,49.658,58.05,0,0
2014-03-30 07.59.40,32.348,43.594,53.626,0,0
2014-03-30 08.59.40,26.082,40.524,52.33,0,0
2014-03-30 09.59.40,23.66,39.043,52.33,0,0
2014-03-30 10.59.40,20.526,39.043,52.33,0,0
2014-03-30 11.59.40,20.526,39.043,52.33,0,0
2014-03-30 12.59.40,20.526,39.043,53.417,0,0
2014-03-30 13.59.40,24.295,46.651,55.049,0,0
2014-03-30 14.59.40,30.659,50.081,58.057,0,0
2014-03-30 15.59.40,35.85,51.393,58.057,0,0
2014-03-30 16.59.40,38.873,51.393,58.057,0,0
2014-03-30 17.59.40,42.635,52.003,58.057,0,0
2014-03-30 18.59.40,43.753,51.393,58.057,0,0
2014-03-30 19.59.40,40.152,51.393,58.057,0,0
2014-03-30 20.59.40,40.152,51.393,58.057,0,0
2014-03-30 21.59.40,38.204,51.393,58.057,0,0
2014-03-30 22.59.40,39.494,51.393,58.057,0,0.0162
2014-03-30 23.59.40,36.147,52.431,47.756,0,0.0208
2014-03-31 00.59.40,36.147,52.431,47.756,0,0.0192
2014-03-31 01.59.40,36.147,52.431,47.756,0,0.0156
2014-03-31 02.59.40,36.147,52.431,47.756,0,0.0241
2014-03-31 03.59.40,36.147,52.431,47.756,0,0.026
2014-03-31 04.59.40,39.58,52.431,47.756,0,0.0097
2014-03-31 05.59.40,52.011,51.723,45.836,0,0.0123
2014-03-31 06.59.40,40.653,48.796,43.871,0,0.0383
2014-03-31 07.59.40,35.17,48.79,43.487,0,0.0325
2014-03-31 08.59.40,33.974,47.691,42.871,0,0.029
2014-03-31 09.59.40,33.473,46.766,41.366,0,0.0044
2014-03-31 10.59.40,32.534,46.766,41.366,0,0
2014-03-31 11.59.40,32.279,46.553,41.366,0,0
2014-03-31 12.59.40,32.279,46.553,41.366,0,0
2014-03-31 13.59.40,33.304,47.049,42.541,0,0
2014-03-31 14.59.40,34.661,48.305,44.082,0,0.0191
2014-03-31 15.59.40,36.147,51.266,47.756,0,0.0444
2014-03-31 16.59.40,37.875,52.431,47.756,0,0.04
2014-03-31 17.59.40,40.715,52.431,47.756,0,0.0422
2014-03-31 18.59.40,39.71,52.431,47.756,0,0.069
2014-03-31 19.59.40,38.049,52.431,47.756,0,0.0941
2014-03-31 20.59.40,37.481,52.431,47.756,0,0.1188
2014-03-31 21.59.40,36.4,52.431,47.756,0.0171,0.1836
2014-03-31 22.59.40,36.147,52.431,47.756,0.014,0.1812
2014-03-31 23.59.40,35.531,50.732,46.515,0.3544,0.1535
2014-04-01 00.59.40,35.531,50.732,46.515,0.3449,0.1304
2014-04-01 01.59.40,35.531,50.732,46.515,0.2765,0.0764
2014-04-01 02.59.40,35.531,50.732,46.515,0.2277,0.0475
2014-04-01 03.59.40,36.645,50.732,46.515,0.2396,0.0375
2014-04-01 04.59.40,56.445,51.364,46.515,0.2309,0.033
2014-04-01 05.59.40,74.719,51.242,45.695,0.2168,0.0278
2014-04-01 06.59.40,44.772,49.21,45.437,0.231,0.028
2014-04-01 07.59.40,35.509,48.614,45.135,0.2798,0.04
2014-04-01 08.59.40,33.008,47.681,43.473,0.2913,0.0529
2014-04-01 09.59.40,32.376,45.461,42.152,0.3254,0.0584
2014-04-01 10.59.39,32.25,45.461,42.152,0.3871,0.089
2014-04-01 11.59.39,32.25,45.461,42.152,0.3811,0.1054
2014-04-01 12.59.39,32.693,45.461,43.184,0.3097,0.0962
2014-04-01 13.59.39,32.905,46.044,43.973,0.2571,0.0714
2014-04-01 14.59.39,34.452,47.875,44.685,0.2414,0.0536
2014-04-01 15.59.39,38.953,49.619,46.515,0.2173,0.0381
2014-04-01 16.59.39,40.65,50.307,46.515,0.1749,0.0287
2014-04-01 17.59.39,39.284,50.149,46.515,0.1611,0.0361
2014-04-01 18.59.39,38.456,49.601,46.515,0.2212,0.0493
2014-04-01 19.59.39,35.96,49.398,46.515,0.2848,0.0811
2014-04-01 20.59.39,34.532,49.398,46.515,0.2664,0.1127
2014-04-01 21.59.39,34.532,49.398,46.515,0.3504,0.1613
2014-04-01 22.59.39,34.532,49.398,46.515,0.3538,0.167
2014-04-01 23.59.39,33.502,45.152,44.286,0.2086,0.178
2014-04-02 00.59.39,33.502,45.152,44.286,0.1324,0.1367
2014-04-02 01.59.39,33.502,45.152,44.286,0.1196,0.1382
2014-04-02 02.59.39,33.502,45.152,44.286,0.1477,0.1741
2014-04-02 03.59.39,33.695,45.152,44.286,0.1676,0.2041
2014-04-02 04.59.39,40.749,45.152,44.286,0.1756,0.2053
2014-04-02 05.59.39,40.411,44.796,43.1,0.1791,0.2292
2014-04-02 06.59.39,33.992,42.888,41.495,0.1396,0.2209
2014-04-02 07.59.39,32.98,42.846,41.599,0.1582,0.2479
2014-04-02 08.59.39,32.65,42.12,40.345,0.1473,0.2254
2014-04-02 09.59.39,31.255,41.893,39.191,0.1834,0.2692
2014-04-02 10.59.39,31.083,42.12,39.191,0.1343,0.2592
2014-04-02 11.59.39,31.083,42.875,40.791,0.0808,0.2367
2014-04-02 12.59.39,31.802,43.026,41.853,0.0724,0.2318
2014-04-02 13.59.39,32.65,43.218,41.989,0.0469,0.2171
2014-04-02 14.59.39,33.928,44.412,43.712,0.0413,0.2429
2014-04-02 15.59.39,37.683,46.574,44.286,0.041,0.2366
2014-04-02 16.59.39,39.401,45.803,44.286,0.008,0.1807
2014-04-02 17.59.39,37.683,45.803,44.286,0,0.1698
2014-04-02 18.59.39,35.579,45.803,44.286,0,0.1581
2014-04-02 19.59.39,36.254,45.803,44.286,0,0.1609
2014-04-02 20.59.39,35.579,45.803,44.427,0,0.1506
2014-04-02 21.59.39,34.332,45.803,44.427,0,0.1265
2014-04-02 22.59.39,34.332,45.984,44.427,0,0.083
2014-04-02 23.59.39,34.943,46.191,15.699,0.0792,0.0639
2014-04-03 00.59.39,34.943,45.845,15.699,0.0786,0.0589
2014-04-03 01.59.39,34.943,45.696,15.699,0.0454,0.0605
2014-04-03 02.59.39,34.943,45.696,15.699,0.0414,0.0857
2014-04-03 03.59.39,34.706,45.55,15.699,0.0776,0.1098
2014-04-03 04.59.39,37.871,45.893,15.699,0.1194,0.1155
2014-04-03 05.59.39,36.279,45.291,15.363,0.0943,0.0802
2014-04-03 06.59.39,41.089,43.413,14.737,0.0429,0.0412
2014-04-03 07.59.39,33.112,42.956,14.369,0.0508,0.0444
2014-04-03 08.59.39,32.448,41.766,12.706,0.0504,0.0447
2014-04-03 09.59.39,31.861,40.626,12.555,0.0938,0.0538
2014-04-03 10.59.39,31.861,40.626,12.546,0.1524,0.062
2014-04-03 11.59.39,31.861,40.894,12.578,0.1564,0.0608
2014-04-03 12.59.39,32.361,42.409,13.163,0.102,0.04
2014-04-03 13.59.39,33.117,43.525,14.439,0.0719,0.0314
2014-04-03 14.59.39,35.013,44.801,15.066,0.1099,0.0362
2014-04-03 15.59.39,36.162,45.55,15.623,0.1071,0.0309
2014-04-03 16.59.39,37.606,45.55,15.699,0.1106,0.0498
2014-04-03 17.59.39,36.958,45.55,15.699,0.1448,0.0962
2014-04-03 18.59.39,35.456,45.55,15.699,0.1297,0.1341
2014-04-03 19.59.39,35.224,45.55,15.699,0.1771,0.1835
2014-04-03 20.59.39,34.464,45.55,15.699,0.2281,0.2334
2014-04-03 21.59.39,34.077,45.55,15.699,0.347,0.3426
2014-04-03 22.59.39,34.077,45.55,15.699,0.4051,0.3231
2014-04-03 23.59.39,30.862,43.604,14.315,0.1552,0.2448
2014-04-04 00.59.39,31.963,43.604,14.315,0.0982,0.1752
2014-04-04 01.59.39,32.254,43.604,14.315,0.0928,0.1711
2014-04-04 02.59.39,33.634,43.68,14.315,0.1103,0.1594
2014-04-04 03.59.39,33.952,44.131,14.315,0.1622,0.172
2014-04-04 04.59.39,35.398,44.659,14.462,0.1503,0.1724
2014-04-04 05.59.39,44.732,43.902,14.169,0.1197,0.1526
2014-04-04 06.59.39,38.833,43.309,13.408,0.1242,0.1802
2014-04-04 07.59.39,35.76,42.803,13.219,0.1687,0.2457
2014-04-04 08.59.39,33.882,41.554,12.099,0.198,0.3172
2014-04-04 09.59.39,32.933,41.344,12.099,0.1819,0.3183
2014-04-04 10.59.39,32.905,40.272,12.099,0.2175,0.3715
2014-04-04 11.59.39,30.943,40.272,12.099,0.248,0.407
2014-04-04 12.59.39,30.673,40.272,13.155,0.2735,0.4216
2014-04-04 13.59.39,31.66,41.282,13.933,0.2516,0.3961
2014-04-04 14.59.39,32.389,43.464,14.198,0.2477,0.3632
2014-04-04 15.59.39,32.847,43.464,14.198,0.221,0.3023
2014-04-04 16.59.39,30.049,43.214,14.198,0.2015,0.2437
2014-04-04 17.59.39,24.409,43.214,14.198,0.1936,0.2276
2014-04-04 18.59.39,23.209,43.214,14.198,0.2117,0.2468
2014-04-04 19.59.39,23.209,43.214,14.198,0.2453,0.2971
2014-04-04 20.59.39,23.209,43.214,14.198,0.2775,0.3414
2014-04-04 21.59.39,23.209,43.214,14.198,0.2343,0.3321
2014-04-04 22.59.39,23.209,43.214,14.198,0.2048,0.3317
2014-04-04 23.59.39,25.275,24.469,18.865,0.4696,0.3153
2014-04-05 00.59.39,25.275,24.469,18.865,0.4393,0.2949
2014-04-05 01.59.39,25.275,24.469,18.865,0.3978,0.282
2014-04-05 02.59.39,25.275,24.469,18.865,0.4071,0.2872
2014-04-05 03.59.39,25.275,24.469,18.865,0.4276,0.3144
2014-04-05 04.59.39,26.253,24.469,18.865,0.4516,0.353
2014-04-05 05.59.39,29.786,24.469,18.865,0.4574,0.3381
2014-04-05 06.59.39,30.114,24.469,18.859,0.4274,0.2797
2014-04-05 07.59.39,31.897,22.33,18.209,0.4315,0.2811
2014-04-05 08.59.39,29.64,20.964,16.228,0.3975,0.2943
2014-04-05 09.59.39,26.738,21.229,16.228,0.3132,0.2819
2014-04-05 10.59.39,23.398,20.964,16.228,0.3146,0.2838
2014-04-05 11.59.39,23.398,20.964,17.668,0.2464,0.2002
2014-04-05 12.59.39,23.398,20.964,18.296,0.2475,0.2028
2014-04-05 13.59.39,23.599,23.227,18.601,0.1505,0.1268
2014-04-05 14.59.38,25.275,24.847,18.865,0.1748,0.1329
2014-04-05 15.59.38,31.597,25.459,18.865,0.1745,0.1404
2014-04-05 16.59.38,33.044,25.52,18.865,0.1666,0.1607
2014-04-05 17.59.38,36.48,25.52,18.865,0.1992,0.1782
2014-04-05 18.59.38,35.218,25.52,18.865,0.1874,0.1685
2014-04-05 19.59.38,35.104,25.407,18.865,0.186,0.1456
2014-04-05 20.59.38,32.911,25.002,18.865,0.1526,0.1267
2014-04-05 21.59.38,32.229,24.815,18.865,0.1392,0.1477
2014-04-05 22.59.38,31.649,24.691,18.865,0.1824,0.1905
2014-04-05 23.59.38,24.972,18.228,15.457,0.2602,0.1485
2014-04-06 00.59.38,24.972,18.228,15.457,0.2712,0.1293
2014-04-06 01.59.38,24.972,18.228,15.457,0.2867,0.1291
2014-04-06 02.59.38,24.972,18.228,15.457,0.2657,0.108
2014-04-06 03.59.38,24.972,18.228,15.457,0.3251,0.1645
2014-04-06 04.59.38,24.972,18.228,15.457,0.4048,0.2024
2014-04-06 05.59.38,26.394,18.228,15.457,0.4023,0.1962
2014-04-06 06.59.38,26.394,18.204,15.457,0.3818,0.1959
2014-04-06 07.59.38,26.378,15.025,14.515,0.4042,0.188
2014-04-06 08.59.38,24.033,13.821,13.21,0.4634,0.2053
2014-04-06 09.59.38,23.377,13.821,13.21,0.4334,0.1819
2014-04-06 10.59.38,19.605,13.821,13.21,0.4304,0.1649
2014-04-06 11.59.38,19.605,13.821,13.21,0.4704,0.1635
2014-04-06 12.59.38,19.605,13.821,13.27,0.4367,0.1506
2014-04-06 13.59.38,21.875,16.62,15.163,0.4096,0.1589
2014-04-06 14.59.38,24.353,18.228,15.457,0.3367,0.1231
2014-04-06 15.59.38,29.048,18.39,15.457,0.3251,0.13
2014-04-06 16.59.38,29.38,18.228,15.457,0.3706,0.1558
2014-04-06 17.59.38,28.458,18.228,15.457,0.3344,0.1569
2014-04-06 18.59.38,28.121,18.228,15.457,0.3029,0.1604
2014-04-06 19.59.38,28.121,18.228,15.457,0.3997,0.1906
2014-04-06 20.59.38,29.492,18.228,15.457,0.4528,0.2039
2014-04-06 21.59.38,28.118,18.228,15.457,0.3139,0.1263
2014-04-06 22.59.38,26.632,18.228,15.457,0.3332,0.1549
2014-04-06 23.59.38,29.581,20.44,16.442,0.0765,0.2009
2014-04-07 00.59.38,29.581,20.44,16.442,0.1174,0.234
2014-04-07 01.59.38,29.581,20.44,16.442,0.158,0.2503
2014-04-07 02.59.38,29.581,20.44,16.442,0.1509,0.2507
2014-04-07 03.59.38,30.408,20.44,16.442,0.1534,0.2545
2014-04-07 04.59.38,32.372,20.44,16.442,0.1495,0.233
2014-04-07 05.59.38,43.501,20.183,15.91,0.1404,0.2219
2014-04-07 06.59.38,33.409,16.905,15.164,0.1537,0.2456
2014-04-07 07.59.38,30.732,16.306,13.242,0.1315,0.2279
2014-04-07 08.59.38,28.824,15.528,12.897,0.0874,0.1991
2014-04-07 09.59.38,30.148,16.346,12.897,0.0176,0.1243
2014-04-07 10.59.38,29.088,16.306,13.014,0.0333,0.1183
2014-04-07 11.59.38,29.088,16.306,13.894,0.0338,0.1166
2014-04-07 12.59.38,30.512,17.498,15.033,0.0616,0.1539
2014-04-07 13.59.38,31.962,19.036,15.554,0.1146,0.191
2014-04-07 14.59.38,33.149,20.44,16.442,0.0816,0.1771
2014-04-07 15.59.38,34.143,20.783,16.442,0.0487,0.1429
2014-04-07 16.59.38,41.21,21.089,16.442,0.0135,0.0946
2014-04-07 17.59.38,35.034,20.985,16.442,0.0222,0.1256
2014-04-07 18.59.38,32.707,20.583,16.442,0.0396,0.156
2014-04-07 19.59.38,32.091,20.44,16.442,0.0059,0.1349
2014-04-07 20.59.38,30.422,20.44,16.442,0,0.11
2014-04-07 21.59.38,29.94,20.44,16.442,0.0208,0.1355
2014-04-07 22.59.38,29.94,20.44,16.442,0.0492,0.114
2014-04-07 23.59.38,23.195,14.678,4.547,0.3511,0.2376
2014-04-08 00.59.38,23.195,14.678,4.547,0.4811,0.3538
2014-04-08 01.59.38,22.88,14.678,4.547,0.5888,0.4035
2014-04-08 02.59.38,22.516,14.678,4.547,0.5614,0.3956
2014-04-08 03.59.38,22.388,14.678,4.547,0.4831,0.3487
2014-04-08 04.59.38,22.5,14.51,4.547,0.381,0.2553
2014-04-08 05.59.38,32.359,14.214,4.423,0.3383,0.2135
2014-04-08 06.59.38,33.256,12.869,3.78,0.2642,0.2117
2014-04-08 07.59.38,22.802,8.699,3.67,0.2455,0.2454
2014-04-08 08.59.38,22.109,7.802,3.363,0.1603,0.2161
2014-04-08 09.59.38,21.913,7.625,3.347,0.1359,0.2205
2014-04-08 10.59.38,18.609,5.925,3.33,0.2659,0.3602
2014-04-08 11.59.38,15.532,5.924,3.295,0.4185,0.4873
2014-04-08 12.59.38,15.532,5.924,3.295,0.3748,0.449
2014-04-08 13.59.38,15.895,5.924,3.295,0.3586,0.47
2014-04-08 14.59.38,19.531,5.971,3.418,0.3688,0.5159
2014-04-08 15.59.38,22.164,14.221,4.547,0.3547,0.557
2014-04-08 16.59.38,22.802,14.51,4.547,0.4166,0.6477
2014-04-08 17.59.38,23.909,14.51,4.547,0.535,0.7328
2014-04-08 18.59.38,31.483,14.51,4.547,0.6324,0.7888
2014-04-08 19.59.38,31.409,14.51,4.547,0.7103,0.8318
2014-04-08 20.59.38,24.629,14.51,4.547,0.8172,0.8902
