Time (UTC),Spot Price 2025,Spot Price 2035,Spot Price 2045,DA forecast,Realised production
2014-07-03 09.59.17,14.144,7.378,3.401,0.294,0.3517
2014-07-03 10.59.17,3.715,6.809,3.335,0.3132,0.3873
2014-07-03 11.59.17,3.715,6.809,3.335,0.3019,0.3777
2014-07-03 12.59.17,3.715,6.809,3.335,0.4204,0.4627
2014-07-03 13.59.17,3.715,6.809,3.335,0.4886,0.4414
2014-07-03 14.59.17,5.409,6.809,4.818,0.4781,0.4139
2014-07-03 15.59.17,20.017,14.246,5.431,0.4109,0.3653
2014-07-03 16.59.17,22.74,15.506,5.476,0.3904,0.3037
2014-07-03 17.59.17,22.74,15.506,5.476,0.3877,0.2887
2014-07-03 18.59.17,23.013,15.506,5.476,0.3295,0.2403
2014-07-03 19.59.17,23.245,17.41,5.476,0.3147,0.2194
2014-07-03 20.59.17,23.245,18.32,5.476,0.3333,0.2078
2014-07-03 21.59.17,24.186,21.364,5.476,0.3115,0.1965
2014-07-03 22.59.17,24.538,21.364,5.878,0.2946,0.1819
2014-07-03 23.59.17,24.154,15.421,16.395,0.2674,0.1633
2014-07-04 00.59.17,24.154,15.421,16.395,0.2089,0.1305
2014-07-04 01.59.17,24.185,15.424,16.395,0.1651,0.0982
2014-07-04 02.59.17,24.409,15.49,16.395,0.2029,0.0964
2014-07-04 03.59.17,25.397,15.49,16.395,0.2365,0.1033
2014-07-04 04.59.17,31.233,15.49,16.395,0.2219,0.0953
2014-07-04 05.59.17,32.827,14.549,15.54,0.1841,0.0599
2014-07-04 06.59.17,32.527,12.708,13.612,0.1235,0.0394
2014-07-04 07.59.17,30.279,13.271,14.108,0.0919,0.0471
2014-07-04 08.59.17,22.87,12.595,12.979,0.0945,0.068
2014-07-04 09.59.17,21.415,11.296,12.717,0.0571,0.0529
2014-07-04 10.59.17,18.813,9.89,12.717,0.0888,0.0865
2014-07-04 11.59.17,18.777,9.89,13.531,0.1551,0.1237
2014-07-04 12.59.17,20.062,12.687,14.893,0.204,0.1513
2014-07-04 13.59.17,22.471,13.814,15.189,0.2312,0.1489
2014-07-04 14.59.17,24.016,14.77,15.85,0.2317,0.1523
2014-07-04 15.59.17,31.949,15.49,16.395,0.2351,0.1299
2014-07-04 16.59.17,34.862,15.633,16.395,0.1788,0.0936
2014-07-04 17.59.17,35.053,15.683,16.395,0.2203,0.1198
2014-07-04 18.59.17,34.626,15.421,16.395,0.1649,0.0934
2014-07-04 19.59.17,24.558,15.421,16.395,0.1526,0.0736
2014-07-04 20.59.17,24.558,15.421,16.395,0.1551,0.0604
2014-07-04 21.59.17,24.154,15.421,16.395,0.2283,0.0962
2014-07-04 22.59.17,24.154,15.421,16.395,0.2094,0.0638
2014-07-04 23.59.17,13.649,17.202,16.817,0.1075,0.1324
2014-07-05 00.59.17,13.708,17.202,16.817,0.171,0.1738
2014-07-05 01.59.17,13.742,17.214,16.817,0.1697,0.1681
2014-07-05 02.59.17,13.764,17.251,16.817,0.122,0.135
2014-07-05 03.59.17,13.907,17.251,16.817,0.0987,0.1299
2014-07-05 04.59.17,13.907,17.251,16.871,0.0919,0.1385
2014-07-05 05.59.17,13.907,17.251,16.817,0.1073,0.135
2014-07-05 06.59.17,13.57,16.788,16.668,0.1125,0.1533
2014-07-05 07.59.17,13.532,16.116,16.544,0.1058,0.1599
2014-07-05 08.59.17,7.663,7.798,14.814,0.155,0.1849
2014-07-05 09.59.17,7.572,10.637,14.814,0.2414,0.2589
2014-07-05 10.59.17,5.309,7.612,14.814,0.2398,0.2334
2014-07-05 11.59.17,5.296,7.597,14.814,0.2092,0.1784
2014-07-05 12.59.17,5.147,7.597,14.814,0.179,0.152
2014-07-05 13.59.17,5.214,7.597,16.254,0.1427,0.1415
2014-07-05 14.59.17,6.774,16.063,16.668,0.1979,0.1816
2014-07-05 15.59.17,12.803,16.985,16.668,0.2011,0.1901
2014-07-05 16.59.17,13.764,17.202,16.817,0.1739,0.1964
2014-07-05 17.59.17,18.911,17.202,16.817,0.1625,0.223
2014-07-05 18.59.17,19.835,17.202,16.817,0.0807,0.1527
2014-07-05 19.59.17,19.835,17.202,16.87,0.0611,0.126
2014-07-05 20.59.17,19.835,17.208,16.87,0.0164,0.0723
2014-07-05 21.59.17,19.835,17.202,16.87,0.0199,0.115
2014-07-05 22.59.17,17.637,17.202,16.87,0,0.0844
2014-07-05 23.59.17,24.396,24.963,17.764,0,0.0677
2014-07-06 00.59.17,24.396,25.092,17.764,0,0.0768
2014-07-06 01.59.17,24.396,25.092,17.764,0.0066,0.0604
2014-07-06 02.59.17,24.396,25.092,17.764,0.0056,0.046
2014-07-06 03.59.17,24.396,25.092,17.764,0,0.0086
2014-07-06 04.59.17,27.164,25.092,17.764,0,0.0179
2014-07-06 05.59.17,25.573,25.092,17.764,0,0.0367
2014-07-06 06.59.16,24.396,24.809,17.764,0,0.0178
2014-07-06 07.59.16,13.75,20.745,17.083,0,0
2014-07-06 08.59.16,10.33,8.208,14.098,0,0.0034
2014-07-06 09.59.16,11.039,8.026,12.856,0,0.0352
2014-07-06 10.59.16,9.892,8.026,12.856,0,0.0988
2014-07-06 11.59.16,9.892,8.026,12.856,0.0005,0.1189
2014-07-06 12.59.16,10.487,8.033,12.882,0,0.1236
2014-07-06 13.59.16,13.297,13.656,16.548,0,0.1344
2014-07-06 14.59.16,22.561,22.361,17.515,0,0.1429
2014-07-06 15.59.16,24.396,24.828,17.764,0,0.1519
2014-07-06 16.59.16,26.739,25.092,17.764,0,0.1565
2014-07-06 17.59.16,26.94,25.092,17.764,0.0267,0.1868
2014-07-06 18.59.16,26.927,24.606,17.764,0.0463,0.2226
2014-07-06 19.59.16,26.196,24.606,17.764,0.0463,0.26
2014-07-06 20.59.16,23.948,24.606,17.764,0.0958,0.3286
2014-07-06 21.59.16,23.948,24.606,17.764,0.1512,0.3614
2014-07-06 22.59.16,23.948,24.606,17.764,0.2211,0.4103
2014-07-06 23.59.16,27.65,46.703,46.283,0.2992,0.3349
2014-07-07 00.59.16,27.65,46.703,46.283,0.2552,0.2862
2014-07-07 01.59.16,27.65,46.703,46.283,0.3023,0.3607
2014-07-07 02.59.16,27.65,46.703,46.283,0.3159,0.4071
2014-07-07 03.59.16,27.65,46.703,46.283,0.2253,0.3584
2014-07-07 04.59.16,32.618,47.217,46.283,0.1464,0.2599
2014-07-07 05.59.16,33.694,47.383,44.658,0.1131,0.1977
2014-07-07 06.59.16,42.747,47.207,43.957,0.0566,0.1489
2014-07-07 07.59.16,32.787,46.697,43.671,0.0733,0.1774
2014-07-07 08.59.16,31.559,46.258,43.164,0.0263,0.1255
2014-07-07 09.59.16,31.441,46.258,43.164,0.0183,0.1438
2014-07-07 10.59.16,31.441,46.258,43.164,0.0001,0.1122
2014-07-07 11.59.16,31.501,46.258,43.164,0,0.0727
2014-07-07 12.59.16,31.783,46.696,43.49,0,0.064
2014-07-07 13.59.16,32.453,46.759,44.617,0,0.0241
2014-07-07 14.59.16,33.321,47.075,45.611,0,0.0026
2014-07-07 15.59.16,33.939,48.139,46.283,0,0
2014-07-07 16.59.16,43.741,49.429,46.431,0,0
2014-07-07 17.59.16,36.933,49.587,46.639,0,0.0082
2014-07-07 18.59.16,35.3,48.915,46.639,0,0.0141
2014-07-07 19.59.16,33.882,48.036,46.639,0,0.0172
2014-07-07 20.59.16,33.882,48.036,46.639,0,0.009
2014-07-07 21.59.16,33.823,47.79,46.639,0.0385,0.037
2014-07-07 22.59.16,33.321,47.726,46.639,0.0123,0.0174
2014-07-07 23.59.16,32.646,25.834,43.181,0,0.0053
2014-07-08 00.59.16,32.646,25.834,43.181,0,0.0068
2014-07-08 01.59.16,32.528,25.834,43.181,0,0.0263
2014-07-08 02.59.16,32.618,25.834,43.181,0,0.0154
2014-07-08 03.59.16,32.65,25.603,42.81,0,0.0126
2014-07-08 04.59.16,33.481,26.185,43.181,0,0.0738
2014-07-08 05.59.16,40.461,26.472,42.823,0,0.1085
2014-07-08 06.59.16,39.284,25.532,42.707,0,0.0998
2014-07-08 07.59.16,33.619,24.821,41.663,0.0026,0.1102
2014-07-08 08.59.16,31.558,24.101,40.31,0.0145,0.1497
2014-07-08 09.59.16,32.719,25.346,41.718,0.0529,0.2117
2014-07-08 10.59.16,29.971,23.611,38.849,0.0679,0.2452
2014-07-08 11.59.16,28.798,20.881,38.849,0.0178,0.1958
2014-07-08 12.59.16,28.66,20.881,38.849,0,0.1436
2014-07-08 13.59.16,28.66,20.881,38.849,0,0.1744
2014-07-08 14.59.16,28.66,24.089,41.554,0.0377,0.2271
2014-07-08 15.59.16,30.2,25.346,42.322,0.0192,0.212
2014-07-08 16.59.16,28.66,25.016,42.322,0.0385,0.2755
2014-07-08 17.59.16,30.922,24.817,42.322,0.0664,0.3691
2014-07-08 18.59.16,30.922,24.807,42.322,0.1162,0.4684
2014-07-08 19.59.16,30.922,24.807,42.322,0.1363,0.5005
2014-07-08 20.59.16,28.66,24.807,42.322,0.1018,0.505
2014-07-08 21.59.16,28.66,24.807,42.322,0.0468,0.4995
2014-07-08 22.59.16,28.66,24.807,42.322,0.0847,0.6091
2014-07-08 23.59.16,22.971,16.514,5.602,0.5911,0.5804
2014-07-09 00.59.16,22.971,16.514,5.602,0.5477,0.5072
2014-07-09 01.59.16,22.971,16.514,5.602,0.5965,0.4697
2014-07-09 02.59.16,22.971,16.514,5.602,0.5661,0.4502
2014-07-09 03.59.16,23.203,16.514,5.602,0.5652,0.4319
2014-07-09 04.59.16,23.761,16.516,5.602,0.5915,0.4599
2014-07-09 05.59.16,23.807,15.973,5.42,0.6844,0.5196
2014-07-09 06.59.16,25.186,14.144,5.304,0.6711,0.5342
2014-07-09 07.59.16,23.374,11.256,5.026,0.7239,0.5547
2014-07-09 08.59.16,21.135,8.038,3.654,0.7251,0.5737
2014-07-09 09.59.16,22.511,9.758,3.654,0.545,0.4422
2014-07-09 10.59.16,20.881,7.721,3.654,0.5412,0.4541
2014-07-09 11.59.16,20.881,7.721,3.654,0.5287,0.4142
2014-07-09 12.59.16,21.2,7.721,3.654,0.54,0.3496
2014-07-09 13.59.16,22.038,7.723,3.67,0.5643,0.3009
2014-07-09 14.59.16,23.761,12.417,5.224,0.4926,0.2337
2014-07-09 15.59.16,23.975,16.514,5.565,0.4953,0.2229
2014-07-09 16.59.16,24.663,16.611,5.602,0.5413,0.2459
2014-07-09 17.59.16,25.017,16.611,5.602,0.5349,0.2486
2014-07-09 18.59.16,24.906,16.514,5.602,0.5414,0.2596
2014-07-09 19.59.16,24.226,16.514,5.602,0.5728,0.2888
2014-07-09 20.59.16,23.987,16.514,5.602,0.548,0.3161
2014-07-09 21.59.16,23.378,16.514,5.602,0.4642,0.2811
2014-07-09 22.59.16,23.32,16.514,5.602,0.4694,0.2862
2014-07-09 23.59.16,28.938,48.091,17.76,0.3209,0.2898
2014-07-10 00.59.16,28.938,48.091,17.76,0.2919,0.2777
2014-07-10 01.59.16,28.938,48.091,17.76,0.229,0.231
2014-07-10 02.59.16,28.938,48.091,17.76,0.1655,0.2077
2014-07-10 03.59.16,28.938,48.091,17.76,0.1564,0.2145
2014-07-10 04.59.16,29.455,48.1,17.76,0.0936,0.2022
2014-07-10 05.59.16,31.678,48.095,17.045,0.0688,0.1792
2014-07-10 06.59.16,41.523,45.226,15.994,0.1131,0.1933
2014-07-10 07.59.16,32.175,43.368,15.041,0.1408,0.1841
2014-07-10 08.59.16,29.161,43.044,14.847,0.1146,0.1601
2014-07-10 09.59.16,31.768,44.91,15.174,0.124,0.1621
2014-07-10 10.59.15,29.267,44.57,15.174,0.1034,0.1793
2014-07-10 11.59.15,29.404,44.57,16.402,0.1185,0.198
2014-07-10 12.59.15,29.809,45.302,16.774,0.1616,0.2112
2014-07-10 13.59.15,30.149,45.801,17.189,0.1321,0.2042
2014-07-10 14.59.15,30.789,47.802,17.325,0.1001,0.1761
2014-07-10 15.59.15,30.996,48.338,17.76,0.0695,0.1503
2014-07-10 16.59.15,33.683,48.871,17.76,0.0463,0.1205
2014-07-10 17.59.15,33.69,48.871,17.76,0.0025,0.0923
2014-07-10 18.59.15,33.845,48.091,17.76,0,0.072
2014-07-10 19.59.15,31.005,48.292,17.76,0,0.0549
2014-07-10 20.59.15,30.919,48.292,17.76,0,0.0294
2014-07-10 21.59.15,30.919,48.465,17.76,0,0.0098
2014-07-10 22.59.15,30.919,48.41,17.76,0,0.0265
2014-07-10 23.59.15,31.928,25.228,17.869,0.1248,0.0838
2014-07-11 00.59.15,31.928,25.228,17.869,0.2097,0.134
2014-07-11 01.59.15,31.928,25.228,17.869,0.1573,0.0884
2014-07-11 02.59.15,31.928,25.232,17.869,0.1276,0.065
2014-07-11 03.59.15,32.958,25.228,17.869,0.0576,0.0199
2014-07-11 04.59.15,33.882,25.744,17.869,0.0549,0.0153
2014-07-11 05.59.15,39.503,25.167,17.026,0.0534,0.003
2014-07-11 06.59.15,40.242,24.426,16.566,0.0991,0.0107
2014-07-11 07.59.15,33.817,23.997,16.263,0.1137,0.015
2014-07-11 08.59.15,32.039,21.963,15.514,0.1184,0.011
2014-07-11 09.59.15,33.372,22.266,15.91,0.1223,0.0219
2014-07-11 10.59.15,30.621,19.598,13.578,0.1795,0.0599
2014-07-11 11.59.15,28.699,19.598,13.578,0.2206,0.1015
2014-07-11 12.59.15,28.699,19.598,13.578,0.2549,0.119
2014-07-11 13.59.15,28.699,19.598,16.246,0.2743,0.1209
2014-07-11 14.59.15,30.44,24.426,17.305,0.2331,0.0982
2014-07-11 15.59.15,32.636,25.047,17.563,0.141,0.0617
2014-07-11 16.59.15,32.716,25.274,17.869,0.0821,0.0231
2014-07-11 17.59.15,32.955,25.614,17.869,0.0835,0.0095
2014-07-11 18.59.15,38.295,25.228,17.869,0.0688,0.0119
2014-07-11 19.59.15,32.835,25.274,17.869,0.0834,0.0352
2014-07-11 20.59.15,31.928,25.274,17.869,0.1612,0.1035
2014-07-11 21.59.15,31.928,25.232,17.869,0.2571,0.1589
2014-07-11 22.59.15,31.928,25.232,17.869,0.3059,0.1791
2014-07-11 23.59.15,26.361,16.397,17.426,0.0146,0.1131
2014-07-12 00.59.15,26.361,16.397,17.426,0,0.0511
2014-07-12 01.59.15,26.361,16.397,17.426,0,0
2014-07-12 02.59.15,26.361,16.397,17.433,0,0
2014-07-12 03.59.15,30.972,16.397,17.426,0,0
2014-07-12 04.59.15,37.598,16.397,17.433,0,0
2014-07-12 05.59.15,29.968,16.397,17.426,0,0
2014-07-12 06.59.15,26.361,16.082,17.308,0,0.0252
2014-07-12 07.59.15,25.451,15.233,16.633,0,0.0559
2014-07-12 08.59.15,23.15,13.297,14.827,0,0.058
2014-07-12 09.59.15,22.216,13.297,14.608,0,0.0672
2014-07-12 10.59.15,21.185,13.297,14.608,0,0.0446
2014-07-12 11.59.15,21.155,13.297,14.608,0,0.0345
2014-07-12 12.59.15,21.155,13.297,14.825,0,0.021
2014-07-12 13.59.15,21.368,13.384,16.573,0,0
2014-07-12 14.59.15,22.539,15.894,17.426,0,0
2014-07-12 15.59.15,24.299,16.126,17.426,0,0
2014-07-12 16.59.15,26.361,16.397,17.426,0,0
2014-07-12 17.59.15,29.575,16.397,17.426,0,0
2014-07-12 18.59.15,29.952,16.397,17.426,0,0
2014-07-12 19.59.15,29.384,16.397,17.426,0,0
2014-07-12 20.59.15,29.384,16.397,17.426,0,0
2014-07-12 21.59.15,26.361,16.397,17.426,0,0
2014-07-12 22.59.15,26.361,16.397,17.426,0.0026,0
2014-07-12 23.59.15,23.527,15.983,14.331,0.0287,0
2014-07-13 00.59.15,23.527,15.983,14.331,0.0661,0
2014-07-13 01.59.15,21.785,15.983,14.331,0.1728,0.0652
2014-07-13 02.59.15,21.635,15.983,14.331,0.2308,0.1245
2014-07-13 03.59.15,21.635,15.983,14.331,0.2189,0.1152
2014-07-13 04.59.15,21.635,15.983,14.331,0.1699,0.0657
2014-07-13 05.59.15,21.581,15.983,14.23,0.1835,0.0929
2014-07-13 06.59.15,21.411,15.428,14.23,0.1426,0.0514
2014-07-13 07.59.15,18.609,13.142,14.067,0.1051,0.012
2014-07-13 08.59.15,12.479,6.265,11.883,0.0885,0.0077
2014-07-13 09.59.15,12.36,6.138,11.883,0.0996,0.0148
2014-07-13 10.59.15,8.619,6.138,11.883,0.1742,0.0748
2014-07-13 11.59.15,8.619,6.138,11.883,0.1769,0.0993
2014-07-13 12.59.15,8.619,6.138,12.016,0.203,0.1443
2014-07-13 13.59.15,11.675,12.926,13.961,0.1419,0.1078
2014-07-13 14.59.15,13.238,15.418,14.23,0.0635,0.0349
2014-07-13 15.59.15,20.916,15.823,14.23,0.0586,0.0279
2014-07-13 16.59.15,21.785,15.823,14.23,0.0158,0.019
2014-07-13 17.59.15,22.087,15.823,14.23,0,0
2014-07-13 18.59.15,22.871,15.823,14.23,0,0
2014-07-13 19.59.15,28.988,15.823,14.23,0,0
2014-07-13 20.59.15,22.527,15.823,14.23,0,0
2014-07-13 21.59.15,20.75,15.823,14.23,0,0
2014-07-13 22.59.15,20.75,15.823,14.23,0,0
2014-07-13 23.59.15,25.313,30.899,6.011,0.0057,0.0046
2014-07-14 00.59.15,25.313,30.899,6.011,0.0379,0.0518
2014-07-14 01.59.15,25.313,30.899,6.011,0.0653,0.0994
2014-07-14 02.59.15,25.313,30.899,6.011,0.1048,0.1538
2014-07-14 03.59.15,25.32,30.899,6.011,0.1258,0.1761
2014-07-14 04.59.15,25.884,30.899,6.011,0.1339,0.1828
2014-07-14 05.59.15,32.548,30.478,5.736,0.1685,0.2178
2014-07-14 06.59.15,42.724,29.935,5.622,0.1118,0.2186
2014-07-14 07.59.15,32.363,27.555,5.314,0.072,0.2176
2014-07-14 08.59.15,25.857,20.275,4.853,0.0604,0.2186
2014-07-14 09.59.15,26.592,23.842,3.877,0.023,0.199
2014-07-14 10.59.15,25.26,17.305,3.769,0,0.1243
2014-07-14 11.59.15,24.151,17.305,3.769,0,0.0428
2014-07-14 12.59.15,24.151,17.305,3.769,0,0.0068
2014-07-14 13.59.15,24.211,17.305,3.769,0,0
2014-07-14 14.59.14,25.754,27.36,5.577,0,0
2014-07-14 15.59.14,27.549,30.89,6.011,0,0
2014-07-14 16.59.14,32.525,30.899,6.011,0,0
2014-07-14 17.59.14,34.927,30.899,6.011,0,0
2014-07-14 18.59.14,36.55,30.899,6.011,0,0
2014-07-14 19.59.14,36.55,31.225,6.011,0,0
2014-07-14 20.59.14,36.55,31.225,6.011,0,0.0121
2014-07-14 21.59.14,33.173,30.899,6.011,0.0042,0.0418
2014-07-14 22.59.14,31.766,30.899,6.011,0.0467,0.0699
2014-07-14 23.59.14,31.921,45.903,45.33,0.1222,0.1189
2014-07-15 00.59.14,31.016,45.641,45.324,0.1627,0.154
2014-07-15 01.59.14,29.652,45.44,45.241,0.1902,0.1557
2014-07-15 02.59.14,29.652,45.221,45.241,0.1795,0.1459
2014-07-15 03.59.14,29.887,45.44,45.241,0.1432,0.1617
2014-07-15 04.59.14,32.181,45.903,45.33,0.134,0.1639
2014-07-15 05.59.14,34.415,45.185,44.077,0.1154,0.1461
2014-07-15 06.59.14,41.56,39.743,41.559,0.1152,0.1416
2014-07-15 07.59.14,31.498,34.578,38.153,0.144,0.1528
2014-07-15 08.59.14,27.455,32.588,37.894,0.1766,0.1733
2014-07-15 09.59.14,31.358,39.789,42.064,0.124,0.1276
2014-07-15 10.59.14,26.796,39.583,42.444,0.2035,0.1864
2014-07-15 11.59.14,24.455,39.583,42.5,0.2906,0.2528
2014-07-15 12.59.14,23.643,39.583,42.5,0.4468,0.3397
2014-07-15 13.59.14,23.643,39.583,42.5,0.4474,0.2773
2014-07-15 14.59.14,23.832,42.067,44.077,0.6192,0.3555
2014-07-15 15.59.14,24.169,43.782,45.097,0.4729,0.2523
2014-07-15 16.59.14,29.652,45.221,45.199,0.4424,0.2218
2014-07-15 17.59.14,42.797,45.221,45.199,0.3837,0.1835
2014-07-15 18.59.14,42.797,45.221,45.199,0.3463,0.1813
2014-07-15 19.59.14,42.797,45.221,45.199,0.3144,0.1705
2014-07-15 20.59.14,35.621,45.628,45.199,0.3503,0.1875
2014-07-15 21.59.14,34.688,45.221,45.199,0.3263,0.1743
2014-07-15 22.59.14,33.36,45.221,45.199,0.3929,0.1982
2014-07-15 23.59.14,34.292,46.006,30.883,0.1666,0.2022
2014-07-16 00.59.14,34.292,46.006,30.883,0.1523,0.1939
2014-07-16 01.59.14,34.292,46.006,30.883,0.1473,0.1842
2014-07-16 02.59.14,34.292,46.006,30.883,0.1679,0.1753
2014-07-16 03.59.14,34.292,46.006,30.883,0.1664,0.1775
2014-07-16 04.59.14,40.136,46.006,30.883,0.179,0.1895
2014-07-16 05.59.14,34.661,43.776,24.284,0.2045,0.2073
2014-07-16 06.59.14,33.028,38.785,22.882,0.2139,0.2466
2014-07-16 07.59.14,31.586,36.074,22.882,0.1668,0.2184
2014-07-16 08.59.14,30.736,35.446,22.882,0.1276,0.1746
2014-07-16 09.59.14,31.275,38.785,24.38,0.0975,0.1532
2014-07-16 10.59.14,29.854,36.452,23.564,0.0895,0.1278
2014-07-16 11.59.14,29.854,36.452,23.564,0.0819,0.121
2014-07-16 12.59.14,29.854,36.452,23.564,0.0944,0.1107
2014-07-16 13.59.14,30.465,36.517,23.564,0.06,0.0848
2014-07-16 14.59.14,31.501,41.215,24.773,0.0737,0.0856
2014-07-16 15.59.14,33.346,45.399,28.08,0.0868,0.1023
2014-07-16 16.59.14,34.771,46.062,30.883,0.1215,0.1266
2014-07-16 17.59.14,43.463,46.759,30.883,0.1229,0.1283
2014-07-16 18.59.14,40.197,46.106,30.883,0.0827,0.0919
2014-07-16 19.59.14,34.369,47.692,42.549,0.0141,0.0475
2014-07-16 20.59.14,34.292,47.692,42.549,0.0044,0.0322
2014-07-16 21.59.14,34.292,47.692,42.549,0.0217,0.0367
2014-07-16 22.59.14,34.292,47.692,42.549,0.0299,0.0347
2014-07-16 23.59.14,33.607,47.162,62.341,0.0388,0.0373
2014-07-17 00.59.14,33.607,47.162,62.341,0.0313,0.0316
2014-07-17 01.59.14,33.607,47.162,62.341,0.027,0.0251
2014-07-17 02.59.14,34.331,47.162,62.341,0.0207,0.0136
2014-07-17 03.59.14,37.368,47.162,62.341,0.0019,0.0159
2014-07-17 04.59.14,63.71,47.162,62.341,0,0.021
2014-07-17 05.59.14,45.084,46.116,57.88,0,0.0059
2014-07-17 06.59.14,34.731,44.586,55.864,0,0
2014-07-17 07.59.14,32.957,43.832,54.613,0,0
2014-07-17 08.59.14,32.426,43.765,53.906,0,0
2014-07-17 09.59.14,31.959,44.71,55.05,0,0
2014-07-17 10.59.14,30.732,44.71,55.05,0,0
2014-07-17 11.59.14,30.732,44.71,55.598,0,0
2014-07-17 12.59.14,31.802,45.14,56.189,0,0
2014-07-17 13.59.14,31.802,45.14,56.424,0,0
2014-07-17 14.59.14,32.65,45.582,57.465,0,0
2014-07-17 15.59.14,33.532,46.906,62.341,0,0.0099
2014-07-17 16.59.14,39.78,47.162,62.341,0,0.0555
2014-07-17 17.59.14,47.576,47.162,62.341,0,0.0231
2014-07-17 18.59.14,35.9,47.162,62.341,0,0.0163
2014-07-17 19.59.14,33.607,47.162,62.341,0,0.0173
2014-07-17 20.59.14,33.607,47.162,62.341,0,0.0216
2014-07-17 21.59.14,33.607,47.162,62.341,0,0.0205
2014-07-17 22.59.14,33.607,47.162,62.341,0,0.0162
2014-07-17 23.59.14,31.732,36.491,44.847,0,0.0053
2014-07-18 00.59.14,31.732,36.491,44.847,0,0.0078
2014-07-18 01.59.14,32.521,36.491,44.847,0,0.0045
2014-07-18 02.59.14,33.882,36.491,44.847,0,0
2014-07-18 03.59.14,43.971,36.491,44.847,0,0.0027
2014-07-18 04.59.14,65.521,49.682,44.847,0,0
2014-07-18 05.59.14,44.419,36.436,43.608,0,0
2014-07-18 06.59.14,37.573,35.239,41.723,0,0
2014-07-18 07.59.14,33.694,35.077,40.978,0,0
2014-07-18 08.59.14,31.67,34.052,40.861,0,0
2014-07-18 09.59.14,30.008,33.97,38.838,0,0
2014-07-18 10.59.14,26.037,32.483,38.838,0,0
2014-07-18 11.59.14,26.037,32.483,38.838,0,0
2014-07-18 12.59.14,26.037,32.483,38.838,0,0
2014-07-18 13.59.14,26.446,32.685,40.861,0,0
2014-07-18 14.59.14,29.175,35.239,43.574,0,0
2014-07-18 15.59.14,31.764,36.491,44.492,0,0
2014-07-18 16.59.14,36.793,36.491,44.847,0,0
2014-07-18 17.59.14,45.259,36.491,44.847,0.0058,0
2014-07-18 18.59.13,33.561,36.491,44.847,0.0103,0
2014-07-18 19.59.13,31.732,36.491,44.847,0.0099,0
2014-07-18 20.59.13,31.732,36.491,44.847,0.0168,0
2014-07-18 21.59.13,31.732,36.491,44.847,0.0976,0.0282
2014-07-18 22.59.13,31.732,36.491,44.847,0.1661,0.0459
2014-07-18 23.59.13,25.472,16.661,14.573,0.1132,0.0758
2014-07-19 00.59.13,26.42,16.703,14.573,0.1116,0.0948
2014-07-19 01.59.13,25.946,16.661,14.573,0.1,0.1119
2014-07-19 02.59.13,25.491,16.64,14.5,0.127,0.1261
2014-07-19 03.59.13,25.716,16.64,14.5,0.1337,0.1325
2014-07-19 04.59.13,25.897,16.64,14.5,0.1303,0.1182
2014-07-19 05.59.13,25.795,16.64,14.5,0.1678,0.1032
2014-07-19 06.59.13,24.929,15.391,14.248,0.1671,0.0869
2014-07-19 07.59.13,23.492,12.895,13.521,0.1493,0.0785
2014-07-19 08.59.13,19.336,5.629,11.189,0.1891,0.1024
2014-07-19 09.59.13,17.127,5.629,11.189,0.171,0.0956
2014-07-19 10.59.13,14.218,5.629,11.189,0.2004,0.0961
2014-07-19 11.59.13,14.218,5.629,11.189,0.183,0.0978
2014-07-19 12.59.13,15.242,5.779,13.459,0.1947,0.0999
2014-07-19 13.59.13,20.01,14.051,13.931,0.2179,0.1136
2014-07-19 14.59.13,24.463,15.739,14.397,0.2243,0.1105
2014-07-19 15.59.13,25.167,16.544,14.5,0.2062,0.088
2014-07-19 16.59.13,32.952,16.64,14.5,0.1518,0.0746
2014-07-19 17.59.13,34.701,16.661,14.5,0.1766,0.1085
2014-07-19 18.59.13,26.683,16.64,14.5,0.2107,0.1597
2014-07-19 19.59.13,25.267,16.64,14.5,0.2228,0.1763
2014-07-19 20.59.13,24.71,16.64,14.5,0.205,0.1632
2014-07-19 21.59.13,24.584,16.64,14.5,0.2251,0.1501
2014-07-19 22.59.13,24.584,16.64,14.5,0.2568,0.1518
2014-07-19 23.59.13,24.865,17.863,45.297,0.172,0.1339
2014-07-20 00.59.13,24.865,17.863,45.297,0.1824,0.1238
2014-07-20 01.59.13,24.865,17.863,45.297,0.1627,0.1208
2014-07-20 02.59.13,24.865,17.863,45.297,0.1464,0.1125
2014-07-20 03.59.13,24.865,17.863,45.297,0.1327,0.087
2014-07-20 04.59.13,24.865,17.863,45.297,0.0977,0.0479
2014-07-20 05.59.13,24.865,17.863,45.297,0.0709,0.0359
2014-07-20 06.59.13,24.826,17.416,44.197,0.0708,0.0783
2014-07-20 07.59.13,24.176,15.745,40.433,0.1165,0.1182
2014-07-20 08.59.13,22.484,13.744,40.433,0.1599,0.1341
2014-07-20 09.59.13,22.484,13.805,40.433,0.1568,0.1187
2014-07-20 10.59.13,22.484,13.744,40.433,0.18,0.1189
2014-07-20 11.59.13,22.604,13.744,41.279,0.1959,0.1137
2014-07-20 12.59.13,22.902,13.976,42.266,0.2188,0.1118
2014-07-20 13.59.13,24.416,17.271,43.793,0.2622,0.1133
2014-07-20 14.59.13,24.973,17.859,44.753,0.2803,0.1233
2014-07-20 15.59.13,26.094,17.863,44.853,0.2456,0.1215
