Time (UTC),Spot Price 2025,Spot Price 2035,Spot Price 2045,DA forecast,Realised Production
2012-07-31 12.00.00,23.241,37.653,39.78,0.2687,0.293
2012-07-31 13.00.00,21.309,37.653,39.78,0.2929,0.2698
2012-07-31 14.00.00,21.309,39.284,39.937,0.3196,0.2685
2012-07-31 15.00.00,21.437,42.941,41.091,0.3929,0.291
2012-07-31 16.00.00,24.478,43.902,43.543,0.4463,0.2751
2012-07-31 17.00.00,31.1,44.522,43.826,0.4093,0.2204
2012-07-31 18.00.00,37.991,44.711,43.826,0.4397,0.2195
2012-07-31 19.00.00,37.991,45.057,43.826,0.4803,0.2058
2012-07-31 20.00.00,31.43,45.057,43.826,0.471,0.1755
2012-07-31 21.00.00,29.923,45.511,43.826,0.5253,0.1883
2012-07-31 22.00.00,33.882,45.511,43.826,0.4583,0.1767
2012-07-31 23.00.00,33.882,45.511,43.826,0.4156,0.1706
2012-08-01 00.00.00,26.132,17.487,18.062,0.1225,0.1368
2012-08-01 01.00.00,31.046,17.619,18.062,0.0797,0.1225
2012-08-01 02.00.00,32.905,17.619,18.062,0.0701,0.101
2012-08-01 03.00.00,32.905,18.503,18.062,0.0615,0.0877
2012-08-01 04.00.00,32.905,18.701,18.062,0.0158,0.0605
2012-08-01 05.00.00,44.702,19.218,18.062,0,0.0459
2012-08-01 06.00.00,33.556,15,17.344,0,0.0246
2012-08-01 07.00.00,32.6,13.482,16.034,0,0.006
2012-08-01 08.00.00,24.05,12.664,14.664,0,0.0049
2012-08-01 09.00.00,22.459,12.595,14.664,0,0.0081
2012-08-01 10.00.00,20.789,12.595,14.897,0,0.0259
2012-08-01 11.00.00,18.954,12.595,14.897,0,0.0268
2012-08-01 12.00.00,18.668,12.595,16.02,0,0.0511
2012-08-01 13.00.00,18.834,12.595,16.126,0,0.0507
2012-08-01 14.00.00,20.562,12.595,16.523,0,0.0322
2012-08-01 15.00.00,23.124,16.666,17.633,0,0.0269
2012-08-01 16.00.00,24.463,18.52,18.062,0,0.0425
2012-08-01 17.00.00,32.373,18.761,18.062,0,0.0502
2012-08-01 18.00.00,33.056,18.761,18.062,0,0.0785
2012-08-01 19.00.00,25.039,18.579,18.062,0.0275,0.1137
2012-08-01 20.00.00,23.38,17.705,18.062,0.061,0.1446
2012-08-01 21.00.00,22.902,17.487,18.062,0.077,0.1543
2012-08-01 22.00.00,22.699,17.487,18.062,0.1322,0.1932
2012-08-01 23.00.00,22.699,17.487,18.062,0.1441,0.2186
2012-08-02 00.00.00,23.604,34.706,46.463,0.2965,0.2407
2012-08-02 01.00.00,23.604,34.706,46.463,0.3162,0.2686
2012-08-02 02.00.00,23.604,34.706,46.463,0.3148,0.2733
2012-08-02 03.00.00,23.604,34.706,46.463,0.3969,0.3026
2012-08-02 04.00.00,23.604,34.706,46.463,0.487,0.3795
2012-08-02 05.00.00,24.344,34.706,46.463,0.535,0.4212
2012-08-02 06.00.00,29.03,33.378,45.581,0.4707,0.3647
2012-08-02 07.00.00,30.719,28.768,44.614,0.3735,0.2945
2012-08-02 08.00.00,24.367,28.768,43.965,0.3788,0.2599
2012-08-02 09.00.00,22.687,28.005,42.834,0.3374,0.2241
2012-08-02 10.00.00,22.684,28.082,42.073,0.3693,0.2446
2012-08-02 11.00.00,21.076,26.727,42.021,0.2633,0.1778
2012-08-02 12.00.00,20.989,26.727,42.021,0.2102,0.1582
2012-08-02 13.00.00,20.989,26.727,42.246,0.212,0.1368
2012-08-02 14.00.00,21.814,26.812,43.807,0.0889,0.0497
2012-08-02 15.00.00,23.625,30.783,45.21,0.0613,0.0259
2012-08-02 16.00.00,24.932,34.706,46.452,0.0848,0.0531
2012-08-02 17.00.00,27.979,35.425,46.463,0.1261,0.0979
2012-08-02 18.00.00,33.392,35.701,46.872,0.111,0.0787
2012-08-02 19.00.00,34.328,35.425,46.872,0.1269,0.0707
2012-08-02 20.00.00,34.328,35.701,46.872,0.1536,0.0811
2012-08-02 21.00.00,30.173,35.425,46.872,0.183,0.111
2012-08-02 22.00.00,27.777,35.425,46.872,0.2243,0.1193
2012-08-02 23.00.00,25.542,35.425,46.872,0.2306,0.1172
2012-08-03 00.00.00,32.6,45.931,45.73,0.3236,0.1511
2012-08-03 01.00.00,32.6,45.931,45.73,0.2761,0.1114
2012-08-03 02.00.00,32.6,45.931,45.73,0.1723,0.0538
2012-08-03 03.00.00,32.6,45.931,45.73,0.1734,0.0745
2012-08-03 04.00.00,34.065,45.931,45.73,0.1737,0.0889
2012-08-03 05.00.00,32.6,45.931,45.73,0.1626,0.085
2012-08-03 06.00.00,36.734,43.895,44.026,0.2128,0.1176
2012-08-03 07.00.00,37.349,39.869,42.495,0.1814,0.0986
2012-08-03 08.00.00,28.123,38.981,41.167,0.1035,0.0602
2012-08-03 09.00.00,25.087,38.967,41.167,0.0638,0.0404
2012-08-03 10.00.00,25.101,40.373,42.344,0,0
2012-08-03 11.00.00,24.067,39.721,42.451,0.0188,0
2012-08-03 12.00.00,23.44,39.714,42.711,0.0354,0
2012-08-03 13.00.00,23.377,39.714,43.167,0.0519,0
2012-08-03 14.00.00,23.377,39.714,43.9,0.0731,0
2012-08-03 15.00.00,24.135,42.821,45.345,0.0651,0
2012-08-03 16.00.00,28.01,44.492,45.73,0.1531,0.0354
2012-08-03 17.00.00,32.6,45.931,45.73,0.1414,0.0396
2012-08-03 18.00.00,34.208,45.931,45.73,0.1199,0.0316
2012-08-03 19.00.00,46.431,45.931,45.73,0.1325,0.039
2012-08-03 20.00.00,33.882,45.931,45.73,0.1127,0.0377
2012-08-03 21.00.00,33.412,45.931,45.73,0.1156,0.0248
2012-08-03 22.00.00,32.6,45.931,45.73,0.0954,0.0107
2012-08-03 23.00.00,32.6,45.931,45.73,0.1104,0.0199
2012-08-04 00.00.00,26.306,43.805,45.161,0.0542,0.0372
2012-08-04 01.00.00,26.306,43.805,45.161,0.0596,0.0489
2012-08-04 02.00.00,26.306,43.327,45.161,0.0591,0.0697
2012-08-04 03.00.00,26.306,42.862,45.161,0.0699,0.0889
2012-08-04 04.00.00,26.306,42.862,45.161,0.0937,0.0941
2012-08-04 05.00.00,26.306,42.862,45.161,0.1192,0.084
2012-08-04 06.00.00,26.306,42.862,45.161,0.1608,0.1027
2012-08-04 07.00.00,25.742,40.765,44,0.1745,0.1328
2012-08-04 08.00.00,23.65,36.311,42.921,0.1938,0.1315
2012-08-04 09.00.00,20.447,33.719,40.756,0.1872,0.114
2012-08-04 10.00.00,20.368,33.753,40.756,0.0734,0.0309
2012-08-04 11.00.00,19.407,33.719,40.756,0.0679,0.028
2012-08-04 12.00.00,19.407,33.719,40.756,0.0989,0.0229
2012-08-04 13.00.00,19.407,34.742,42.981,0.1027,0.0214
2012-08-04 14.00.00,20.045,39.052,43.403,0.1014,0.032
2012-08-04 15.00.00,23.014,41.199,45.161,0.1045,0.036
2012-08-04 16.00.00,25.742,42.862,45.161,0.0995,0.0512
2012-08-04 17.00.00,26.306,42.862,45.161,0.0691,0.0635
2012-08-04 18.00.00,27.322,42.862,45.161,0.0523,0.0589
2012-08-04 19.00.00,37.52,43.805,45.161,0.0354,0.0673
2012-08-04 20.00.00,37.52,43.807,45.161,0.0389,0.0863
2012-08-04 21.00.00,37.52,43.805,45.161,0.0453,0.0882
2012-08-04 22.00.00,29.18,43.805,45.161,0.0513,0.1017
2012-08-04 23.00.00,29.18,43.805,45.161,0.0552,0.0951
2012-08-05 00.00.00,28.379,45.485,51.013,0.0938,0.0859
2012-08-05 01.00.00,28.379,45.485,51.013,0.1211,0.1048
2012-08-05 02.00.00,28.379,45.485,51.013,0.1488,0.1155
2012-08-05 03.00.00,28.379,45.485,51.013,0.1067,0.0971
2012-08-05 04.00.00,29.003,45.485,51.013,0.076,0.0804
2012-08-05 05.00.00,28.379,45.485,51.013,0.061,0.0521
2012-08-05 06.00.00,28.379,45.485,51.013,0.0365,0.0139
2012-08-05 07.00.00,28.162,45.221,51.013,0.0209,0.0038
2012-08-05 08.00.00,24.056,42.649,46.9,0.0195,0
2012-08-05 09.00.00,22.775,38.383,44.453,0.0477,0
2012-08-05 10.00.00,22.995,38.383,44.453,0.0721,0
2012-08-05 11.00.00,21.883,38.383,44.453,0.1523,0
2012-08-05 12.00.00,21.849,38.383,44.453,0.2168,0.0157
2012-08-05 13.00.00,21.849,38.762,46.574,0.2799,0.0385
2012-08-05 14.00.00,22.471,42.649,46.898,0.2609,0.028
2012-08-05 15.00.00,24.474,44.41,50.97,0.2259,0.0278
2012-08-05 16.00.00,26.752,45.282,51.013,0.2055,0.0232
2012-08-05 17.00.00,28.542,45.485,51.013,0.1276,0.0022
2012-08-05 18.00.00,32.502,45.485,51.013,0.0477,0
2012-08-05 19.00.00,40.476,45.553,51.013,0.0271,0
2012-08-05 20.00.00,32.721,45.553,51.013,0.0454,0
2012-08-05 21.00.00,31.681,45.485,51.013,0.133,0
2012-08-05 22.00.00,28.722,45.485,51.013,0.1896,0
2012-08-05 23.00.00,28.508,45.485,51.013,0.1745,0.0061
2012-08-06 00.00.00,24.847,14.88,45.712,0,0
2012-08-06 01.00.00,24.847,14.846,45.712,0,0.0004
2012-08-06 02.00.00,24.847,14.846,45.712,0,0.0004
2012-08-06 03.00.00,24.847,14.88,45.712,0,0
2012-08-06 04.00.00,25.085,14.95,45.712,0,0
2012-08-06 05.00.00,29.182,15.079,45.712,0,0.0018
2012-08-06 06.00.00,31.586,15.087,45.889,0,0.0216
2012-08-06 07.00.00,40.917,14.835,45.666,0,0.0574
2012-08-06 08.00.00,27.918,14.788,45.666,0,0.0956
2012-08-06 09.00.00,24.089,13.879,45.08,0,0.1487
2012-08-06 10.00.00,25.483,15.227,44.954,0,0.0836
2012-08-06 11.00.00,24.378,14.015,43.272,0,0.0482
2012-08-06 12.00.00,20.918,12.114,42.323,0,0.0441
2012-08-06 13.00.00,20.496,12.03,42.323,0,0.079
2012-08-06 14.00.00,20.496,12.03,42.323,0.0381,0.2149
2012-08-06 15.00.00,22.648,12.03,43.513,0.1015,0.2888
2012-08-06 16.00.00,24.847,14.632,45.712,0.1454,0.3199
2012-08-06 17.00.00,24.847,14.632,45.712,0.158,0.2955
2012-08-06 18.00.00,25.224,14.632,45.712,0.1476,0.292
2012-08-06 19.00.00,26.78,14.632,45.712,0.0573,0.2512
2012-08-06 20.00.00,25.678,14.632,45.712,0.0191,0.2109
2012-08-06 21.00.00,24.627,14.632,45.712,0.014,0.1967
2012-08-06 22.00.00,24.058,14.632,45.712,0.1013,0.2547
2012-08-06 23.00.00,24.058,14.632,45.712,0.1281,0.2913
2012-08-07 00.00.00,19.426,17.356,7.204,0.2151,0.3015
2012-08-07 01.00.00,18.921,17.356,7.204,0.2113,0.2941
2012-08-07 02.00.00,18.606,16.937,7.204,0.2444,0.306
2012-08-07 03.00.00,18.606,16.866,7.204,0.257,0.3097
2012-08-07 04.00.00,18.611,16.866,7.269,0.2517,0.3138
2012-08-07 05.00.00,20.204,17.212,7.204,0.2328,0.2987
2012-08-07 06.00.00,18.984,12.966,6.405,0.3216,0.4085
2012-08-07 07.00.00,18.12,11.896,5.448,0.3657,0.4637
2012-08-07 08.00.00,17.463,11.528,3.878,0.3604,0.4909
2012-08-07 09.00.00,16.216,10.284,3.78,0.3532,0.5274
2012-08-07 10.00.00,18.789,11.528,3.839,0.2601,0.4383
2012-08-07 11.00.00,16.722,11.166,3.78,0.281,0.5063
2012-08-07 12.00.00,15.4,10.284,3.78,0.3427,0.594
2012-08-07 13.00.00,15.4,9.977,3.78,0.4457,0.7384
2012-08-07 14.00.00,15.038,9.977,4.128,0.5317,0.7895
2012-08-07 15.00.00,14.075,9.977,5.978,0.6512,0.8126
2012-08-07 16.00.00,14.075,16.69,6.975,0.6394,0.8179
2012-08-07 17.00.00,18.367,16.69,7.047,0.5834,0.7499
2012-08-07 18.00.00,18.88,16.69,7.204,0.5488,0.6863
2012-08-07 19.00.00,23.337,16.69,7.204,0.6174,0.7568
2012-08-07 20.00.00,21.155,16.69,7.204,0.6007,0.7541
2012-08-07 21.00.00,18.88,16.69,7.204,0.7538,0.8216
2012-08-07 22.00.00,18.367,16.69,7.204,0.6231,0.6738
2012-08-07 23.00.00,18.367,16.69,7.204,0.7243,0.7559
2012-08-08 00.00.00,26.04,43.311,38.873,0.9871,0.7809
2012-08-08 01.00.00,26.04,43.311,38.873,0.9647,0.7399
2012-08-08 02.00.00,26.04,43.311,38.873,0.8983,0.712
2012-08-08 03.00.00,26.04,43.311,38.873,0.8585,0.6741
2012-08-08 04.00.00,26.04,43.311,38.873,0.7154,0.6038
2012-08-08 05.00.00,34.216,43.311,38.873,0.6477,0.5764
2012-08-08 06.00.00,26.293,33.609,35.779,0.8298,0.7172
2012-08-08 07.00.00,22.864,29.352,34.204,0.8289,0.8211
2012-08-08 08.00.00,23.404,23.896,33.199,0.7309,0.7591
2012-08-08 09.00.00,23.404,24.565,33.199,0.6894,0.7473
2012-08-08 10.00.00,23.996,31.959,34.466,0.4931,0.5513
2012-08-08 11.00.00,25.095,33.095,35.356,0.5229,0.5143
2012-08-08 12.00.00,25.669,33.442,35.709,0.6258,0.5382
2012-08-08 13.00.00,25.472,34.33,36.441,0.7174,0.5505
2012-08-08 14.00.00,25.418,34.345,36.608,0.7073,0.5308
2012-08-08 15.00.00,25.418,38.076,37.106,0.6134,0.4776
2012-08-08 16.00.00,27.051,43.158,38.56,0.5874,0.4569
2012-08-08 17.00.00,28.685,44.273,38.873,0.501,0.4166
2012-08-08 18.00.00,31.676,45.117,38.873,0.3581,0.3321
2012-08-08 19.00.00,32.172,45.896,39.225,0.2718,0.2819
2012-08-08 20.00.00,32.487,45.983,39.366,0.2488,0.2414
2012-08-08 21.00.00,32.487,45.983,39.633,0.2196,0.2434
2012-08-08 22.00.00,31.847,44.969,39.12,0.2072,0.2515
2012-08-08 23.00.00,32.907,43.746,38.873,0.1972,0.2393
2012-08-09 00.00.00,31.308,45.887,50.338,0.1885,0.2121
2012-08-09 01.00.00,31.308,45.887,50.338,0.1424,0.1746
2012-08-09 02.00.00,31.308,45.887,50.338,0.1469,0.1515
2012-08-09 03.00.00,31.308,45.887,50.338,0.1652,0.1501
2012-08-09 04.00.00,31.308,45.887,50.338,0.1682,0.1468
2012-08-09 05.00.00,35.956,45.887,50.338,0.1262,0.0939
2012-08-09 06.00.00,45.627,45.433,45.858,0.0807,0.0515
2012-08-09 07.00.00,34.536,43.821,44.938,0.0438,0.0246
2012-08-09 08.00.00,32.906,43.735,44.886,0.0435,0.004
2012-08-09 09.00.00,32.448,43.42,44.886,0.0229,0
2012-08-09 10.00.00,31.747,43.871,45.019,0,0
2012-08-09 11.00.00,30.795,43.42,45.019,0,0.0046
2012-08-09 12.00.00,30.635,43.42,45.086,0,0.01
2012-08-09 13.00.00,30.635,43.42,46.138,0,0.0171
2012-08-09 14.00.00,30.635,43.42,46.138,0.0025,0.0409
2012-08-09 15.00.00,31.747,44.18,46.788,0.0295,0.095
2012-08-09 16.00.00,32.593,45.887,50.338,0.1117,0.155
2012-08-09 17.00.00,33.74,45.928,50.338,0.152,0.1743
2012-08-09 18.00.00,45.188,46.128,50.608,0.1703,0.186
2012-08-09 19.00.00,33.882,46.128,50.608,0.1501,0.1822
2012-08-09 20.00.00,33.74,45.961,50.608,0.1467,0.1867
2012-08-09 21.00.00,33.74,45.928,50.608,0.1465,0.1558
2012-08-09 22.00.00,33.694,45.928,50.608,0.1862,0.1556
2012-08-09 23.00.00,33.331,45.928,50.608,0.2857,0.1852
2012-08-10 00.00.00,32.61,42.547,47.088,0.1889,0.1427
2012-08-10 01.00.00,32.61,42.547,47.088,0.1711,0.124
2012-08-10 02.00.00,32.61,42.547,47.088,0.1847,0.1187
2012-08-10 03.00.00,32.613,42.547,47.088,0.1906,0.1165
2012-08-10 04.00.00,33.939,42.547,47.088,0.2132,0.1301
2012-08-10 05.00.00,37.632,42.617,47.088,0.2189,0.1326
2012-08-10 06.00.00,44.77,42.23,45.204,0.173,0.1152
2012-08-10 07.00.00,34.541,40.087,43.908,0.1602,0.1502
2012-08-10 08.00.00,33.402,39.008,42.905,0.1234,0.1356
2012-08-10 09.00.00,32.6,37.488,41.195,0.0493,0.0761
2012-08-10 10.00.00,32.305,38.263,41.195,0,0.0031
2012-08-10 11.00.00,30.166,36.894,41.195,0,0
2012-08-10 12.00.00,24.474,36.364,42.203,0,0
2012-08-10 13.00.00,24.474,36.364,43.634,0,0
2012-08-10 14.00.00,24.474,36.364,43.701,0,0
2012-08-10 15.00.00,24.693,40.149,44.955,0.0007,0.0101
2012-08-10 16.00.00,31.181,42.547,47.088,0.0483,0.0409
2012-08-10 17.00.00,33.829,42.583,47.088,0.1143,0.0673
2012-08-10 18.00.00,35.414,42.583,47.088,0.103,0.0634
2012-08-10 19.00.00,32.61,42.617,47.088,0.0513,0.0386
2012-08-10 20.00.00,32.61,42.767,47.088,0.0198,0.0191
2012-08-10 21.00.00,32.66,42.967,47.088,0.013,0.0048
2012-08-10 22.00.00,32.66,42.967,47.088,0,0.0046
2012-08-10 23.00.00,32.66,42.967,47.088,0,0
2012-08-11 00.00.00,24.539,16.717,14.211,0,0
2012-08-11 01.00.00,24.539,16.717,14.211,0,0
2012-08-11 02.00.00,24.539,16.717,14.211,0,0
2012-08-11 03.00.00,24.618,16.717,14.211,0,0
2012-08-11 04.00.00,28.8,16.778,14.211,0,0
2012-08-11 05.00.00,30.862,16.778,14.211,0,0
2012-08-11 06.00.00,25.451,16.57,14.211,0,0
2012-08-11 07.00.00,24.539,15.771,13.858,0,0
2012-08-11 08.00.00,23.522,11.225,12.974,0,0
2012-08-11 09.00.00,21.532,11.927,10.73,0,0
2012-08-11 10.00.00,21.029,11.927,10.73,0,0
2012-08-11 11.00.00,21.029,11.935,10.73,0,0
2012-08-11 12.00.00,21.029,12.595,11.551,0,0
2012-08-11 13.00.00,21.044,12.676,13.079,0,0
2012-08-11 14.00.00,21.131,14.84,13.387,0,0
2012-08-11 15.00.00,23.109,16.139,14.189,0,0
2012-08-11 16.00.00,24.244,16.515,14.211,0,0
2012-08-11 17.00.00,27.184,16.57,14.211,0,0
2012-08-11 18.00.00,34.226,16.57,14.211,0,0
2012-08-11 19.00.00,25.404,16.57,14.211,0,0
2012-08-11 20.00.00,24.539,16.57,14.211,0,0
2012-08-11 21.00.00,24.539,16.57,14.211,0,0
2012-08-11 22.00.00,24.539,16.57,14.211,0,0
2012-08-11 23.00.00,24.539,16.57,14.211,0,0
2012-08-12 00.00.00,25.261,21.106,19.102,0.05,0
2012-08-12 01.00.00,25.261,21.106,19.102,0.0426,0
2012-08-12 02.00.00,25.261,21.106,19.102,0.0611,0
2012-08-12 03.00.00,25.261,21.106,19.102,0.0642,0
2012-08-12 04.00.00,32.077,21.106,19.102,0.0107,0
2012-08-12 05.00.00,30.155,21.106,19.102,0.0059,0
2012-08-12 06.00.00,25.261,20.735,19.102,0.0267,0
2012-08-12 07.00.00,24.927,20.051,18.902,0.0198,0
2012-08-12 08.00.00,22.409,7.211,17.257,0.0625,0
2012-08-12 09.00.00,13.739,3.952,3.997,0.0853,0
2012-08-12 10.00.00,13.161,3.914,3.997,0.1102,0
2012-08-12 11.00.00,13.161,3.914,3.997,0.1133,0
2012-08-12 12.00.00,13.161,3.914,3.997,0.0844,0
2012-08-12 13.00.00,13.477,3.914,4.078,0.1209,0
2012-08-12 14.00.00,21.713,6.731,16.701,0.1387,0
2012-08-12 15.00.00,24.866,15.242,18.902,0.1379,0
2012-08-12 16.00.00,25.427,20.503,19.102,0.1393,0.0013
2012-08-12 17.00.00,27.507,20.735,19.102,0.1749,0.0025
2012-08-12 18.00.00,35.149,20.793,19.102,0.1871,0.0048
2012-08-12 19.00.00,28.677,21.106,19.102,0.1995,0.0108
2012-08-12 20.00.00,25.536,20.735,19.102,0.2042,0.0142
2012-08-12 21.00.00,25.261,20.735,19.102,0.1808,0.0062
2012-08-12 22.00.00,25.261,20.735,19.102,0.132,0
2012-08-12 23.00.00,25.261,20.735,19.102,0.105,0
2012-08-13 00.00.00,30.928,17.266,12.514,0,0
2012-08-13 01.00.00,30.954,17.266,12.514,0,0
2012-08-13 02.00.00,31.118,17.266,12.514,0,0
2012-08-13 03.00.00,31.139,17.342,12.514,0,0
2012-08-13 04.00.00,32.6,17.358,12.514,0,0
2012-08-13 05.00.00,32.841,17.528,12.514,0,0
2012-08-13 06.00.00,44.812,16.702,11.287,0,0
2012-08-13 07.00.00,33.321,12.557,10.178,0,0
2012-08-13 08.00.00,31.884,8.313,8.184,0,0
2012-08-13 09.00.00,24.235,6.106,6.103,0,0
2012-08-13 10.00.00,23.669,6.106,6.103,0,0
2012-08-13 11.00.00,23.308,6.106,6.103,0.0115,0.0102
2012-08-13 12.00.00,23.308,6.106,6.103,0.012,0.0289
2012-08-13 13.00.00,24.764,8.919,10.59,0.0061,0.0363
2012-08-13 14.00.00,26.694,11.137,10.984,0.0114,0.0489
2012-08-13 15.00.00,30.414,13.711,11.754,0.0051,0.0649
2012-08-13 16.00.00,31.641,16.916,12.156,0,0.0499
2012-08-13 17.00.00,39.283,16.955,12.514,0,0.0321
2012-08-13 18.00.00,32.953,16.921,12.514,0,0.0488
2012-08-13 19.00.00,29.032,16.921,12.514,0.018,0.0932
2012-08-13 20.00.00,27.116,16.921,12.514,0.0146,0.1148
2012-08-13 21.00.00,26.979,16.921,12.514,0,0.1156
2012-08-13 22.00.00,26.979,16.921,12.514,0,0.0956
2012-08-13 23.00.00,26.979,16.921,12.514,0,0.0487
2012-08-14 00.00.00,30.502,20.717,17.651,0,0.0356
2012-08-14 01.00.00,30.502,20.717,17.651,0,0.0083
2012-08-14 02.00.00,30.502,20.717,17.651,0,0
2012-08-14 03.00.00,30.986,20.717,17.651,0,0.0005
2012-08-14 04.00.00,32.294,20.717,17.651,0,0
2012-08-14 05.00.00,33.494,20.926,17.651,0,0
2012-08-14 06.00.00,40.456,20.317,16.668,0,0
2012-08-14 07.00.00,33.613,12.595,13.565,0,0
2012-08-14 08.00.00,31.66,12.089,10.956,0,0
2012-08-14 09.00.00,27.886,9.139,9.797,0,0.0091
2012-08-14 10.00.00,27.244,10.619,9.797,0,0.0349
2012-08-14 11.00.00,26.003,10.619,9.797,0,0.0628
2012-08-14 12.00.00,26.003,12.394,12.525,0,0.0495
2012-08-14 13.00.00,30.282,14.554,15.541,0,0.031
2012-08-14 14.00.00,31.802,16.621,16.196,0,0.0176
2012-08-14 15.00.00,32.746,19.026,16.697,0,0.0201
2012-08-14 16.00.00,33.882,20.717,17.398,0,0.0227
2012-08-14 17.00.00,43.91,20.816,17.651,0,0.0114
2012-08-14 18.00.00,36.093,20.717,17.651,0,0
2012-08-14 19.00.00,33.637,20.717,17.651,0,0.0027
2012-08-14 20.00.00,31.801,20.717,17.651,0,0.0105
2012-08-14 21.00.00,30.872,20.717,17.651,0,0.0065
2012-08-14 22.00.00,30.709,20.717,17.651,0,0.0081
2012-08-14 23.00.00,30.709,20.717,17.651,0,0
2012-08-15 00.00.00,28.04,19.215,5.294,0.0284,0
2012-08-15 01.00.00,28.04,19.215,5.294,0.0231,0.0019
2012-08-15 02.00.00,28.04,19.215,5.294,0.0237,0.0098
2012-08-15 03.00.00,28.04,19.215,5.294,0.0735,0.041
2012-08-15 04.00.00,28.04,19.215,5.294,0.08,0.0594
2012-08-15 05.00.00,39.313,19.215,5.294,0.0353,0.034
2012-08-15 06.00.00,30.196,12.595,4.558,0,0
2012-08-15 07.00.00,28.326,4.078,3.451,0,0
2012-08-15 08.00.00,24.726,3.94,3.411,0,0.0092
2012-08-15 09.00.00,18.986,3.91,3.408,0.0129,0.054
2012-08-15 10.00.00,18.301,3.91,3.466,0.0321,0.0794
2012-08-15 11.00.00,13.705,3.896,3.466,0.0273,0.0717
2012-08-15 12.00.00,13.705,3.896,3.466,0.0632,0.0827
2012-08-15 13.00.00,14.502,3.896,3.489,0.0959,0.1227
2012-08-15 14.00.00,21.048,3.896,3.565,0.1223,0.1434
2012-08-15 15.00.00,24.29,4.2,4.461,0.1133,0.1254
2012-08-15 16.00.00,28.505,18.914,5.294,0.1128,0.121
2012-08-15 17.00.00,39.441,19.215,5.294,0.0839,0.0837
2012-08-15 18.00.00,37.286,19.215,5.294,0.0873,0.06
2012-08-15 19.00.00,30.878,19.215,5.294,0.1189,0.0701
2012-08-15 20.00.00,28.04,19.215,5.294,0.1327,0.0834
2012-08-15 21.00.00,28.04,19.215,5.294,0.1597,0.1034
2012-08-15 22.00.00,28.04,19.215,5.294,0.1669,0.0806
2012-08-15 23.00.00,28.04,19.215,5.294,0.1766,0.0624
2012-08-16 00.00.00,34.2,50.386,54.531,0,0.0663
2012-08-16 01.00.00,34.2,50.386,54.531,0,0.0342
2012-08-16 02.00.00,34.2,50.386,54.531,0,0.0322
2012-08-16 03.00.00,34.2,50.386,54.531,0,0.0455
2012-08-16 04.00.00,34.2,50.386,54.531,0,0.0566
2012-08-16 05.00.00,34.2,50.386,54.531,0,0.0652
2012-08-16 06.00.00,33.486,48.366,49.303,0,0.0756
2012-08-16 07.00.00,39.482,46.125,47.224,0,0.0791
2012-08-16 08.00.00,32.593,44.861,47.224,0,0.0962
2012-08-16 09.00.00,32.264,44.861,47.224,0,0.1174
2012-08-16 10.00.00,33.631,47.314,49.113,0,0.0655
2012-08-16 11.00.00,33.075,47.314,49.229,0,0.074
2012-08-16 12.00.00,33.075,47.314,49.579,0,0.0776
2012-08-16 13.00.00,34.635,48.189,50.219,0,0.0488
2012-08-16 14.00.00,35.164,49.089,51.382,0,0.0093
2012-08-16 15.00.00,35.488,49.613,52.209,0,0
2012-08-16 16.00.00,39.06,50.386,54.531,0,0.0082
2012-08-16 17.00.00,48.808,50.386,54.531,0,0.0204
2012-08-16 18.00.00,48.808,51.878,54.531,0,0.0131
2012-08-16 19.00.00,48.808,52.529,54.531,0,0.0055
2012-08-16 20.00.00,48.808,51.46,54.531,0,0.0081
2012-08-16 21.00.00,48.808,50.386,54.531,0,0.021
2012-08-16 22.00.00,47.412,50.386,54.531,0.0103,0.0606
2012-08-16 23.00.00,38.163,50.386,54.531,0.0064,0.0342
2012-08-17 00.00.00,37.824,43.068,45.843,0.0321,0.0345
2012-08-17 01.00.00,35.739,43.068,45.843,0.0116,0.0242
2012-08-17 02.00.00,34.371,43.068,45.843,0.0092,0.0175
2012-08-17 03.00.00,36.091,43.068,45.843,0.0141,0.0146
2012-08-17 04.00.00,43.365,43.218,45.843,0,0.0039
2012-08-17 05.00.00,79.164,48.973,45.843,0,0
2012-08-17 06.00.00,44.944,43.26,44.815,0,0.0006
2012-08-17 07.00.00,43.675,42.922,44.304,0,0
2012-08-17 08.00.00,35.76,41.819,43.447,0,0
2012-08-17 09.00.00,33.594,41.043,41.753,0,0.0036
2012-08-17 10.00.00,32.778,39.787,41.662,0,0
2012-08-17 11.00.00,32.254,39.57,41.662,0,0
2012-08-17 12.00.00,30.546,39.57,42.319,0,0
2012-08-17 13.00.00,30.407,39.57,42.599,0,0
2012-08-17 14.00.00,30.407,39.57,43.987,0,0
2012-08-17 15.00.00,31.884,42.098,44.64,0,0
2012-08-17 16.00.00,32.922,42.972,45.843,0,0
2012-08-17 17.00.00,46.956,42.972,45.843,0,0
2012-08-17 18.00.00,46.956,42.972,45.843,0.0086,0.016
2012-08-17 19.00.00,34.248,42.972,45.843,0.0622,0.0559
2012-08-17 20.00.00,32.922,42.972,45.843,0.121,0.0908
2012-08-17 21.00.00,32.775,42.972,45.843,0.2213,0.1138
2012-08-17 22.00.00,32.775,42.972,45.843,0.3852,0.1782
2012-08-17 23.00.00,32.775,42.972,45.843,0.42,0.1915
2012-08-18 00.00.00,24.344,16.625,13.35,0.1732,0.1717
