Time (UTC),Spot Price 2025,Spot Price 2035,Spot Price 2045,DA forecast,Realised Production
2012-04-15 13.00.00,16.395,5.721,12.375,0.2388,0.1544
2012-04-15 14.00.00,19.207,8.794,13.856,0.2812,0.1862
2012-04-15 15.00.00,22.422,16.091,14.473,0.285,0.1976
2012-04-15 16.00.00,24.375,16.619,14.718,0.2979,0.2046
2012-04-15 17.00.00,25.717,16.973,14.9,0.2838,0.1952
2012-04-15 18.00.00,25.717,16.973,14.9,0.3056,0.2042
2012-04-15 19.00.00,25.717,16.973,14.9,0.287,0.1855
2012-04-15 20.00.00,25.717,16.973,14.9,0.3009,0.1751
2012-04-15 21.00.00,25.717,16.973,14.9,0.3142,0.1805
2012-04-15 22.00.00,25.717,16.973,14.9,0.4091,0.1925
2012-04-15 23.00.00,35.554,16.973,14.9,0.4638,0.1972
2012-04-16 00.00.00,29.848,48.57,18.597,0.0981,0.1941
2012-04-16 01.00.00,29.848,48.961,18.597,0.1211,0.1959
2012-04-16 02.00.00,29.848,48.961,18.597,0.1177,0.2087
2012-04-16 03.00.00,29.848,48.961,18.597,0.1301,0.2264
2012-04-16 04.00.00,29.848,49.002,18.597,0.1627,0.2335
2012-04-16 05.00.00,33.637,49.126,18.597,0.1277,0.2262
2012-04-16 06.00.00,35.193,48.282,17.939,0.1117,0.2087
2012-04-16 07.00.00,43.989,47,17.489,0.1599,0.2443
2012-04-16 08.00.00,32.668,45.355,17.394,0.1907,0.2672
2012-04-16 09.00.00,30.854,43.071,17.007,0.2063,0.2729
2012-04-16 10.00.00,31.802,44.795,17.063,0.1916,0.2145
2012-04-16 11.00.00,26.627,39.833,15.207,0.2583,0.2368
2012-04-16 12.00.00,26.521,37.502,15.108,0.344,0.2875
2012-04-16 13.00.00,26.521,37.502,15.108,0.3446,0.3333
2012-04-16 14.00.00,28.193,37.502,15.125,0.3704,0.3586
2012-04-16 15.00.00,29.159,45.466,17.415,0.4079,0.3625
2012-04-16 16.00.00,29.848,48.214,18.065,0.4969,0.382
2012-04-16 17.00.00,32.756,48.544,18.597,0.4697,0.3367
2012-04-16 18.00.00,34.595,48.544,18.597,0.4833,0.3399
2012-04-16 19.00.00,34.595,48.544,18.597,0.4949,0.3077
2012-04-16 20.00.00,32.418,48.544,18.597,0.4735,0.321
2012-04-16 21.00.00,30.288,48.544,18.597,0.4488,0.3562
2012-04-16 22.00.00,29.848,48.544,18.597,0.5398,0.4203
2012-04-16 23.00.00,31.873,48.544,18.597,0.4398,0.3593
2012-04-17 00.00.00,32.711,44.097,16.811,0.3976,0.3038
2012-04-17 01.00.00,32.711,44.097,16.811,0.4119,0.2936
2012-04-17 02.00.00,32.711,44.097,16.811,0.4627,0.3116
2012-04-17 03.00.00,32.711,44.097,16.811,0.4628,0.3117
2012-04-17 04.00.00,33.508,44.097,16.811,0.4514,0.2949
2012-04-17 05.00.00,45.057,44.246,16.811,0.3984,0.2576
2012-04-17 06.00.00,33.882,43.314,15.859,0.3911,0.2267
2012-04-17 07.00.00,33.842,38.276,13.383,0.4658,0.2385
2012-04-17 08.00.00,32.526,37.765,12.081,0.4949,0.2672
2012-04-17 09.00.00,26.167,37.125,11.964,0.4342,0.2319
2012-04-17 10.00.00,26.959,38.039,12.448,0.2191,0.103
2012-04-17 11.00.00,26.09,38.879,12.557,0.2417,0.1182
2012-04-17 12.00.00,26.167,39.655,13.383,0.1881,0.115
2012-04-17 13.00.00,29.423,41.006,14.842,0.1188,0.0796
2012-04-17 14.00.00,31.722,41.737,15.318,0.0917,0.0344
2012-04-17 15.00.00,32.905,43.151,15.899,0.0871,0.011
2012-04-17 16.00.00,34.141,44.097,16.811,0.086,0
2012-04-17 17.00.00,37.514,44.536,16.811,0.052,0
2012-04-17 18.00.00,39.163,44.9,16.811,0.0151,0
2012-04-17 19.00.00,34.278,44.411,16.811,0.0094,0
2012-04-17 20.00.00,34.141,44.097,16.811,0.0654,0.0119
2012-04-17 21.00.00,32.711,44.097,16.811,0.187,0.0909
2012-04-17 22.00.00,32.711,44.097,16.811,0.2567,0.1874
2012-04-17 23.00.00,32.711,44.097,16.811,0.3249,0.2519
2012-04-18 00.00.00,30.922,18.192,18.312,0.3029,0.2926
2012-04-18 01.00.00,30.922,18.399,18.312,0.3011,0.2925
2012-04-18 02.00.00,31.212,18.427,18.312,0.3223,0.2778
2012-04-18 03.00.00,28.797,18.525,18.312,0.2951,0.2611
2012-04-18 04.00.00,31.66,18.649,18.312,0.2664,0.2551
2012-04-18 05.00.00,31.959,18.792,18.312,0.3101,0.257
2012-04-18 06.00.00,33.817,18.138,17.799,0.2986,0.2429
2012-04-18 07.00.00,38.242,17.948,17.242,0.2502,0.2157
2012-04-18 08.00.00,35.59,17.991,16.89,0.2721,0.2003
2012-04-18 09.00.00,32.575,17.488,15.181,0.2827,0.2174
2012-04-18 10.00.00,33.334,17.482,16.321,0.2451,0.2289
2012-04-18 11.00.00,28.958,16.945,16.814,0.2548,0.2519
2012-04-18 12.00.00,28.958,16.945,16.817,0.2533,0.2432
2012-04-18 13.00.00,28.958,16.945,17.387,0.223,0.2487
2012-04-18 14.00.00,31.541,16.945,17.626,0.1947,0.2462
2012-04-18 15.00.00,31.893,18.029,17.869,0.1667,0.2299
2012-04-18 16.00.00,34.421,18.566,18.312,0.1336,0.2588
2012-04-18 17.00.00,35.448,18.654,18.312,0.0547,0.2164
2012-04-18 18.00.00,34.84,18.315,18.312,0.0306,0.2002
2012-04-18 19.00.00,32.45,18.029,18.312,0.0237,0.1939
2012-04-18 20.00.00,29.468,18.029,18.312,0.0021,0.1862
2012-04-18 21.00.00,25.295,18.029,18.312,0.0055,0.1901
2012-04-18 22.00.00,25.295,18.029,18.312,0.0288,0.1991
2012-04-18 23.00.00,25.295,18.029,18.312,0.0944,0.2499
2012-04-19 00.00.00,23.663,47.078,43.835,0.3077,0.2721
2012-04-19 01.00.00,23.852,47.138,43.835,0.2528,0.2432
2012-04-19 02.00.00,23.852,47.375,43.835,0.2549,0.2939
2012-04-19 03.00.00,23.92,47.078,43.835,0.2944,0.3368
2012-04-19 04.00.00,24.385,47.375,43.835,0.3153,0.368
2012-04-19 05.00.00,24.425,47.375,43.835,0.2498,0.4063
2012-04-19 06.00.00,24.345,44.257,42.417,0.2394,0.4055
2012-04-19 07.00.00,34.378,44.189,40.239,0.2723,0.4152
2012-04-19 08.00.00,31.945,43.44,39.861,0.3497,0.4473
2012-04-19 09.00.00,24.395,41.388,39.075,0.3481,0.4643
2012-04-19 10.00.00,21.093,41.164,38.678,0.3184,0.4612
2012-04-19 11.00.00,18.987,34.823,38.678,0.3245,0.4554
2012-04-19 12.00.00,20.023,36.334,39.861,0.3873,0.4449
2012-04-19 13.00.00,21.252,42.584,41.051,0.3553,0.4027
2012-04-19 14.00.00,24.252,43.532,41.614,0.2632,0.3462
2012-04-19 15.00.00,25.116,44.229,42.452,0.226,0.3216
2012-04-19 16.00.00,25.558,44.56,43.367,0.2266,0.3122
2012-04-19 17.00.00,24.388,47.078,43.835,0.3001,0.3651
2012-04-19 18.00.00,25.879,47.078,43.835,0.3648,0.4128
2012-04-19 19.00.00,23.852,47.078,43.835,0.5205,0.5278
2012-04-19 20.00.00,23.149,47.078,43.835,0.6772,0.5999
2012-04-19 21.00.00,23.149,47.078,43.835,0.6695,0.5667
2012-04-19 22.00.00,23.149,47.078,43.835,0.5468,0.4885
2012-04-19 23.00.00,23.149,47.078,43.835,0.5459,0.4841
2012-04-20 00.00.00,30.445,46.055,48.233,0.5089,0.468
2012-04-20 01.00.00,30.445,46.055,48.233,0.4448,0.4304
2012-04-20 02.00.00,30.445,46.055,48.233,0.4678,0.4106
2012-04-20 03.00.00,30.445,46.055,48.233,0.5168,0.3757
2012-04-20 04.00.00,30.445,46.055,48.233,0.5636,0.3852
2012-04-20 05.00.00,30.445,46.055,48.233,0.5695,0.3821
2012-04-20 06.00.00,31.479,38.113,46.068,0.5879,0.3532
2012-04-20 07.00.00,31.875,30.805,44.718,0.6732,0.3938
2012-04-20 08.00.00,33.882,27.899,43.697,0.5333,0.3028
2012-04-20 09.00.00,32.905,27.899,43.697,0.4419,0.2483
2012-04-20 10.00.00,32.6,39.993,43.697,0.3839,0.2358
2012-04-20 11.00.00,31.897,42.059,44.33,0.3265,0.2568
2012-04-20 12.00.00,31.675,44.256,44.718,0.2873,0.2291
2012-04-20 13.00.00,31.675,44.766,45.625,0.2379,0.1794
2012-04-20 14.00.00,32.483,45.692,46.036,0.2252,0.1443
2012-04-20 15.00.00,34.007,45.852,47.1,0.1863,0.1281
2012-04-20 16.00.00,35.773,50.29,48.233,0.1138,0.1002
2012-04-20 17.00.00,37.893,50.358,48.233,0.0316,0.0523
2012-04-20 18.00.00,43.943,50.358,49.132,0,0.0207
2012-04-20 19.00.00,39.978,50.358,49.132,0,0
2012-04-20 20.00.00,37.49,50.358,49.132,0,0
2012-04-20 21.00.00,36.089,50.575,49.132,0,0
2012-04-20 22.00.00,35.828,50.575,49.132,0,0
2012-04-20 23.00.00,35.773,50.575,49.132,0,0
2012-04-21 00.00.00,33.725,44.79,47.723,0,0
2012-04-21 01.00.00,33.725,44.79,47.723,0,0
2012-04-21 02.00.00,33.725,44.79,47.723,0,0
2012-04-21 03.00.00,33.725,44.79,47.723,0,0
2012-04-21 04.00.00,33.753,44.79,47.723,0,0
2012-04-21 05.00.00,34.138,44.79,47.723,0.006,0.0002
2012-04-21 06.00.00,34.383,44.79,47.723,0.0069,0.0086
2012-04-21 07.00.00,33.725,44.694,47.322,0.0178,0.0302
2012-04-21 08.00.00,33.591,43.775,45.998,0.0932,0.0831
2012-04-21 09.00.00,29.179,41.905,43.601,0.1071,0.1366
2012-04-21 10.00.00,27.854,41.905,43.601,0.1368,0.1767
2012-04-21 11.00.00,24.961,41.905,43.601,0.1625,0.1701
2012-04-21 12.00.00,24.961,41.905,44.04,0.1214,0.1488
2012-04-21 13.00.00,25.218,42.199,46.081,0.0841,0.1256
2012-04-21 14.00.00,29.19,44.03,46.944,0.0471,0.104
2012-04-21 15.00.00,32.65,44.79,47.723,0.02,0.0834
2012-04-21 16.00.00,34.038,44.79,47.723,0.0115,0.0951
2012-04-21 17.00.00,36.739,44.79,47.723,0,0.06
2012-04-21 18.00.00,38.738,45.76,47.723,0,0.0535
2012-04-21 19.00.00,36.487,45.135,47.723,0,0.0804
2012-04-21 20.00.00,34.697,44.79,47.723,0.0112,0.1115
2012-04-21 21.00.00,34.298,44.79,47.723,0.0192,0.1386
2012-04-21 22.00.00,33.745,44.79,47.723,0.0305,0.1299
2012-04-21 23.00.00,33.725,44.79,47.723,0.0346,0.1432
2012-04-22 00.00.00,33.282,46.232,52.456,0.0052,0.0969
2012-04-22 01.00.00,33.282,46.232,52.456,0,0.0776
2012-04-22 02.00.00,33.282,46.232,52.456,0,0.0433
2012-04-22 03.00.00,33.282,46.232,52.456,0,0.0106
2012-04-22 04.00.00,33.282,46.232,52.456,0,0.0301
2012-04-22 05.00.00,33.282,46.232,52.456,0,0.0293
2012-04-22 06.00.00,33.282,46.232,52.456,0,0.0018
2012-04-22 07.00.00,29.605,45.461,51.977,0,0
2012-04-22 08.00.00,25.944,44.004,49.956,0,0
2012-04-22 09.00.00,23.907,42.015,46.879,0,0
2012-04-22 10.00.00,23.316,41.461,46.879,0,0
2012-04-22 11.00.00,18.957,41.461,46.879,0,0
2012-04-22 12.00.00,18.957,41.461,46.879,0,0
2012-04-22 13.00.00,22.742,42.014,47.115,0,0
2012-04-22 14.00.00,24.767,44.004,50.211,0,0
2012-04-22 15.00.00,29.753,46.104,52.289,0,0
2012-04-22 16.00.00,33.282,46.232,52.456,0,0.0051
2012-04-22 17.00.00,34.035,46.232,52.456,0,0
2012-04-22 18.00.00,40.037,46.4,52.456,0,0
2012-04-22 19.00.00,40.298,47.142,52.456,0,0
2012-04-22 20.00.00,37.29,46.4,52.456,0,0.004
2012-04-22 21.00.00,36.519,46.27,52.456,0,0.0365
2012-04-22 22.00.00,33.623,46.232,52.456,0,0.0157
2012-04-22 23.00.00,33.329,46.232,52.456,0,0.0686
2012-04-23 00.00.00,33.882,45.935,46.726,0,0.0689
2012-04-23 01.00.00,33.882,45.935,46.726,0,0.0408
2012-04-23 02.00.00,33.882,45.935,46.726,0,0.0164
2012-04-23 03.00.00,33.882,45.935,46.726,0,0.028
2012-04-23 04.00.00,33.882,45.935,46.726,0,0.0462
2012-04-23 05.00.00,34.018,45.935,46.726,0.0011,0.0439
2012-04-23 06.00.00,41.471,44.429,44.727,0,0.0199
2012-04-23 07.00.00,36.749,43.753,43.859,0,0.0179
2012-04-23 08.00.00,33.279,42.727,42.433,0,0.0038
2012-04-23 09.00.00,32.748,41.703,41.878,0.005,0
2012-04-23 10.00.00,32.931,43.168,42.496,0,0
2012-04-23 11.00.00,32.111,43.648,43.487,0.0133,0.0187
2012-04-23 12.00.00,32.111,44.505,44.276,0.0681,0.0662
2012-04-23 13.00.00,32.748,44.856,45.107,0.1241,0.1356
2012-04-23 14.00.00,33.189,44.988,45.107,0.0704,0.0787
2012-04-23 15.00.00,34.023,45.665,46.018,0.0346,0.0566
2012-04-23 16.00.00,35.928,46.076,46.726,0.055,0.1023
2012-04-23 17.00.00,40.357,47.83,46.726,0.0243,0.0631
2012-04-23 18.00.00,42.871,49.209,46.777,0.0026,0.0251
2012-04-23 19.00.00,36.612,47.463,46.726,0.013,0.0535
2012-04-23 20.00.00,35.392,46.076,46.726,0.0154,0.0527
2012-04-23 21.00.00,34.426,45.935,46.726,0.0302,0.0708
2012-04-23 22.00.00,34.023,45.935,46.726,0.0804,0.0986
2012-04-23 23.00.00,33.939,45.935,46.726,0.1127,0.0906
2012-04-24 00.00.00,34.253,44.363,45.903,0.1198,0.054
2012-04-24 01.00.00,34.253,43.966,45.903,0.1174,0.0285
2012-04-24 02.00.00,34.253,44.488,45.903,0.1235,0.0163
2012-04-24 03.00.00,34.253,44.505,45.903,0.1044,0.0112
2012-04-24 04.00.00,34.475,44.505,45.903,0.1734,0.0463
2012-04-24 05.00.00,35.532,44.505,45.903,0.2593,0.0858
2012-04-24 06.00.00,36.332,43.026,44.637,0.3144,0.1033
2012-04-24 07.00.00,41.92,43.455,43.905,0.3043,0.1142
2012-04-24 08.00.00,38.776,44.286,43.865,0.3738,0.1506
2012-04-24 09.00.00,35.052,43.336,42.958,0.4275,0.1661
2012-04-24 10.00.00,34.108,43.711,44.394,0.3934,0.1373
2012-04-24 11.00.00,32.905,42.16,42.394,0.4306,0.1784
2012-04-24 12.00.00,32.905,42.16,42.394,0.5089,0.2189
2012-04-24 13.00.00,33.001,42.16,43.45,0.4888,0.233
2012-04-24 14.00.00,33.219,42.676,43.927,0.5116,0.2416
2012-04-24 15.00.00,34.253,43.962,45.307,0.5205,0.2075
2012-04-24 16.00.00,35.016,43.962,45.903,0.4122,0.1929
2012-04-24 17.00.00,36.011,43.972,45.903,0.3375,0.1812
2012-04-24 18.00.00,35.446,43.68,45.903,0.3365,0.1699
2012-04-24 19.00.00,36.187,43.68,45.903,0.4048,0.2268
2012-04-24 20.00.00,34.944,43.68,45.903,0.533,0.3263
2012-04-24 21.00.00,34.318,43.68,45.903,0.6106,0.3948
2012-04-24 22.00.00,33.644,43.68,45.903,0.4875,0.3082
2012-04-24 23.00.00,33.644,44,45.903,0.565,0.2934
2012-04-25 00.00.00,32.908,14.768,4.605,0.4989,0.2756
2012-04-25 01.00.00,32.668,14.523,4.605,0.4916,0.2597
2012-04-25 02.00.00,29.885,14.479,4.605,0.2878,0.1506
2012-04-25 03.00.00,26.761,14.479,4.605,0.239,0.095
2012-04-25 04.00.00,32.668,14.582,4.62,0.1254,0.0093
2012-04-25 05.00.00,37.965,14.687,4.696,0.0584,0
2012-04-25 06.00.00,34.492,13.935,4.569,0.0055,0
2012-04-25 07.00.00,32.905,12.791,3.548,0.0053,0
2012-04-25 08.00.00,26.404,9.308,3.409,0.0081,0
2012-04-25 09.00.00,23.449,6.837,3.4,0,0
2012-04-25 10.00.00,22.511,6.649,3.385,0,0
2012-04-25 11.00.00,21.699,6.649,3.385,0,0
2012-04-25 12.00.00,21.699,6.906,3.385,0,0
2012-04-25 13.00.00,23.377,11.12,3.408,0,0
2012-04-25 14.00.00,24.187,11.12,3.437,0,0
2012-04-25 15.00.00,24.223,12.801,4.29,0,0
2012-04-25 16.00.00,24.736,14.398,4.605,0.0055,0
2012-04-25 17.00.00,24.991,14.398,4.605,0.0489,0.009
2012-04-25 18.00.00,26.665,14.398,4.605,0.0326,0.0092
2012-04-25 19.00.00,24.736,14.398,4.605,0.0674,0.0224
2012-04-25 20.00.00,24.736,14.398,4.605,0.1431,0.0726
2012-04-25 21.00.00,24.407,14.398,4.605,0.1563,0.0741
2012-04-25 22.00.00,23.774,14.398,4.605,0.2068,0.0942
2012-04-25 23.00.00,23.774,14.398,4.605,0.2609,0.129
2012-04-26 00.00.00,22.116,20.528,4.341,0.276,0.2193
2012-04-26 01.00.00,22.116,20.528,4.341,0.3738,0.3447
2012-04-26 02.00.00,22.316,20.528,4.341,0.3669,0.3786
2012-04-26 03.00.00,22.316,20.528,4.341,0.3374,0.3807
2012-04-26 04.00.00,22.365,20.528,4.341,0.3473,0.3776
2012-04-26 05.00.00,22.831,20.528,4.341,0.4384,0.4432
2012-04-26 06.00.00,24.226,19.904,4.106,0.4408,0.4331
2012-04-26 07.00.00,22.415,9.239,3.4,0.4962,0.4256
2012-04-26 08.00.00,21.519,8.291,3.363,0.4509,0.3431
2012-04-26 09.00.00,13.925,3.968,3.29,0.3688,0.2883
2012-04-26 10.00.00,13.05,3.923,3.274,0.3858,0.3019
2012-04-26 11.00.00,10.767,3.823,3.243,0.5299,0.4359
2012-04-26 12.00.00,10.767,3.816,3.243,0.539,0.4804
2012-04-26 13.00.00,12.316,3.816,3.243,0.4986,0.4313
2012-04-26 14.00.00,12.714,3.816,3.274,0.4234,0.3507
2012-04-26 15.00.00,13.736,8.044,3.709,0.4291,0.3356
2012-04-26 16.00.00,22.116,18.676,4.341,0.3368,0.2582
2012-04-26 17.00.00,23.361,20.146,4.341,0.3027,0.22
2012-04-26 18.00.00,29.324,20.146,4.341,0.3845,0.2977
2012-04-26 19.00.00,31.439,20.146,4.341,0.3968,0.3248
2012-04-26 20.00.00,30.676,20.146,4.341,0.351,0.3332
2012-04-26 21.00.00,28.582,20.146,4.341,0.34,0.3159
2012-04-26 22.00.00,24.741,20.146,4.341,0.5312,0.4297
2012-04-26 23.00.00,23.654,20.146,4.341,0.6607,0.5182
2012-04-27 00.00.00,24.609,19.274,16.595,0.3515,0.4049
2012-04-27 01.00.00,24.609,19.274,16.595,0.3717,0.4395
2012-04-27 02.00.00,24.609,19.274,16.595,0.4187,0.4923
2012-04-27 03.00.00,24.609,19.274,16.595,0.448,0.5465
2012-04-27 04.00.00,28.885,19.274,16.595,0.5665,0.5935
2012-04-27 05.00.00,32.188,19.274,16.595,0.5311,0.5305
2012-04-27 06.00.00,31.282,14.936,14.242,0.4214,0.4375
2012-04-27 07.00.00,20.851,9.978,11.277,0.5946,0.5983
2012-04-27 08.00.00,16.605,7.953,10.933,0.5528,0.6568
2012-04-27 09.00.00,14.484,7.103,10.933,0.423,0.5726
2012-04-27 10.00.00,20.876,10.175,13.597,0.3217,0.4049
2012-04-27 11.00.00,14.636,9.945,14.161,0.3417,0.4351
2012-04-27 12.00.00,4.535,10.128,14.237,0.5171,0.7403
2012-04-27 13.00.00,4.535,12.217,14.664,0.3118,0.5307
2012-04-27 14.00.00,14.069,12.966,14.919,0.2627,0.5151
2012-04-27 15.00.00,18.603,17.053,16.335,0.3034,0.6166
2012-04-27 16.00.00,23.598,19.274,16.542,0.2772,0.5772
2012-04-27 17.00.00,24.609,19.274,16.595,0.2481,0.5277
2012-04-27 18.00.00,25.155,19.378,16.595,0.1798,0.4311
2012-04-27 19.00.00,26.189,19.773,16.717,0.1287,0.3532
2012-04-27 20.00.00,33.563,19.907,16.717,0.1091,0.355
2012-04-27 21.00.00,33.379,19.907,16.717,0.0395,0.306
2012-04-27 22.00.00,32.6,20.372,16.717,0.0081,0.2191
2012-04-27 23.00.00,31.74,20.475,16.815,0,0.1456
2012-04-28 00.00.00,31.801,19.044,13.866,0.1205,0.1054
2012-04-28 01.00.00,31.801,19.044,13.823,0.1599,0.1196
2012-04-28 02.00.00,26.063,17.019,13.792,0.1452,0.1012
2012-04-28 03.00.00,25.557,15.124,13.69,0.1711,0.0901
2012-04-28 04.00.00,25.557,14.966,13.674,0.1702,0.0737
2012-04-28 05.00.00,25.365,14.937,13.674,0.1441,0.0639
2012-04-28 06.00.00,24.598,14.605,13.674,0.1031,0.0342
2012-04-28 07.00.00,23.527,14.438,13.567,0.0624,0.0129
2012-04-28 08.00.00,23.449,13.202,12.875,0.069,0.0138
2012-04-28 09.00.00,18.723,11.969,11.391,0.0111,0
2012-04-28 10.00.00,17.344,11.969,11.391,0,0
2012-04-28 11.00.00,12.619,11.969,11.391,0,0
2012-04-28 12.00.00,12.619,11.969,11.515,0,0
2012-04-28 13.00.00,12.619,11.969,11.515,0.0002,0
2012-04-28 14.00.00,12.619,12.013,13.176,0.0244,0
2012-04-28 15.00.00,12.819,14.497,13.674,0.0195,0
2012-04-28 16.00.00,14.114,14.605,13.674,0.018,0
2012-04-28 17.00.00,20.18,14.605,13.674,0,0
2012-04-28 18.00.00,15.077,14.605,13.674,0,0
2012-04-28 19.00.00,14.114,14.605,13.674,0.0188,0
2012-04-28 20.00.00,14.114,14.605,13.674,0.0544,0
2012-04-28 21.00.00,14.114,14.605,13.674,0.0604,0
2012-04-28 22.00.00,14.114,14.605,13.674,0.1135,0.0081
2012-04-28 23.00.00,14.114,14.605,13.674,0.2777,0.1028
2012-04-29 00.00.00,19.066,20.757,18.434,0.1189,0.1442
2012-04-29 01.00.00,19.066,20.757,18.434,0.1199,0.1625
2012-04-29 02.00.00,18.618,20.757,18.434,0.1949,0.2342
2012-04-29 03.00.00,18.478,20.757,18.434,0.2157,0.2892
2012-04-29 04.00.00,18.478,20.757,18.434,0.2118,0.316
2012-04-29 05.00.00,18.478,20.757,18.434,0.1453,0.2403
2012-04-29 06.00.00,19.066,20.757,18.434,0.15,0.2232
2012-04-29 07.00.00,19.113,20.757,18.428,0.1697,0.2625
2012-04-29 08.00.00,18.99,16.926,15.995,0.1449,0.3027
2012-04-29 09.00.00,18.456,11.534,7.84,0.1287,0.356
2012-04-29 10.00.00,20.788,10.551,7.22,0.137,0.3625
2012-04-29 11.00.00,16.116,8.437,7.22,0.1855,0.4116
2012-04-29 12.00.00,16.116,8.437,7.22,0.1511,0.4196
2012-04-29 13.00.00,16.116,8.536,7.22,0.1424,0.3938
2012-04-29 14.00.00,16.771,8.536,15.423,0.1571,0.4392
2012-04-29 15.00.00,19.206,16.197,18.166,0.1418,0.4241
2012-04-29 16.00.00,20.038,20.757,18.434,0.0933,0.3838
2012-04-29 17.00.00,24.831,22.409,18.434,0.1355,0.4454
2012-04-29 18.00.00,27.102,22.985,18.451,0.2162,0.5732
2012-04-29 19.00.00,26.873,23.013,18.451,0.2496,0.6493
2012-04-29 20.00.00,26.386,22.807,18.451,0.1942,0.5464
2012-04-29 21.00.00,26.289,22.783,18.434,0.1398,0.4129
2012-04-29 22.00.00,26.873,23.138,18.434,0.1449,0.4218
2012-04-29 23.00.00,26.873,23.315,18.556,0.0993,0.3795
2012-04-30 00.00.00,26.484,19.012,16.882,0.5093,0.3322
2012-04-30 01.00.00,27.066,19.117,17.038,0.4428,0.2303
2012-04-30 02.00.00,27.066,19.242,17.133,0.4254,0.2006
2012-04-30 03.00.00,27.066,19.242,17.133,0.394,0.2116
2012-04-30 04.00.00,32.6,19.462,17.252,0.394,0.2437
2012-04-30 05.00.00,36.288,19.789,17.364,0.34,0.1922
2012-04-30 06.00.00,33.774,19.467,17.089,0.2182,0.1443
2012-04-30 07.00.00,41.946,18.925,16.436,0.1163,0.0776
2012-04-30 08.00.00,32.746,18.036,16.016,0.0305,0.0106
2012-04-30 09.00.00,29.266,17.336,15.398,0.0146,0
2012-04-30 10.00.00,26.909,17.387,14.867,0,0
2012-04-30 11.00.00,25.653,18.15,14.425,0,0
2012-04-30 12.00.00,24.648,16.91,14.425,0,0
2012-04-30 13.00.00,24.648,15.329,14.902,0,0
2012-04-30 14.00.00,26.063,15.329,15.289,0,0
2012-04-30 15.00.00,27.906,15.387,16.259,0,0
2012-04-30 16.00.00,30.329,19.076,16.861,0,0
2012-04-30 17.00.00,30.36,19.139,16.861,0,0.0072
2012-04-30 18.00.00,29.98,19.076,16.861,0.0161,0.0353
2012-04-30 19.00.00,29.98,19.076,16.861,0.0495,0.0615
2012-04-30 20.00.00,28.763,19.076,16.861,0.0667,0.0894
2012-04-30 21.00.00,27.782,19.076,16.861,0.1038,0.1063
2012-04-30 22.00.00,26.554,19.012,16.861,0.144,0.1427
2012-04-30 23.00.00,26.484,19.012,16.861,0.1496,0.1422
2012-05-01 00.00.00,26.831,21.523,14.352,0.1598,0.134
2012-05-01 01.00.00,26.831,21.523,14.352,0.1782,0.1299
2012-05-01 02.00.00,26.831,21.523,14.352,0.2567,0.1598
2012-05-01 03.00.00,26.831,21.523,14.352,0.2954,0.1929
2012-05-01 04.00.00,26.831,21.523,14.352,0.3613,0.1894
2012-05-01 05.00.00,26.958,21.523,14.352,0.4074,0.1688
2012-05-01 06.00.00,26.591,12.966,11.998,0.3776,0.1402
2012-05-01 07.00.00,26.907,10.888,11.998,0.3369,0.0978
2012-05-01 08.00.00,27.682,10.252,10.563,0.345,0.0779
2012-05-01 09.00.00,25.939,8.918,10.555,0.4058,0.0816
2012-05-01 10.00.00,25.939,12.595,10.641,0.4139,0.0787
2012-05-01 11.00.00,23.423,11.044,10.565,0.4076,0.0796
2012-05-01 12.00.00,23.423,11.044,10.565,0.4169,0.068
2012-05-01 13.00.00,23.423,12.564,12.653,0.4384,0.0466
2012-05-01 14.00.00,26.786,14.222,13.443,0.3968,0.038
2012-05-01 15.00.00,29.835,16.879,13.846,0.48,0.0448
2012-05-01 16.00.00,33.043,21.775,14.265,0.5432,0.0481
2012-05-01 17.00.00,34.762,21.829,14.436,0.6702,0.0604
2012-05-01 18.00.00,36.037,21.829,14.436,0.6673,0.061
2012-05-01 19.00.00,36.037,22.035,14.436,0.4865,0.0443
2012-05-01 20.00.00,32.118,21.775,14.435,0.3001,0.004
2012-05-01 21.00.00,31.501,21.775,14.352,0.1658,0
2012-05-01 22.00.00,32.776,21.775,14.352,0.0879,0
2012-05-01 23.00.00,32.522,21.775,14.352,0.0433,0
2012-05-02 00.00.00,33.76,45.769,47.121,0.0751,0
2012-05-02 01.00.00,33.76,45.769,47.121,0.0984,0
2012-05-02 02.00.00,33.76,45.769,47.121,0.0974,0
2012-05-02 03.00.00,33.76,45.769,47.121,0.0908,0
2012-05-02 04.00.00,33.882,45.915,47.121,0.0989,0
2012-05-02 05.00.00,33.882,45.815,47.121,0.0362,0
2012-05-02 06.00.00,34.82,44.497,45.316,0.0296,0
2012-05-02 07.00.00,45.405,44.745,44.812,0.0312,0
2012-05-02 08.00.00,33.721,44.817,43.421,0.0325,0
2012-05-02 09.00.00,32.787,42.538,41.502,0.0215,0
2012-05-02 10.00.00,31.783,39.389,41.291,0.0027,0
2012-05-02 11.00.00,31.725,38.769,41.291,0.0218,0
2012-05-02 12.00.00,31.725,38.769,41.291,0.033,0
2012-05-02 13.00.00,31.839,38.769,42.996,0.0533,0
2012-05-02 14.00.00,32.532,38.769,43.311,0.0425,0
2012-05-02 15.00.00,32.905,42.555,44.751,0.0296,0
2012-05-02 16.00.00,33.882,45.142,46.561,0.0481,0
2012-05-02 17.00.00,34.159,45.636,47.001,0.0637,0
