HA production forecast,Realised Balancing Price,System Signal 
0,7.358790436,0
0,0,0
0,91.453,0
0,104.639,0
0,15.83860502,0
0,1.081276,0
0,1.081276,0
0.0038,0,0
0.0222,0,0
0.0325,79.724,0
0.0628,73.107,0
0.0823,73.107,0
0.0509,73.107,0
0.0439,73.107,0
0.0984,73.107,0
0.0769,72.95,0
0.0361,72.95,0
0.1358,72.95,0
0.1566,58.483,0
0.1428,48.489,0
0.1739,1.081276,0
0.0957,0,0
0.1599,0,0
0.1688,0,0
0.1431,0,0
0.1528,20.48404084,0
0.1988,77.823,0
0.2096,78.243,0
0.2506,75.344,0
0.1716,25.82958159,0
0.2714,1.081276,0
0.1868,0,0
0.2822,0,0
0.2564,72.95,0
0.1503,73.067,0
0.1391,73.067,0
0.2068,73.067,0
0.2079,73.067,0
0.2057,210.4116147,1
0.1928,210.4116147,1
0.222,72.842,0
0.2195,75.605,0
0.3084,75.211,0
0.2534,73.214,0
0.1897,59.833,0
0.138,50.343,0
0.1989,50.343,0
0.1662,52.739,0
0.1116,69.261,0
0.1761,86.737,0
0.1936,104.938,0
0.042,105.461,0
0.0523,105.461,0
0.0269,36.62379228,0
0.0406,36.74498104,0
0,38.65195128,0
0.012,36.74498104,0
0,86.939,0
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,78.964,0
0,0,0
0,0,0
0,0,0
0,0,0
0,9.414584357,0
0,0,0
0,1.081276,0
0,1.081276,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,89.548,0
0,210.4116147,1
0,210.4116147,1
0.0047,210.4116147,1
0.0129,210.4116147,1
0,210.4116147,1
0.0025,210.4116147,1
0,210.4116147,1
0,90.813,1
0,86.244,0
0,62.984,1
0.0415,56.929,1
0,48.71,1
0.0321,48.71,1
0.0416,48.71,1
0.0705,60.144,0
0.0641,90.172,0
0.1028,98.96,0
0.1489,118.682,0
0.1482,104.21,0
0.1298,38.65195128,0
0.3097,96.353,0
0.1304,94.803,0
0.1286,88.89,0
0.0694,84.416,0
0.0758,87.959,0
0.2257,87.959,0
0.3217,87.959,0
0.3784,87.959,0
0.5318,87.959,0
0.4838,87.959,0
0.3732,88.977,0
0.4172,210.4116147,1
0.4292,84.363,0
0.3916,70.818,0
0.386,48.737,0
0.3663,47.468,0
0.2148,47.468,0
0.2279,48.737,0
0.1557,52.56,0
0.1426,210.4116147,1
0.1144,210.4116147,1
0.1727,210.4116147,1
0.1481,210.4116147,1
0.014,210.4116147,1
0.1562,210.4116147,1
0.0567,210.4116147,1
0.1024,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,92.916,0
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,67.921,1
0,67.921,1
0,80.605,1
0,93.455,1
0,210.4116147,1
0,210.4116147,1
0,36.36238512,0
0,98.947,0
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,93.455,1
0.008,210.4116147,1
0,85.679,0
0.0119,85.679,0
0.0268,85.679,0
0.0065,210.4116147,1
0.0311,210.4116147,1
0,210.4116147,1
0.0094,210.4116147,1
0.0195,210.4116147,1
0.0609,210.4116147,1
0.0311,210.4116147,1
0.1037,210.4116147,1
0.0906,210.4116147,1
0.1054,210.4116147,1
0.2103,210.4116147,1
0.2459,210.4116147,1
0.3155,210.4116147,1
0.3395,210.4116147,1
0.2729,210.4116147,1
0.4147,210.4116147,1
0.3462,210.4116147,1
0.3644,210.4116147,1
0.2937,210.4116147,1
0.4163,210.4116147,1
0.4221,49.238,0
0.5813,49.238,0
0.4234,49.238,0
0.455,49.238,0
0.3262,49.238,0
0.3756,210.4116147,1
0.1612,210.4116147,1
0.159,210.4116147,1
0.0907,73.027,0
0.1551,45.543,0
0.2257,45.093,0
0.1543,0,0
0.1012,0,0
0.1652,0,0
0.0692,0,0
0.0169,0,0
0.0405,0,0
0.0955,99.58,0
0.0688,104.491,0
0.0732,38.65195128,0
0.1243,20.48404084,0
0.0555,20.48404084,0
0.0217,0,0
0.0661,92.513,0
0.0174,210.4116147,1
0.0169,210.4116147,1
0.0126,210.4116147,1
0.0407,210.4116147,1
0.0255,82.14,1
0.0228,82.14,0
0.0307,89.026,0
0.0155,101.815,0
0.0456,210.4116147,1
0.1074,210.4116147,1
0.1023,210.4116147,1
0.0918,210.4116147,1
0.074,210.4116147,1
0.1824,210.4116147,1
0.242,210.4116147,1
0.1332,210.4116147,1
0.1117,210.4116147,1
0.1634,210.4116147,1
0.166,210.4116147,1
0.1225,210.4116147,1
0.1799,210.4116147,1
0.1504,210.4116147,1
0.1362,82.14,0
0.1544,82.14,0
0.113,210.4116147,1
0.057,210.4116147,1
0,210.4116147,1
0.0039,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0.0178,210.4116147,1
0.0148,60.914,0
0,48.705,0
0,46.079,0
0.032,44.991,0
0.0871,44.459,0
0.1785,44.459,0
0.2031,210.4116147,1
0.2205,210.4116147,1
0.4201,210.4116147,1
0.6976,48.737,0
0.8275,46.495,0
1,38.318,0
1,37.177,0
1,37.077,0
1,37.077,0
0.9854,37.077,0
0.9841,35.059,0
0.8518,35.059,0
0.8745,35.059,0
0.8418,35.059,0
0.7725,210.4116147,1
0.7282,35.059,0
0.8688,36.499,0
0.6546,210.4116147,1
0.7724,39.216,0
0.5641,38.136,0
0.5437,35.486,0
0.5933,33.879,0
0.6691,33.879,0
0.5199,33.879,0
0.3558,210.4116147,1
0.4892,210.4116147,1
0.4845,210.4116147,1
0.3721,210.4116147,1
0.3328,210.4116147,1
0.2124,210.4116147,1
0.2027,43.735,1
0.1392,210.4116147,1
0.1038,210.4116147,1
0.0176,41.901,1
0,47.743,1
0,47.743,1
0,47.743,1
0.0283,48.194,1
0.0212,49.343,1
0.0934,210.4116147,1
0.1057,210.4116147,1
0.1441,210.4116147,1
0.2436,210.4116147,1
0.2805,210.4116147,1
0.2619,210.4116147,1
0.2761,210.4116147,1
0.2741,210.4116147,1
0.4195,210.4116147,1
0.3873,210.4116147,1
0.3683,210.4116147,1
0.3171,210.4116147,1
0.2967,210.4116147,1
0.3241,210.4116147,1
0.3848,210.4116147,1
0.5651,210.4116147,1
0.4927,210.4116147,1
0.6055,210.4116147,1
0.7914,46.095,1
0.7491,41.005,0
0.6923,41.005,0
0.5843,41.005,0
0.5811,41.005,0
0.556,41.005,0
0.5545,41.676,0
0.6121,42.626,0
0.4987,48.3,0
0.3706,46.498,0
0.4215,42.626,0
0.3823,42.626,0
0.3793,41.968,0
0.3875,41.335,0
0.2495,40.25036559,0
0.2233,40.25036559,0
0.2145,41.91428379,0
0.224,36.74498104,0
0.1699,1.081276,0
0.1981,9.198,0
0.1683,20.48404084,0
0.2267,36.74498104,0
0.1642,36.36238512,0
0.1952,0,0
0.2513,44.44,0
0.2544,210.4116147,1
0.2906,210.4116147,1
0.3002,210.4116147,1
0.2925,210.4116147,1
0.2989,210.4116147,1
0.3652,210.4116147,1
0.5679,35.034,0
0.6015,40.22,0
0.5052,34.557,0
0.596,33.848,0
0.4794,33.24,0
0.4965,210.4116147,1
0.545,32.387,0
0.6988,32.387,0
0.5787,32.387,0
0.6403,32.923,0
0.7573,33.795,0
0.6482,34.44,0
0.8225,36.257,0
0.7364,33.969,0
0.4692,33.795,0
0.4646,1.081276,0
0.3652,0,0
0.3667,33.908,0
0.3932,210.4116147,1
0.3882,210.4116147,1
0.3596,210.4116147,1
0.4149,210.4116147,1
0.3217,210.4116147,1
0.215,210.4116147,1
0.3189,210.4116147,1
0.2466,210.4116147,1
0.2114,34.377,0
0.3066,33.304,0
0.5041,33.211,0
0.4799,32.001,0
0.5084,31.726,0
0.5396,31.726,0
0.4651,31.726,0
0.4282,33.227,0
0.3841,35.977,0
0.3954,36.662,0
0.4375,40.519,0
0.3932,38.04,0
0.3824,37.049,0
0.5969,36.662,0
0.4391,36.662,0
0.402,39.697,0
0.223,36.646,0
0.1516,37.645,0
0.2911,38.903,0
0.2316,40.288,0
0.2094,210.4116147,1
0.174,49.031,0
0.2177,43.117,0
0.2144,58.382,0
0.2211,47.95,0
0.4251,36.98,0
0.3862,35.572,0
0.6921,33.783,0
0.4664,33.783,0
0.4713,33.783,0
0.5685,34.59,0
0.7821,35.52,0
0.8112,44.216,0
0.929,47.411,0
0.9737,38.86,0
0.9763,37.973,0
1,37.206,0
0.9957,36.646,0
0.9628,36.646,0
0.934,36.646,0
0.9014,34.191,0
0.8915,210.4116147,1
0.69,210.4116147,1
0.5857,34.191,0
0.6559,34.191,0
0.4271,34.191,0
0.4719,35.958,0
0.4876,45.413,0
0.6432,36.348,0
0.8849,34.263,0
0.7175,33.161,0
0.6807,32.263,0
0.758,210.4116147,1
0.5208,210.4116147,1
0.4841,210.4116147,1
0.43,210.4116147,1
0.3524,210.4116147,1
0.2837,210.4116147,1
0.2325,210.4116147,1
0.2454,210.4116147,1
0.2577,210.4116147,1
0.2998,39.565,0
0.2545,37.211,0
0.269,36.77,0
0.4118,34.595,0
