HA production forecast,Realised Balancing Price,System Signal 
0.6121,34.595,0
0.7599,34.595,0
0.5875,34.595,0
0.7623,34.595,0
0.767,34.595,0
0.8516,36.116,0
0.788,45.625,0
0.7731,37.16,0
0.9068,34.205,0
0.6611,33.236,0
0.7523,32.457,0
0.9194,31.285,0
0.8721,31.408,0
0.9347,32.524,0
0.9716,34.451,0
1,36.063,0
1,37.217,0
0.9917,36.211,0
0.9946,210.4116147,1
1,35.139,0
0.991,34.759,0
1,34.254,0
0.9162,34.254,0
0.9503,42.42808407,1
0.8701,34.162,0
0.9639,34.162,0
0.9384,34.162,0
0.9206,210.4116147,1
0.9907,210.4116147,1
0.8704,35.447,0
0.9766,43.222,0
0.9211,41.526,0
0.8783,36.895,0
0.703,37.16,0
0.6962,35.944,0
0.8001,8.176,0
0.8673,7.154,0
0.6232,7.154,0
0.5196,7.154,0
0.3709,35.801,0
0.3443,49.307,0
0.5643,41.059,0
0.4558,39.067,0
0.5932,37.072,0
0.8594,35.599,0
0.8654,34.638,0
0.8318,34.162,0
0.8453,34.901,0
0.9016,34.901,0
0.8106,34.901,0
0.7819,34.901,0
0.9587,34.901,0
0.9342,35.259,0
0.9859,35.96,0
0.9797,45.388,0
0.9517,41.48,0
0.8523,35.582,0
0.8101,35.174,0
0.94,33.829,0
1,33.346,0
1,33.346,0
1,33.346,0
1,34.58,0
1,35.338,0
0.9999,36.337,1
1,36.752,1
1,36.013,1
1,35.138,1
1,34.901,0
0.9862,34.901,0
0.9864,34.901,0
1,32.401,0
1,32.401,0
0.993,32.401,0
0.9997,32.401,0
1,32.401,0
1,32.401,0
0.9722,33.012,0
0.9974,33.663,0
1,35.039,0
0.9909,34.556,0
0.9939,33.614,0
0.9997,210.4116147,1
0.9864,210.4116147,1
0.6426,31.757,0
0.5604,31.757,0
0.3194,33.092,0
0.344,34.664,0
0.3941,36.959,0
0.4745,39.379,0
0.3154,210.4116147,1
0.3131,210.4116147,1
0.3165,37.13,0
0.1889,40.156,0
0.1787,45.372,0
0.0236,210.4116147,1
0.1602,210.4116147,1
0.1045,210.4116147,1
0.076,47.025,0
0.017,210.4116147,1
0.0566,47.025,1
0.0518,47.45,0
0.0843,48.522,0
0.0073,48.522,1
0,39.232,1
0.017,39.232,1
0,39.232,1
0,1.081276,0
0,39.232,1
0.014,39.232,1
0,1.081276,0
0,50.214,1
0,61.442,1
0,69.035,1
0,68.644,1
0,67.092,1
0.0086,67.092,0
0.0612,67.092,0
0.0271,54.437,1
0.0759,62.501,0
0.1017,62.501,0
0.0438,60.099,0
0.0946,60.099,0
0.1845,20.44397844,0
0.1086,9.198,0
0.1458,1.081276,0
0.1443,10.22,0
0.1884,62.56,0
0.198,46.776,0
0.2283,45.413,0
0.2454,44.547,0
0.2277,43.874,0
0.2421,43.874,0
0.1774,44.647,0
0.2759,46.186,0
0.2055,60.099,0
0.1334,65.939,0
0.1514,68.071,0
0.2382,53.938,0
0.1977,47.55,0
0.2134,47.162,0
0.3282,47.162,0
0.3266,47.162,0
0.2976,39.773,0
0.3175,37.88,0
0.4545,210.4116147,1
0.5635,210.4116147,1
0.8395,210.4116147,1
0.8723,210.4116147,1
0.7682,210.4116147,1
0.9398,210.4116147,1
0.9774,210.4116147,1
0.9505,210.4116147,1
0.9088,210.4116147,1
0.9973,210.4116147,1
0.9758,210.4116147,1
0.9666,210.4116147,1
0.9303,210.4116147,1
0.8583,210.4116147,1
0.9537,37.392,0
0.9073,37.88,0
0.9615,37.88,0
0.9371,37.88,0
0.891,37.88,0
0.694,38.154,0
0.6551,38.411,0
0.7603,42.203,0
0.6771,49.541,0
0.598,49.541,0
0.5761,49.541,0
0.4506,49.541,0
0.5311,49.541,0
0.5788,49.541,0
0.6716,48.323,0
0.388,100.505,0
0.4712,64.378,0
0.3889,0,0
0.3728,0,0
0.5008,0,0
0.4179,55.249,0
0.2901,55.249,1
0.2351,55.249,0
0.1042,210.4116147,1
0.1728,67.768,0
0.2698,20.48404084,0
0.1912,1.081276,0
0.3158,0,0
0.2206,0,0
0.1879,9.198,0
0.2861,60.935,0
0.1878,60.935,0
0.2094,52.586,0
0.2151,39.569,0
0.2684,39.569,0
0.2639,39.569,0
0.2847,39.569,0
0.3512,39.569,0
0.3279,24.67309104,0
0.3424,0,0
0.4214,47.833,0
0.4569,46.733,0
0.5421,44.061,0
0.5545,39.569,0
0.5954,6.132,0
0.5538,6.132,0
0.5402,0,0
0.5635,0,0
0.6413,0,0
0.5549,0,0
0.5718,0,0
0.4671,0,0
0.3515,0,0
0.4711,0,0
0.4965,0,0
0.4922,39.617,0
0.4577,210.4116147,1
0.3146,210.4116147,1
0.2324,53.979,0
0.2249,53.979,0
0.1824,210.4116147,1
0.0894,74.827,0
0.0647,75.533,0
0.0107,1.081276,0
0.0695,0,0
0.0189,0,0
0.0112,0,0
0.0177,0,0
0,0,0
0,0,0
0,1.081276,0
0,0,0
0,15.83860502,0
0,6.132,0
0,15.95879222,0
0.0062,20.46400964,0
0.088,20.48404084,0
0.1157,20.48404084,0
0.1112,0,0
0.2077,57.972,0
0.1626,38.854,0
0.2,38.853,0
0.1023,38.853,0
0.0569,38.853,0
0.1278,38.853,0
0.1411,38.853,0
0.1655,38.853,0
0.2117,38.32,0
0.2176,37.276,0
0.2264,35.378,0
0.2088,34.394,0
0.1392,32.768,0
0.1541,32.698,0
0.2798,32.698,0
0.2846,33.843,0
0.3747,34.458,0
0.3599,35.806,0
0.3698,38.353,0
0.3513,47.773,0
0.5426,42.162,0
0.4915,38.009,0
0.5301,38.009,0
0.626,38.009,0
0.6676,38.009,0
0.7509,210.4116147,1
0.4586,210.4116147,1
0.6686,210.4116147,1
0.6268,210.4116147,1
0.5165,210.4116147,1
0.4459,39.812,0
0.7136,39.812,0
0.5536,40.363,0
0.624,40.111,0
0.452,37.661,0
0.3707,37.076,0
0.3673,37.076,0
0.4424,37.076,0
0.3879,37.076,0
0.3049,39.655,0
0.4347,40.696,0
0.4054,41.047,0
0.5259,41.173,0
0.4337,55.988,0
0.5174,42.691,0
0.3977,40.475,0
0.4791,40.13,0
0.3876,40.13,0
0.335,40.13,0
0.3808,42.53625255,1
0.3086,210.4116147,1
0.2859,210.4116147,1
0.3812,210.4116147,1
0.3997,210.4116147,1
0.2474,210.4116147,1
0.4609,210.4116147,1
0.3842,210.4116147,1
0.4109,210.4116147,1
0.3723,210.4116147,1
0.3562,210.4116147,1
0.3665,210.4116147,1
0.3066,210.4116147,1
0.3081,210.4116147,1
0.2492,210.4116147,1
0.2839,210.4116147,1
0.1957,210.4116147,1
0.2669,210.4116147,1
0.1997,210.4116147,1
0.3233,210.4116147,1
0.2414,210.4116147,1
0.2233,210.4116147,1
0.1811,210.4116147,1
0.1831,210.4116147,1
0.2307,42.29,0
0.2701,42.29,0
0.2869,210.4116147,1
0.2307,42.29,0
0.2762,42.29,0
0.2802,45.869,0
0.2018,50.99,0
0.2797,52.333,0
0.2653,47.925,0
0.2787,40.871,0
0.2608,38.667,0
0.2825,210.4116147,1
0.276,37.227,0
0.3336,37.266,0
0.2824,40.982,0
0.2619,48.151,0
0.3339,49.921,0
0.1916,53.773,0
0.3048,51.49,0
0.3658,49.703,0
0.4155,42.58,0
0.3547,42.29,0
0.3367,42.29,0
0.3872,42.29,0
0.2807,210.4116147,1
0.2326,210.4116147,1
0.3677,210.4116147,1
0.3236,210.4116147,1
0.4204,210.4116147,1
0.4874,210.4116147,1
0.4687,210.4116147,1
0.4637,210.4116147,1
0.5068,210.4116147,1
0.3651,210.4116147,1
0.4164,210.4116147,1
0.5106,210.4116147,1
0.5637,210.4116147,1
0.7232,210.4116147,1
0.636,33.771,0
0.5918,34.991,0
0.5477,210.4116147,1
0.7331,39.327,0
0.5491,54.124,0
0.4478,40.829,0
0.467,40.314,0
0.3553,39.392,0
0.3446,39.327,0
0.367,38.741,1
0.2006,44.746,0
0.141,44.746,0
0.1046,44.746,0
0.042,44.746,0
0.1529,44.746,0
0.2085,44.746,0
0.206,44.048,0
0.2601,210.4116147,1
0.255,38.692,0
0.19,36.372,0
0.311,35.982,0
0.306,210.4116147,1
0.3175,35.045,0
0.2581,210.4116147,1
0.3016,36.116,0
0.1094,39.003,0
0.147,45.417,0
0.141,210.4116147,1
0.1251,65.075,0
0.1604,65.075,0
0.1845,210.4116147,1
0.2294,210.4116147,1
0.245,210.4116147,1
0.253,210.4116147,1
0.2623,39.629,0
0.2254,39.233,0
0.366,210.4116147,1
0.2486,210.4116147,1
0.2746,38.528,0
0.4268,39.077,0
0.4234,40.848,0
0.3972,43.68,0
0.2996,39.175,0
0.4772,35.827,0
0.4752,34.706,0
0.4446,32.982,0
0.5722,31.912,0
0.6121,31.901,0
0.553,32.254,0
0.4825,34.688,0
0.5245,38.161,0
0.648,42.54,0
0.5731,48.523,0
0.3253,41.949,0
0.4537,38.223,0
0.5556,38.223,0
0.2469,38.223,0
0.3175,38.223,0
0.285,34.63,0
0.2318,35.412,0
0.2134,35.412,0
0.1821,210.4116147,1
0.256,210.4116147,1
0.2891,210.4116147,1
0.21,210.4116147,1
0.3081,210.4116147,1
0.2848,210.4116147,1
0.3815,210.4116147,1
0.4898,210.4116147,1
0.4764,210.4116147,1
0.7143,210.4116147,1
0.8833,31.002,0
0.9903,210.4116147,1
1,210.4116147,1
0.9637,34.63,0
0.87,34.63,0
0.989,37.498,0
0.9739,40.556,0
0.9777,34.63,0
0.9009,34.63,0
0.7567,34.63,0
0.6357,34.63,0
0.6368,210.4116147,1
0.4364,210.4116147,1
0.5167,37.564,0
0.5384,210.4116147,1
0.4372,210.4116147,1
0.427,210.4116147,1
0.3714,210.4116147,1
0.2466,210.4116147,1
0.3308,210.4116147,1
0.3483,210.4116147,1
0.4197,210.4116147,1
0.6561,210.4116147,1
0.6077,210.4116147,1
0.753,210.4116147,1
0.6249,210.4116147,1
0.6532,210.4116147,1
0.6172,210.4116147,1
0.8183,210.4116147,1
0.9739,210.4116147,1
0.9417,210.4116147,1
1,210.4116147,1
0.9632,210.4116147,1
0.9024,210.4116147,1
0.87,210.4116147,1
0.8994,36.646,0
0.669,36.646,0
0.7059,36.646,0
0.8326,36.646,0
0.6512,36.646,0
0.5743,210.4116147,1
0.6304,210.4116147,1
0.4884,210.4116147,1
0.5016,40.227,0
0.4381,35.86,0
0.7181,35.964,0
0.4264,34.906,0
0.4185,34.545,0
0.5195,34.749,0
0.5275,35.143,0
0.4172,35.86,0
0.5738,39.661,0
0.6716,37.674,0
0.5966,41.188,0
0.35,46.143,0
0.3241,47.075,0
0.3216,43.671,0
0.4397,210.4116147,1
0.3767,39.805,0
0.4378,210.4116147,1
0.4522,210.4116147,1
0.4792,39.499,0
0.4587,39.499,0
0.4054,39.499,0
0.6439,210.4116147,1
0.5582,210.4116147,1
0.5187,210.4116147,1
0.5189,47.352,0
0.7492,37.661,0
0.6645,36.073,0
0.6917,36.073,0
0.6162,34.9,0
0.6204,34.9,0
0.5266,35.369,0
0.5199,37.097,0
0.6404,39.499,0
0.6698,39.564,0
0.678,40.533,0
0.6035,42.818,0
0.5338,47.547,0
0.6083,0,0
0.5543,0,0
0.5091,44.041,0
0.3485,210.4116147,1
0.3143,210.4116147,1
0.3951,210.4116147,1
0.3367,210.4116147,1
0.332,70.073,0
0.1831,210.4116147,1
0.2299,85.176,0
0.1114,210.4116147,1
0.0988,210.4116147,1
0.0349,210.4116147,1
0,39.018,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,42.59033679,1
0,41.162,1
0,210.4116147,1
0.021,210.4116147,1
0.0944,210.4116147,1
0.0986,210.4116147,1
0.164,210.4116147,1
0.0807,75.468,0
0.0374,210.4116147,1
0.1206,70.689,0
0.1654,210.4116147,1
0.1543,210.4116147,1
0.1799,210.4116147,1
0.1734,210.4116147,1
0.162,210.4116147,1
0.1543,210.4116147,1
0.1423,210.4116147,1
0.1078,210.4116147,1
0.2853,44.914,0
0.2006,38.962,0
0.3315,39.018,0
0.1891,37.21,0
0.2872,210.4116147,1
0.2136,210.4116147,1
0.2551,210.4116147,1
0.0969,39.612,1
0.1097,55.972,0
0.1634,58.964,0
0.2156,47.692,0
0.1482,43.427,0
0.1736,42.37,0
0.1216,20.44397844,0
0.1503,15.95879222,0
0.158,42.37,0
0.1014,210.4116147,1
0.115,210.4116147,1
0.0761,210.4116147,1
0.1509,210.4116147,1
0.1176,210.4116147,1
0.1364,210.4116147,1
0.0284,210.4116147,1
0.097,210.4116147,1
0.0364,210.4116147,1
0,210.4116147,1
0.0001,210.4116147,1
0.0819,210.4116147,1
0.0471,210.4116147,1
0.1626,210.4116147,1
0.2299,210.4116147,1
0.1627,210.4116147,1
0.0955,210.4116147,1
0.1176,210.4116147,1
0.1943,210.4116147,1
0.1272,210.4116147,1
0.1783,210.4116147,1
0.1468,210.4116147,1
0.0918,210.4116147,1
0.1155,44.608,0
0.1387,210.4116147,1
0.1104,210.4116147,1
0.1567,43.841,1
0.222,210.4116147,1
0.217,210.4116147,1
0.1753,210.4116147,1
0.1807,43.841,0
0.1273,40.488,0
0.3215,210.4116147,1
0.1793,210.4116147,1
0.1435,210.4116147,1
0.2626,42.72554739,1
0.2626,31.895,0
0.2832,31.895,0
0.2411,33.481,0
0.1736,36.842,0
0.1539,210.4116147,1
0.2259,210.4116147,1
0.2793,210.4116147,1
0.1898,210.4116147,1
0.1325,210.4116147,1
0.1393,210.4116147,1
0.0284,210.4116147,1
0.0276,47.73,1
0.0366,15.93876102,0
0.0114,47.377,0
0.0087,47.377,0
0,210.4116147,1
0,210.4116147,1
0,45.585,1
0,45.585,1
0,44.688,0
0,35.528,0
0,4.088,0
0,34.608,0
0.0027,33.597,1
0.0764,42.72554739,1
0.0364,210.4116147,1
0.0113,210.4116147,1
0,35.386,1
0,39.16,0
0,210.4116147,1
0.093,53.11,0
0.0793,39.16,0
0.0672,37.955,0
0.2299,37.955,0
0.5781,37.955,0
0.4801,37.955,0
0.6604,210.4116147,1
0.508,210.4116147,1
0.6285,210.4116147,1
0.646,210.4116147,1
0.93,210.4116147,1
1,36.531,0
0.9846,36.531,0
0.9595,44.984,0
0.8957,210.4116147,1
0.6882,210.4116147,1
0.3951,210.4116147,1
0.4994,210.4116147,1
0.6298,210.4116147,1
0.8413,210.4116147,1
0.7539,210.4116147,1
0.6643,210.4116147,1
0.5246,210.4116147,1
0.5845,210.4116147,1
0.3546,210.4116147,1
0.2135,210.4116147,1
0.3168,210.4116147,1
0.242,210.4116147,1
0.3528,210.4116147,1
0.3791,37.855,0
0.3843,210.4116147,1
0.5174,210.4116147,1
0.5745,210.4116147,1
0.622,210.4116147,1
0.5961,210.4116147,1
0.7393,210.4116147,1
0.7812,210.4116147,1
0.6899,210.4116147,1
0.7519,210.4116147,1
0.6387,210.4116147,1
0.662,210.4116147,1
0.7503,210.4116147,1
0.5406,210.4116147,1
0.792,210.4116147,1
0.664,210.4116147,1
0.4697,210.4116147,1
0.5323,210.4116147,1
0.64,210.4116147,1
0.4433,210.4116147,1
0.4889,210.4116147,1
0.4405,210.4116147,1
0.4266,210.4116147,1
0.4414,210.4116147,1
0.4771,210.4116147,1
0.4124,210.4116147,1
0.4183,210.4116147,1
0.3856,210.4116147,1
0.4321,210.4116147,1
0.3143,210.4116147,1
0.316,210.4116147,1
0.3902,210.4116147,1
0.2952,210.4116147,1
0.2439,210.4116147,1
0.2405,210.4116147,1
0.211,210.4116147,1
0.259,210.4116147,1
0.3614,210.4116147,1
0.2923,210.4116147,1
0.2786,210.4116147,1
0.2889,210.4116147,1
0.2841,210.4116147,1
0.3758,210.4116147,1
0.3104,210.4116147,1
0.2497,210.4116147,1
0.422,210.4116147,1
0.2156,210.4116147,1
0.2775,210.4116147,1
0.3462,53.441,1
0.3757,8.669423717,0
0.3166,0,0
0.2412,0,0
0.2016,0,0
0.2357,20.48404084,0
0.262,45.453,0
0.3525,20.48404084,0
0.2438,0,0
0.2377,0,0
0.1789,1.081276,0
0.103,0,0
0.1615,0,0
0.1338,0,0
0.0799,0,0
0.1824,0,0
0.2614,0,0
0.1857,0,0
0.3526,1.081276,0
0.2597,1.081276,0
0.2161,0,0
0.2603,15.93876102,0
0.2568,20.32379124,0
0.1793,15.93876102,0
0.2078,45.453,0
0.1228,51.153,0
0.1191,51.153,0
0.0596,51.153,0
0.0738,0,0
0.0512,51.153,0
0,52.287,0
0,77.529,0
0,52.294,0
0,1.081276,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1.081276,0
0,0,0
0,1.081276,0
0,1.081276,0
0,0,0
0,0,0
0,0,0
0,52.6,0
0,46.456,1
0,46.456,1
0,46.456,1
0,46.83,1
0,47.382,1
0,48.713,0
0,53.013,1
0,46.063,1
0,36.617,1
0,33.905,1
0,32.815,1
0,31.965,1
0,31.965,1
0,31.965,1
0,36.71393268,1
0,210.4116147,1
0.0068,210.4116147,1
0.03,210.4116147,1
0.0916,210.4116147,1
0.1176,210.4116147,1
0.1239,210.4116147,1
0.06,210.4116147,1
0.1745,210.4116147,1
0.2544,46.021,1
0.2399,39.825,0
0.1517,210.4116147,1
0.197,39.825,0
0.1782,39.825,0
0.1857,39.825,0
0.1614,43.867,0
0.1832,40.791,0
0.1225,37.643,0
0.0123,29.343,1
0,30.563,1
0,32.523,1
0,31.144,1
0,30.857,1
0,30.857,1
0,31.436,1
0,32.555,1
0,35.462,1
0,40.201,0
0,57.056,0
0,41.971,1
0,41.65,1
0.0308,42.53625255,1
0.0101,40.292,1
0.0443,40.292,1
0.0284,43.004,1
0.0317,43.004,1
0.0123,43.004,1
0.0172,43.004,1
0,43.422,0
0.022,43.47,0
0.0348,68.035,0
0.0316,44.947,1
0.0569,38.363,1
0.001,34.876,1
0.041,33.894,1
0.0363,32.142,1
0.0566,41.27767999,1
0.0643,210.4116147,1
0.1012,32.36,1
0.145,210.4116147,1
0.1818,42.671,1
0.4345,51.471,0
0.3779,44.15,0
0.4826,38.772,0
0.4073,38.772,0
0.4571,38.772,0
0.4516,38.772,0
0.4216,38.772,0
0.2578,210.4116147,1
0.2485,210.4116147,1
0.284,210.4116147,1
0.2306,210.4116147,1
0.2584,210.4116147,1
0.2679,210.4116147,1
0.2245,210.4116147,1
0.1804,210.4116147,1
0.1125,210.4116147,1
0.0901,210.4116147,1
0.0193,210.4116147,1
0.1063,210.4116147,1
0.0554,210.4116147,1
0.0938,210.4116147,1
0.0646,30.76,1
0.1368,210.4116147,1
0.1465,210.4116147,1
0.1404,210.4116147,1
0.287,210.4116147,1
0.3097,42.075,0
0.3736,42.38,0
0.4248,41.717,0
0.5629,210.4116147,1
0.6392,210.4116147,1
0.5938,36.739,0
0.6285,36.739,0
0.8019,36.739,0
0.7985,36.739,0
0.6718,36.739,0
0.678,36.739,0
0.8039,42.957,0
0.8273,39.549,0
0.8671,35.993,0
0.678,4.088,0
0.5264,28.052,0
0.5645,24.575,0
0.8747,21.373,0
1,21.373,0
1,21.373,0
1,26.888,0
0.9888,33.132,0
1,33.132,0
0.9999,33.132,0
0.9666,42.48216831,1
0.9605,210.4116147,1
0.7879,33.132,0
0.801,33.132,0
0.6602,33.132,0
0.4268,31.777,0
0.5621,210.4116147,1
0.6777,210.4116147,1
0.6104,210.4116147,1
0.7611,210.4116147,1
0.7364,31.777,0
0.5947,35.96,0
0.5088,33.838,0
0.7908,29.877,0
0.8262,19.205,0
0.65,15.971,0
0.4415,14.76,0
0.4812,14.76,0
0.4456,15.437,0
0.4299,17.221,0
0.6137,210.4116147,1
0.5366,210.4116147,1
0.6506,210.4116147,1
0.7317,210.4116147,1
0.5888,42.37399983,1
0.6563,37.364,0
0.5373,34.73,0
0.4782,33.727,0
0.4857,32.99,0
0.4472,32.081,0
0.3897,210.4116147,1
0.4291,210.4116147,1
0.2749,210.4116147,1
0.3267,210.4116147,1
0.388,210.4116147,1
0.3077,210.4116147,1
0.3981,44.31,0
0.2598,33.82,1
0.3008,210.4116147,1
0.2696,32.192,0
0.3175,210.4116147,1
0.288,29.966,0
0.4787,29.966,0
0.7065,29.966,0
0.8379,30.418,0
0.9852,32.081,0
0.9998,33.676,0
1,37.611,0
1,38.224,0
0.9554,35.031,0
0.9235,33.211,0
0.8342,32.259,0
0.9322,32.081,0
0.904,210.4116147,1
0.5669,210.4116147,1
0.4298,30.735,1
0.3633,30.735,0
0.5095,30.735,0
0.59,210.4116147,1
0.404,210.4116147,1
0.6346,30.085,0
0.8438,21.884,0
0.9588,20.047,0
0.9184,15.145,0
0.8343,14.48,0
0.8811,14.48,0
0.7445,14.48,0
0.8404,210.4116147,1
0.3699,210.4116147,1
0.2757,210.4116147,1
0.1057,210.4116147,1
0.1482,210.4116147,1
0.1318,210.4116147,1
0.1179,210.4116147,1
0.0521,44.361,0
0.1081,39.682,0
0.1381,44.698,0
0.0537,210.4116147,1
0.0999,210.4116147,1
0.0762,210.4116147,1
0.188,210.4116147,1
0.2897,210.4116147,1
0.2128,210.4116147,1
0.3237,210.4116147,1
0.3155,210.4116147,1
0.792,210.4116147,1
0.8537,42.72554739,1
0.8311,210.4116147,1
0.9726,25.98181871,1
0.9517,25.98181871,1
1,42.37399983,1
0.9918,40.25818389,1
0.9943,20.419,0
0.9077,28.501,0
0.9365,31.574,0
0.9899,31.574,0
0.9763,31.574,0
0.9304,31.574,0
0.9541,210.4116147,1
0.5209,210.4116147,1
0.2843,210.4116147,1
0.2356,39.669,0
0.2035,39.669,0
0.2147,39.669,0
0.2758,210.4116147,1
0.2206,39.669,0
0.3301,39.669,0
0.3277,48.412,0
0.2396,45.211,0
0.2947,36.528,0
0.3343,34.161,0
0.2413,36.447,0
0.4093,35.835,0
0.4187,35.835,0
0.5356,35.835,0
0.4806,210.4116147,1
0.5013,210.4116147,1
0.2389,47.703,0
0.2707,210.4116147,1
0.2612,210.4116147,1
0.2843,210.4116147,1
0.1877,210.4116147,1
0.2865,210.4116147,1
0.1072,210.4116147,1
0.1087,53.701,1
0.1114,48.347,0
0.0493,48.347,1
0.0996,48.347,1
0.1052,48.172,1
0.0623,48.804,1
0.045,49.223,1
0.0249,48.891,1
0,46.786,1
0,38.949,1
0,36.016,1
0,34.688,1
0,33.484,1
0.001,33.484,1
0.0228,34.453,1
0.098,42.42808407,1
0.0664,210.4116147,1
0.0801,210.4116147,1
0.0776,210.4116147,1
0.0163,210.4116147,1
0.1271,210.4116147,1
0.1155,210.4116147,1
0.083,210.4116147,1
0.1656,210.4116147,1
0.1449,210.4116147,1
0.0919,41.702,0
0.0495,41.702,0
0.0981,41.702,0
0.0968,41.702,0
0.1012,41.702,0
0.1941,41.702,0
0.1404,44.546,0
0.1314,0,0
0.1123,0,0
0.1231,0,0
0.1078,35.157,0
0.1302,34.897,0
0.0745,34.897,0
0.0626,37.033,0
0.0962,39.532,0
0,43.606,0
0,48.001,0
0,58.601,0
0,60.191,0
0.0342,55.503,0
0,56.873,0
0,49.92,0
0.0002,49.214,1
0.0687,49.214,1
0.036,53.251,0
0.0747,53.251,0
0.1007,20.48404084,0
0.1261,20.48404084,0
0.1492,24.45351828,0
0.1359,53.251,0
0.151,36.36238512,0
0.1809,53.215,0
0.1142,0,0
0.1643,20.48404084,0
0.1869,43.861,0
0.1937,43.682,0
0.3069,7.358790436,0
0.3034,7.597834641,0
0.2871,46.649,0
0.2724,53.251,0
0.3177,54.097,0
0.2854,64.671,0
0.3203,74.877,0
0.2464,59.483,0
0.2893,59.279,0
0.3208,55.995,0
0.2445,54.097,0
0.3373,210.4116147,1
0.3405,49.022,0
0.4776,40.259,0
0.4507,39.414,0
0.3616,39.414,0
0.4138,39.414,0
0.3964,210.4116147,1
0.3994,210.4116147,1
0.2925,210.4116147,1
0.2776,210.4116147,1
0.2523,210.4116147,1
0.3384,210.4116147,1
0.2354,210.4116147,1
0.3537,210.4116147,1
0.2329,210.4116147,1
0.3535,210.4116147,1
0.3094,210.4116147,1
0.2816,210.4116147,1
0.101,210.4116147,1
0.1147,210.4116147,1
0.0575,210.4116147,1
0.2722,210.4116147,1
0.4084,210.4116147,1
0.4791,210.4116147,1
0.4116,210.4116147,1
0.5751,210.4116147,1
0.6173,210.4116147,1
0.5505,210.4116147,1
0.5407,210.4116147,1
0.6697,210.4116147,1
0.6955,210.4116147,1
0.5134,210.4116147,1
0.5895,210.4116147,1
0.4846,210.4116147,1
0.4719,210.4116147,1
0.5412,210.4116147,1
0.3826,210.4116147,1
0.4108,210.4116147,1
0.2594,210.4116147,1
0.3059,210.4116147,1
0.2383,210.4116147,1
0.1822,210.4116147,1
0.108,210.4116147,1
0.1628,210.4116147,1
0.1476,210.4116147,1
0.0739,210.4116147,1
0.0948,210.4116147,1
0.0835,210.4116147,1
0.0307,47.394,1
0.0654,38.956,0
0.0483,38.956,1
0.0449,38.956,1
0.04,38.956,1
0.0889,39.285,1
0.0011,46.473,1
0.013,42.37399983,1
0,39.767,1
0.01,210.4116147,1
0.0102,33.28,1
0.0528,32.848,1
0.1016,210.4116147,1
0.1802,210.4116147,1
0.0997,210.4116147,1
0.2293,210.4116147,1
0.2819,210.4116147,1
0.2334,210.4116147,1
0.205,210.4116147,1
0.1199,52.392,1
0.1834,38.924,1
0.192,37.864,1
0.1656,210.4116147,1
0.169,210.4116147,1
0.1758,210.4116147,1
0.2991,33.315,0
0.3151,33.315,0
0.26,33.315,0
0.4398,33.315,0
0.4139,33.315,0
0.6242,33.315,0
0.4683,32.169,0
0.4042,31.986,0
0.2709,32.668,0
0.3756,32.528,0
0.1751,32.301,0
0.2547,29.445,0
0.2489,29.445,0
0.1618,0,0
0.1921,0,0
0.2918,4.088,0
0.2661,0,0
0.2573,0,0
0.2616,4.088,0
0.2481,35.123,0
0.2538,37.544,0
0.4365,35.073,0
0.5494,33.906,0
0.3496,33.63,0
0.3822,35.778,0
0.5036,35.778,0
0.4644,35.778,0
0.5259,35.778,0
0.7116,35.778,0
0.6273,35.778,0
0.6217,33.61,0
0.7612,33.998,0
0.6124,32.75,0
0.5353,32.694,0
0.8979,32.141,0
0.8171,31.629,0
0.4092,31.629,0
0.4866,32.401,0
0.5591,34.026,0
0.3904,35.625,0
0.2215,39.685,0
0.1365,42.11,0
0.1983,210.4116147,1
0.1783,210.4116147,1
0.103,210.4116147,1
0.0946,210.4116147,1
0.1288,210.4116147,1
0.1251,210.4116147,1
0,210.4116147,1
0.0105,57.327,0
0,57.327,0
0,210.4116147,1
0.0202,210.4116147,1
0.0055,210.4116147,1
0.0084,210.4116147,1
0.0236,55.499,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0.0369,210.4116147,1
0.0332,210.4116147,1
0.0578,210.4116147,1
0.0088,210.4116147,1
0.0284,210.4116147,1
0.0488,210.4116147,1
0.019,210.4116147,1
0.0849,210.4116147,1
0.0171,66.076,0
0.0029,66.076,0
0.0321,66.076,1
0.0279,66.076,1
0.0177,20.48404084,0
0.02,15.83860502,0
0,65.804,0
0,57.95,1
0,0,0
0,1.081276,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,15.95879222,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,8.176,0
0,0,0
0,0,0
0,58.489,1
0,58.489,1
0.0032,58.489,1
0,210.4116147,1
0,67.609,1
0,54.005,1
0,45.053,1
0,41.029,1
0,39.267,1
0,36.934,1
0,210.4116147,1
0,37.412,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0,210.4116147,1
0.0019,210.4116147,1
0.024,210.4116147,1
0.0128,210.4116147,1
0,9.414584357,0
0.0309,4.088,0
0.0045,20.48404084,0
