time,Measurement,DA_1,DA_2,DA_3
1/1/2021 0:00,0,0,0,0
1/1/2021 0:15,0,0,0,0
1/1/2021 0:30,0,0,0,0
1/1/2021 0:45,0,0,0,0
1/1/2021 1:00,0,0,0,0
1/1/2021 1:15,0,0,0,0
1/1/2021 1:30,0,0,0,0
1/1/2021 1:45,0,0,0,0
1/1/2021 2:00,0,0,0,0
1/1/2021 2:15,0,0,0,0
1/1/2021 2:30,0,0,0,0
1/1/2021 2:45,0,0,0,0
1/1/2021 3:00,0,0,0,0
1/1/2021 3:15,0,0,0,0
1/1/2021 3:30,0,0,0,0
1/1/2021 3:45,0,0,0,0
1/1/2021 4:00,0,0,0,0
1/1/2021 4:15,0,0,0,0
1/1/2021 4:30,0,0,0,0
1/1/2021 4:45,0,0,0,0
1/1/2021 5:00,0,0,0,0
1/1/2021 5:15,0,0,0,0
1/1/2021 5:30,0,0,0,0
1/1/2021 5:45,0,0,0,0
1/1/2021 6:00,0,0,0,0
1/1/2021 6:15,0,0,0,0
1/1/2021 6:30,0,0,0,0
1/1/2021 6:45,0,0,0,0
1/1/2021 7:00,0,0,0,0
1/1/2021 7:15,0,0,0,0
1/1/2021 7:30,0,0,0,0
1/1/2021 7:45,0,0,0,0
1/1/2021 8:00,0,0,0,0
1/1/2021 8:15,0,0,0,0
1/1/2021 8:30,0,0,0,0
1/1/2021 8:45,0,0,0,0
1/1/2021 9:00,0,0,0,0
1/1/2021 9:15,0,0,0,0
1/1/2021 9:30,0,0,0,0
1/1/2021 9:45,0,0,0,0
1/1/2021 10:00,0,0,0,0
1/1/2021 10:15,0,0,0,0
1/1/2021 10:30,0,0,0,0
1/1/2021 10:45,0,0,0,0
1/1/2021 11:00,0,0,0,0
1/1/2021 11:15,0,0,0,0
1/1/2021 11:30,0,0,0,0
1/1/2021 11:45,0,0,0,0
1/1/2021 12:00,0,0,0,0
1/1/2021 12:15,0,0,0,0
1/1/2021 12:30,0,0,0,0
1/1/2021 12:45,0,0,0,0
1/1/2021 13:00,0,0,0,0
1/1/2021 13:15,0,0,0,0
1/1/2021 13:30,0,0,0,0
1/1/2021 13:45,0,0,0,0
1/1/2021 14:00,0,0,0,0
1/1/2021 14:15,0,0,0,0
1/1/2021 14:30,0,0,0,0
1/1/2021 14:45,0,0,0,0
1/1/2021 15:00,0,0,0,0
1/1/2021 15:15,0,0,0,0
1/1/2021 15:30,0,0,0,0
1/1/2021 15:45,0,0,0,0
1/1/2021 16:00,0,0,0,0
1/1/2021 16:15,0,0,0,0
1/1/2021 16:30,0,0,0,0
1/1/2021 16:45,0,0,0,0
1/1/2021 17:00,0,0,0,0
1/1/2021 17:15,0,0,0,0
1/1/2021 17:30,0,0,0,0
1/1/2021 17:45,0,0,0,0
1/1/2021 18:00,0,0,0,0
1/1/2021 18:15,0,0,0,0
1/1/2021 18:30,0,0,0,0
1/1/2021 18:45,0,0,0,0
1/1/2021 19:00,0,0,0,0
1/1/2021 19:15,0,0,0,0
1/1/2021 19:30,0,0,0,0
1/1/2021 19:45,0,0,0,0
1/1/2021 20:00,0,0,0,0
1/1/2021 20:15,0,0,0,0
1/1/2021 20:30,0,0,0,0
1/1/2021 20:45,0,0,0,0
1/1/2021 21:00,0,0,0,0
1/1/2021 21:15,0,0,0,0
1/1/2021 21:30,0,0,0.0024,0
1/1/2021 21:45,0,0,0.0072,0
1/1/2021 22:00,0,0,0.022575,0
1/1/2021 22:15,0,0,0.020325,0
1/1/2021 22:30,0,0,0.018075,0
1/1/2021 22:45,0,0,0.015825,0
1/1/2021 23:00,0,0,0,0
1/1/2021 23:15,0,0,0.0045375,0
1/1/2021 23:30,0,0,0.0158625,0
1/1/2021 23:45,0,0,0.0271875,0
1/2/2021 0:00,0,0,0.0385125,0
1/2/2021 0:15,0,0,0.0498375,0
1/2/2021 0:30,0,0,0.0611625,0.0071375
1/2/2021 0:45,0,0,0.0724875,0.0214125
1/2/2021 1:00,0,0,0.0943875,0.045775
1/2/2021 1:15,0,0,0.0986625,0.053325
1/2/2021 1:30,0,0,0.1029375,0.060875
1/2/2021 1:45,0,0,0.1072125,0.068425
1/2/2021 2:00,0,0,0.1071,0.0943875
1/2/2021 2:15,0,0,0.1143,0.0896625
1/2/2021 2:30,0,0,0.1215,0.0849375
1/2/2021 2:45,0,0,0.1287,0.0802125
1/2/2021 3:00,0,0,0.1262625,0.077625
1/2/2021 3:15,0,0,0.1398875,0.071475
1/2/2021 3:30,0,0,0.1535125,0.065325
1/2/2021 3:45,0,0,0.1671375,0.059175
1/2/2021 4:00,0,0,0.21065,0.05295
1/2/2021 4:15,0,0,0.20435,0.04685
1/2/2021 4:30,0,0,0.19805,0.04075
1/2/2021 4:45,0,0,0.19175,0.03465
1/2/2021 5:00,0,0,0.1880375,0.025175
1/2/2021 5:15,0,0,0.1800125,0.021325
1/2/2021 5:30,0,0,0.1719875,0.017475
1/2/2021 5:45,0,0,0.1639625,0.013625
1/2/2021 6:00,0,0,0.128225,0.0055
1/2/2021 6:15,0,0,0.138675,0.0045
1/2/2021 6:30,0,0,0.149125,0.0035
1/2/2021 6:45,0,0,0.159575,0.0025
1/2/2021 7:00,0,0,0.18495,0
1/2/2021 7:15,0,0,0.18545,0
1/2/2021 7:30,0,0,0.18595,0
1/2/2021 7:45,0,0,0.18645,0
1/2/2021 8:00,0,0,0.203,0
1/2/2021 8:15,0,0,0.1928,0
1/2/2021 8:30,0,0,0.1826,0
1/2/2021 8:45,0,0,0.1724,0
1/2/2021 9:00,0,0,0.1626125,0
1/2/2021 9:15,0,0,0.1521375,0
1/2/2021 9:30,0,0,0.1416625,0
1/2/2021 9:45,0,0,0.1311875,0
1/2/2021 10:00,0,0,0.1051125,0
1/2/2021 10:15,0,0,0.1050375,0
1/2/2021 10:30,0,0,0.1049625,0
1/2/2021 10:45,0,0,0.1048875,0
1/2/2021 11:00,0,0,0.11055,0
1/2/2021 11:15,0,0,0.10665,0
1/2/2021 11:30,0,0,0.10275,0
1/2/2021 11:45,0,0,0.09885,0
1/2/2021 12:00,0,0,0.0916875,0
1/2/2021 12:15,0,0,0.0899625,0
1/2/2021 12:30,0,0,0.0882375,0
1/2/2021 12:45,0,0,0.0865125,0
1/2/2021 13:00,0,0,0.068475,0
1/2/2021 13:15,0,0,0.077625,0
1/2/2021 13:30,0,0,0.086775,0
1/2/2021 13:45,0,0,0.095925,0
1/2/2021 14:00,0,0,0.099375,0
1/2/2021 14:15,0,0,0.112325,0
1/2/2021 14:30,0,0,0.125275,0
1/2/2021 14:45,0,0,0.138225,0
1/2/2021 15:00,0,0,0.1524125,0
1/2/2021 15:15,0,0,0.1645375,0
1/2/2021 15:30,0,0,0.1766625,0.0006625
1/2/2021 15:45,0,0,0.1887875,0.0019875
1/2/2021 16:00,0,0,0.2086,0
1/2/2021 16:15,0,0,0.2156,0
1/2/2021 16:30,0,0,0.2226,0.013875
1/2/2021 16:45,0,0,0.2296,0.031025
1/2/2021 17:00,0,0,0.2494625,0.050425
1/2/2021 17:15,0,0,0.2478875,0.066075
1/2/2021 17:30,0,0,0.2463125,0.081725
1/2/2021 17:45,0,0,0.2447375,0.097375
1/2/2021 18:00,0,0,0.2224625,0.11025
1/2/2021 18:15,0,0,0.2346875,0.12775
1/2/2021 18:30,0,0,0.2469125,0.14525
1/2/2021 18:45,0.0027,0,0.2591375,0.16275
1/2/2021 19:00,0.0385,0,0.26225,0.17005
1/2/2021 19:15,0.0204,0,0.28055,0.19435
1/2/2021 19:30,0.0172,0,0.29885,0.21865
1/2/2021 19:45,0.0988,0,0.31715,0.24295
1/2/2021 20:00,0.079,0,0.3655625,0.2858125
1/2/2021 20:15,0.0619,0,0.3637875,0.2977375
1/2/2021 20:30,0.0538,0,0.3620125,0.3096625
1/2/2021 20:45,0.0703,0,0.3602375,0.3215875
1/2/2021 21:00,0.0488,0,0.33285,0.3247
1/2/2021 21:15,0.0942,0,0.34815,0.3425
1/2/2021 21:30,0.1141,0,0.36345,0.3603
1/2/2021 21:45,0.0909,0,0.37875,0.3781
1/2/2021 22:00,0.111,0,0.4174875,0.435125
1/2/2021 22:15,0.1487,0,0.4171625,0.426775
1/2/2021 22:30,0.1609,0,0.4168375,0.418425
1/2/2021 22:45,0.1449,0,0.4165125,0.410075
1/2/2021 23:00,0.13,0,0.51365,0.4577875
1/2/2021 23:15,0.0906,0,0.44835,0.4120625
1/2/2021 23:30,0.1091,0.0209625,0.38305,0.3663375
1/2/2021 23:45,0.0813,0.0628875,0.31775,0.3206125
1/3/2021 0:00,0.0952,0.1756875,0.1588125,0.18065
1/3/2021 0:15,0.0807,0.1703625,0.1559375,0.19775
1/3/2021 0:30,0.0946,0.1650375,0.1530625,0.21485
1/3/2021 0:45,0.1261,0.1597125,0.1501875,0.23195
1/3/2021 1:00,0.0799,0.1439625,0.1419875,0.278675
1/3/2021 1:15,0.1502,0.1455875,0.1426625,0.276025
1/3/2021 1:30,0.1659,0.1472125,0.1433375,0.273375
1/3/2021 1:45,0.1817,0.1488375,0.1440125,0.270725
1/3/2021 2:00,0.1807,0.1332875,0.1332875,0.253225
1/3/2021 2:15,0.157,0.1463625,0.1415625,0.260475
1/3/2021 2:30,0.155,0.1594375,0.1498375,0.267725
1/3/2021 2:45,0.151,0.1725125,0.1581125,0.274975
1/3/2021 3:00,0.1679,0.173775,0.152025,0.281775
1/3/2021 3:15,0.2008,0.194725,0.169875,0.289325
1/3/2021 3:30,0.2267,0.215675,0.187725,0.296875
1/3/2021 3:45,0.2364,0.236625,0.205575,0.304425
1/3/2021 4:00,0.2113,0.273925,0.24825,0.32705
1/3/2021 4:15,0.2217,0.283975,0.24955,0.32455
1/3/2021 4:30,0.2209,0.294025,0.25085,0.32205
1/3/2021 4:45,0.2843,0.304075,0.25215,0.31955
1/3/2021 5:00,0.2904,0.310075,0.262,0.3034
1/3/2021 5:15,0.2406,0.322825,0.2576,0.31
1/3/2021 5:30,0.2454,0.335575,0.2532,0.3166
1/3/2021 5:45,0.28,0.348325,0.2488,0.3232
1/3/2021 6:00,0.2751,0.378475,0.22835,0.319975
1/3/2021 6:15,0.2918,0.379625,0.23465,0.333125
1/3/2021 6:30,0.3299,0.380775,0.24095,0.346275
1/3/2021 6:45,0.3382,0.381925,0.24725,0.359425
1/3/2021 7:00,0.2931,0.3533,0.2646125,0.3548
1/3/2021 7:15,0.242,0.3743,0.2635375,0.3798
1/3/2021 7:30,0.3139,0.3953,0.2624625,0.4048
1/3/2021 7:45,0.2813,0.4163,0.2613875,0.4298
1/3/2021 8:00,0.3072,0.4112375,0.258925,0.46455
1/3/2021 8:15,0.2777,0.4496125,0.258775,0.48305
1/3/2021 8:30,0.3256,0.4879875,0.258625,0.50155
1/3/2021 8:45,0.3245,0.5263625,0.258475,0.52005
1/3/2021 9:00,0.3746,0.5273125,0.25015,0.465875
1/3/2021 9:15,0.4241,0.5906375,0.25545,0.532825
1/3/2021 9:30,0.3877,0.6539625,0.26075,0.599775
1/3/2021 9:45,0.4027,0.7172875,0.26605,0.666725
1/3/2021 10:00,0.448,0.883025,0.302175,0.817225
1/3/2021 10:15,0.5311,0.878075,0.286925,0.828475
1/3/2021 10:30,0.5542,0.873125,0.271675,0.839725
1/3/2021 10:45,0.4982,0.868175,0.256425,0.850975
1/3/2021 11:00,0.5807,0.857825,0.23975,0.8857
1/3/2021 11:15,0.5447,0.856475,0.22545,0.8813
1/3/2021 11:30,0.4271,0.855125,0.21115,0.8769
1/3/2021 11:45,0.4262,0.853775,0.19685,0.8725
1/3/2021 12:00,0.4522,0.83795,0.1777125,0.887075
1/3/2021 12:15,0.3763,0.84625,0.1666375,0.870025
1/3/2021 12:30,0.4248,0.85455,0.1555625,0.852975
1/3/2021 12:45,0.4186,0.86285,0.1444875,0.835925
1/3/2021 13:00,0.4028,0.874075,0.1149625,0.8357125
1/3/2021 13:15,0.4631,0.880425,0.1161875,0.8074375
1/3/2021 13:30,0.4621,0.886775,0.1174125,0.7791625
1/3/2021 13:45,0.4308,0.893125,0.1186375,0.7508875
1/3/2021 14:00,0.4115,0.9075,0.1163375,0.714625
1/3/2021 14:15,0.3851,0.9085,0.1199125,0.691675
1/3/2021 14:30,0.3681,0.9095,0.1234875,0.668725
1/3/2021 14:45,0.4261,0.9105,0.1270625,0.645775
1/3/2021 15:00,0.453,0.9113125,0.13075,0.6207625
1/3/2021 15:15,0.4611,0.9124375,0.13425,0.5991875
1/3/2021 15:30,0.4605,0.9135625,0.13775,0.5776125
1/3/2021 15:45,0.4837,0.9146875,0.14125,0.5560375
1/3/2021 16:00,0.4522,0.9162625,0.15615,0.543125
1/3/2021 16:15,0.396,0.9170875,0.15205,0.515775
1/3/2021 16:30,0.3383,0.9179125,0.14795,0.488425
1/3/2021 16:45,0.3391,0.9187375,0.14385,0.461075
1/3/2021 17:00,0.3385,0.92485,0.1215625,0.37575
1/3/2021 17:15,0.3526,0.92215,0.1295875,0.38705
1/3/2021 17:30,0.3376,0.91945,0.1376125,0.39835
1/3/2021 17:45,0.3355,0.91675,0.1456375,0.40965
1/3/2021 18:00,0.3726,0.9111625,0.1723375,0.4399625
1/3/2021 18:15,0.4439,0.9103875,0.1679125,0.4385875
1/3/2021 18:30,0.3989,0.9096125,0.1634875,0.4372125
1/3/2021 18:45,0.3106,0.9088375,0.1590625,0.4358375
1/3/2021 19:00,0.3251,0.9186375,0.1531,0.46075
1/3/2021 19:15,0.3931,0.9108125,0.1497,0.44185
1/3/2021 19:30,0.3897,0.9029875,0.1463,0.42295
1/3/2021 19:45,0.366,0.8951625,0.1429,0.40405
1/3/2021 20:00,0.2634,0.855425,0.139425,0.3692125
1/3/2021 20:15,0.2323,0.868875,0.136075,0.3609375
1/3/2021 20:30,0.2485,0.882325,0.132725,0.3526625
1/3/2021 20:45,0.2885,0.895775,0.129375,0.3443875
1/3/2021 21:00,0.3249,0.923625,0.1307125,0.3284625
1/3/2021 21:15,0.3879,0.927475,0.1242375,0.3252875
1/3/2021 21:30,0.3526,0.931325,0.1177625,0.3221125
1/3/2021 21:45,0.3126,0.935175,0.1112875,0.3189375
1/3/2021 22:00,0.3277,0.945025,0.091725,0.33605
1/3/2021 22:15,0.3426,0.944875,0.093975,0.31935
1/3/2021 22:30,0.3532,0.944725,0.096225,0.30265
1/3/2021 22:45,0.2778,0.944575,0.098475,0.28595
1/3/2021 23:00,0.2605,1,0.0744375,0.1943625
1/3/2021 23:15,0.289,1,0.0942125,0.2275875
1/3/2021 23:30,0.2829,0.8801,0.1139875,0.2608125
1/3/2021 23:45,0.3042,0.7519,0.1337625,0.2940375
1/4/2021 0:00,0.3291,0.447,0.1832375,0.3775125
1/4/2021 0:15,0.2566,0.4366,0.1832125,0.3772375
1/4/2021 0:30,0.2731,0.4262,0.1831875,0.3769625
1/4/2021 0:45,0.3018,0.4158,0.1831625,0.3766875
1/4/2021 1:00,0.3003,0.3791125,0.1787125,0.3617875
1/4/2021 1:15,0.2194,0.3862375,0.1816375,0.3712625
1/4/2021 1:30,0.2071,0.3933625,0.1845625,0.3807375
1/4/2021 1:45,0.211,0.4004875,0.1874875,0.3902125
1/4/2021 2:00,0.2409,0.3968125,0.1748125,0.409325
1/4/2021 2:15,0.2641,0.4111375,0.1881375,0.412375
1/4/2021 2:30,0.2135,0.4254625,0.2014625,0.415425
1/4/2021 2:45,0.2654,0.4397875,0.2147875,0.418475
1/4/2021 3:00,0.3075,0.4583875,0.242325,0.417775
1/4/2021 3:15,0.2654,0.4698625,0.246175,0.423325
1/4/2021 3:30,0.28,0.4813375,0.250025,0.428875
1/4/2021 3:45,0.2541,0.4928125,0.253875,0.434425
1/4/2021 4:00,0.239,0.52285,0.2640625,0.4451875
1/4/2021 4:15,0.2261,0.52195,0.2636875,0.4472625
1/4/2021 4:30,0.2341,0.52105,0.2633125,0.4493375
1/4/2021 4:45,0.2795,0.52015,0.2629375,0.4514125
1/4/2021 5:00,0.2971,0.5332375,0.2562625,0.4482
1/4/2021 5:15,0.3204,0.5230125,0.2600875,0.4538
1/4/2021 5:30,0.3727,0.5127875,0.2639125,0.4594
1/4/2021 5:45,0.379,0.5025625,0.2677375,0.465
1/4/2021 6:00,0.3645,0.488925,0.2681875,0.4724
1/4/2021 6:15,0.328,0.480975,0.2742625,0.4768
1/4/2021 6:30,0.3187,0.473025,0.2803375,0.4812
1/4/2021 6:45,0.3206,0.465075,0.2864125,0.4856
1/4/2021 7:00,0.3512,0.453675,0.308425,0.5023375
1/4/2021 7:15,0.3202,0.448025,0.303875,0.4985125
1/4/2021 7:30,0.3607,0.442375,0.299325,0.4946875
1/4/2021 7:45,0.3488,0.436725,0.294775,0.4908625
1/4/2021 8:00,0.2919,0.4492625,0.3017,0.5051125
1/4/2021 8:15,0.292,0.4314875,0.2895,0.4892375
1/4/2021 8:30,0.2103,0.4137125,0.2773,0.4733625
1/4/2021 8:45,0.2321,0.3959375,0.2651,0.4574875
1/4/2021 9:00,0.3169,0.3556625,0.2313375,0.4535375
1/4/2021 9:15,0.3242,0.3528875,0.2335125,0.4297125
1/4/2021 9:30,0.2674,0.3501125,0.2356875,0.4058875
1/4/2021 9:45,0.2451,0.3473375,0.2378625,0.3820625
1/4/2021 10:00,0.2542,0.33545,0.2426625,0.3419625
1/4/2021 10:15,0.2591,0.33875,0.2430875,0.3289875
1/4/2021 10:30,0.281,0.34205,0.2435125,0.3160125
1/4/2021 10:45,0.2967,0.34535,0.2439375,0.3030375
1/4/2021 11:00,0.3017,0.3396125,0.2359625,0.2673
1/4/2021 11:15,0.3085,0.3489375,0.2419875,0.2695
1/4/2021 11:30,0.2703,0.3582625,0.2480125,0.2717
1/4/2021 11:45,0.3397,0.3675875,0.2540375,0.2739
1/4/2021 12:00,0.3267,0.3341625,0.24405,0.2624875
1/4/2021 12:15,0.3088,0.3719875,0.26075,0.2737625
1/4/2021 12:30,0.3527,0.4098125,0.27745,0.2850375
1/4/2021 12:45,0.3298,0.4476375,0.29415,0.2963125
1/4/2021 13:00,0.3376,0.5099875,0.3041375,0.3315125
1/4/2021 13:15,0.3715,0.5314625,0.3253125,0.3268375
1/4/2021 13:30,0.3553,0.5529375,0.3464875,0.3221625
1/4/2021 13:45,0.3776,0.5744125,0.3676625,0.3174875
1/4/2021 14:00,0.4116,0.5760875,0.379575,0.3331375
1/4/2021 14:15,0.4039,0.6107625,0.406925,0.3149125
1/4/2021 14:30,0.3838,0.6454375,0.434275,0.2966875
1/4/2021 14:45,0.3658,0.6801125,0.461625,0.2784625
1/4/2021 15:00,0.3952,0.7588875,0.50585,0.2459875
1/4/2021 15:15,0.3358,0.7641625,0.52195,0.2372625
1/4/2021 15:30,0.3304,0.7694375,0.53805,0.2285375
1/4/2021 15:45,0.3683,0.7747125,0.55415,0.2198125
1/4/2021 16:00,0.3943,0.77665,0.616675,0.1957125
1/4/2021 16:15,0.4418,0.78415,0.601825,0.1972375
1/4/2021 16:30,0.4994,0.79165,0.586975,0.1987625
1/4/2021 16:45,0.402,0.79915,0.572125,0.2002875
1/4/2021 17:00,0.6156,0.8166625,0.5496625,0.192775
1/4/2021 17:15,0.5087,0.8174875,0.5398875,0.200325
1/4/2021 17:30,0.5435,0.8183125,0.5301125,0.207875
1/4/2021 17:45,0.5175,0.8191375,0.5203375,0.215425
1/4/2021 18:00,0.3603,0.8332,0.506475,0.2460375
1/4/2021 18:15,0.3482,0.8252,0.499425,0.2382125
1/4/2021 18:30,0.3941,0.8172,0.492375,0.2303875
1/4/2021 18:45,0.3044,0.8092,0.485325,0.2225625
1/4/2021 19:00,0.3275,0.7997,0.4847625,0.2158625
1/4/2021 19:15,0.3461,0.7927,0.4733875,0.2072875
1/4/2021 19:30,0.3854,0.7857,0.4620125,0.1987125
1/4/2021 19:45,0.3524,0.7787,0.4506375,0.1901375
1/4/2021 20:00,0.3082,0.7267,0.4111,0.170575
1/4/2021 20:15,0.2858,0.7497,0.4185,0.169325
1/4/2021 20:30,0.2261,0.7727,0.4259,0.168075
1/4/2021 20:45,0.2865,0.7957,0.4333,0.166825
1/4/2021 21:00,0.2803,0.815475,0.431175,0.1616
1/4/2021 21:15,0.3198,0.840625,0.444925,0.163
1/4/2021 21:30,0.3102,0.865775,0.458675,0.1644
1/4/2021 21:45,0.3338,0.890925,0.472425,0.1658
1/4/2021 22:00,0.3857,0.9538375,0.51265,0.1728625
1/4/2021 22:15,0.4267,0.9538125,0.50875,0.1704875
1/4/2021 22:30,0.4339,0.9537875,0.50485,0.1681125
1/4/2021 22:45,0.4045,0.9537625,0.50095,0.1657375
1/4/2021 23:00,0.3585,1,0.4538125,0.07745
1/4/2021 23:15,0.3253,1,0.4787375,0.13235
1/4/2021 23:30,0.3378,0.8491,0.5036625,0.18725
1/4/2021 23:45,0.3492,0.6399,0.5285875,0.24215
1/5/2021 0:00,0.3648,0.098675,0.5989625,0.36965
1/5/2021 0:15,0.3554,0.110825,0.5935875,0.37615
1/5/2021 0:30,0.3314,0.122975,0.5882125,0.38265
1/5/2021 0:45,0.3635,0.135125,0.5828375,0.38915
1/5/2021 1:00,0.3725,0.1455125,0.56655,0.379075
1/5/2021 1:15,0.3331,0.1588375,0.56845,0.396625
1/5/2021 1:30,0.3632,0.1721625,0.57035,0.414175
1/5/2021 1:45,0.3701,0.1854875,0.57225,0.431725
1/5/2021 2:00,0.362,0.208225,0.5662,0.4736875
1/5/2021 2:15,0.365,0.215275,0.5734,0.4749625
1/5/2021 2:30,0.4259,0.222325,0.5806,0.4762375
1/5/2021 2:45,0.388,0.229375,0.5878,0.4775125
1/5/2021 3:00,0.3442,0.259675,0.604675,0.462325
1/5/2021 3:15,0.3815,0.251225,0.605425,0.474575
1/5/2021 3:30,0.43,0.242775,0.606175,0.486825
1/5/2021 3:45,0.4362,0.234325,0.606925,0.499075
1/5/2021 4:00,0.4213,0.210875,0.61645,0.49085
1/5/2021 4:15,0.3702,0.212425,0.61135,0.51675
1/5/2021 4:30,0.3733,0.213975,0.60625,0.54265
1/5/2021 4:45,0.4462,0.215525,0.60115,0.56855
1/5/2021 5:00,0.4922,0.20005,0.543925,0.60735
1/5/2021 5:15,0.453,0.21295,0.573575,0.62465
1/5/2021 5:30,0.4895,0.22585,0.603225,0.64195
1/5/2021 5:45,0.5377,0.23875,0.632875,0.65925
1/5/2021 6:00,0.4753,0.261325,0.703925,0.724175
1/5/2021 6:15,0.4835,0.267775,0.705975,0.709725
1/5/2021 6:30,0.5183,0.274225,0.708025,0.695275
1/5/2021 6:45,0.4481,0.280675,0.710075,0.680825
1/5/2021 7:00,0.4765,0.306475,0.7060125,0.648
1/5/2021 7:15,0.4328,0.300025,0.7121375,0.6458
1/5/2021 7:30,0.4289,0.293575,0.7182625,0.6436
1/5/2021 7:45,0.4162,0.287125,0.7243875,0.6414
1/5/2021 8:00,0.3991,0.2556625,0.738275,0.5962625
1/5/2021 8:15,0.3504,0.2658875,0.739225,0.6226875
1/5/2021 8:30,0.3867,0.2761125,0.740175,0.6491125
1/5/2021 8:45,0.5108,0.2863375,0.741125,0.6755375
1/5/2021 9:00,0.4282,0.3086,0.7536625,0.7238625
1/5/2021 9:15,0.4175,0.3108,0.7468875,0.7356875
1/5/2021 9:30,0.4234,0.313,0.7401125,0.7475125
1/5/2021 9:45,0.3922,0.3152,0.7333375,0.7593375
1/5/2021 10:00,0.3603,0.283125,0.697575,0.7809125
1/5/2021 10:15,0.3553,0.308175,0.710125,0.7862375
1/5/2021 10:30,0.3016,0.333225,0.722675,0.7915625
1/5/2021 10:45,0.3918,0.358275,0.735225,0.7968875
1/5/2021 11:00,0.4277,0.407325,0.8164,0.8424125
1/5/2021 11:15,0.4396,0.416375,0.7832,0.8209375
1/5/2021 11:30,0.4397,0.425425,0.75,0.7994625
1/5/2021 11:45,0.3886,0.434475,0.7168,0.7779875
1/5/2021 12:00,0.384,0.4754,0.635375,0.7078375
1/5/2021 12:15,0.3634,0.4632,0.634325,0.7188125
1/5/2021 12:30,0.3914,0.451,0.633275,0.7297875
1/5/2021 12:45,0.4018,0.4388,0.632225,0.7407625
1/5/2021 13:00,0.4124,0.4212,0.65345,0.79085
1/5/2021 13:15,0.4018,0.4126,0.63755,0.77575
1/5/2021 13:30,0.4317,0.404,0.62165,0.76065
1/5/2021 13:45,0.4442,0.3954,0.60575,0.74555
1/5/2021 14:00,0.3879,0.380275,0.581525,0.71155
1/5/2021 14:15,0.3992,0.376025,0.571175,0.70905
1/5/2021 14:30,0.4545,0.371775,0.560825,0.70655
1/5/2021 14:45,0.3877,0.367525,0.550475,0.70405
1/5/2021 15:00,0.3814,0.347075,0.5081,0.687825
1/5/2021 15:15,0.3987,0.353625,0.5191,0.694475
1/5/2021 15:30,0.3468,0.360175,0.5301,0.701125
1/5/2021 15:45,0.403,0.366725,0.5411,0.707775
1/5/2021 16:00,0.3587,0.3898875,0.5114125,0.7081625
1/5/2021 16:15,0.3228,0.3853625,0.5495375,0.7189875
1/5/2021 16:30,0.3258,0.3808375,0.5876625,0.7298125
1/5/2021 16:45,0.3494,0.3763125,0.6257875,0.7406375
1/5/2021 17:00,0.3617,0.36335,0.6842375,0.7665
1/5/2021 17:15,0.3832,0.36445,0.7088125,0.7673
1/5/2021 17:30,0.4344,0.36555,0.7333875,0.7681
1/5/2021 17:45,0.3847,0.36665,0.7579625,0.7689
1/5/2021 18:00,0.3707,0.3749125,0.8401375,0.8037125
1/5/2021 18:15,0.4098,0.3712375,0.8263125,0.7818375
1/5/2021 18:30,0.3936,0.3675625,0.8124875,0.7599625
1/5/2021 18:45,0.4006,0.3638875,0.7986625,0.7380875
1/5/2021 19:00,0.3932,0.371725,0.764025,0.691725
1/5/2021 19:15,0.4351,0.360375,0.764075,0.686175
1/5/2021 19:30,0.4674,0.349025,0.764125,0.680625
1/5/2021 19:45,0.4627,0.337675,0.764175,0.675075
1/5/2021 20:00,0.4401,0.317775,0.783125,0.6333375
1/5/2021 20:15,0.4282,0.312125,0.770575,0.6519125
1/5/2021 20:30,0.4103,0.306475,0.758025,0.6704875
1/5/2021 20:45,0.5049,0.300825,0.745475,0.6890625
1/5/2021 21:00,0.5892,0.2794625,0.6982375,0.7128125
1/5/2021 21:15,0.5642,0.2842875,0.7088125,0.7279375
1/5/2021 21:30,0.5981,0.2891125,0.7193875,0.7430625
1/5/2021 21:45,0.5925,0.2939375,0.7299625,0.7581875
1/5/2021 22:00,0.5581,0.3096,0.7409875,0.7756375
1/5/2021 22:15,0.6145,0.3072,0.7512625,0.7892125
1/5/2021 22:30,0.6098,0.3048,0.7615375,0.8027875
1/5/2021 22:45,0.454,0.3024,0.7718125,0.8163625
1/5/2021 23:00,0.3551,0.29415,0.883,0.90115
1/5/2021 23:15,0.4048,0.29565,0.826,0.86725
1/5/2021 23:30,0.3838,0.29715,0.769,0.83335
1/5/2021 23:45,0.3558,0.29865,0.712,0.79945
1/6/2021 0:00,0.3182,0.311475,0.5711875,0.7467625
1/6/2021 0:15,0.3554,0.305425,0.5700625,0.7253875
1/6/2021 0:30,0.445,0.299375,0.5689375,0.7040125
1/6/2021 0:45,0.5144,0.293325,0.5678125,0.6826375
1/6/2021 1:00,0.5149,0.279325,0.53185,0.6500125
1/6/2021 1:15,0.4312,0.278575,0.55395,0.6361375
1/6/2021 1:30,0.4375,0.277825,0.57605,0.6222625
1/6/2021 1:45,0.4847,0.277075,0.59815,0.6083875
1/6/2021 2:00,0.5081,0.249925,0.6152625,0.549775
1/6/2021 2:15,0.5553,0.266775,0.6406875,0.565725
1/6/2021 2:30,0.5757,0.283625,0.6661125,0.581675
1/6/2021 2:45,0.6265,0.300475,0.6915375,0.597625
1/6/2021 3:00,0.7128,0.3477,0.7255125,0.606675
1/6/2021 3:15,0.5811,0.3443,0.7452375,0.627225
