time,Spot price 2025,Spot price 2035,Spot price 2045,DA forecast,Realised production
11/07/1985 18.00,33.332,45.095,47.067,0.0722,0.1779
11/07/1985 19.00,37.698,45.095,47.067,0.0173,0.15
11/07/1985 20.00,31.566,45.095,47.067,0,0.1296
11/07/1985 21.00,31.566,45.095,47.067,0,0.1375
11/07/1985 22.00,31.566,45.095,47.067,0.0017,0.1396
11/07/1985 23.00,31.566,45.095,47.067,0.0068,0.1415
12/07/1985 00.00,27.281,37.57,25.744,0.1946,0.1524
12/07/1985 01.00,28.167,37.57,25.744,0.236,0.1601
12/07/1985 02.00,28.431,37.57,25.744,0.247,0.1645
12/07/1985 03.00,29.754,37.825,25.744,0.2359,0.1627
12/07/1985 04.00,31.854,37.826,25.744,0.2082,0.149
12/07/1985 05.00,34.651,38.259,25.744,0.2079,0.1582
12/07/1985 06.00,40.674,36.97,23.83,0.1943,0.1261
12/07/1985 07.00,33.882,22.123,23.172,0.2263,0.1202
12/07/1985 08.00,31.783,21.276,22.871,0.2519,0.1324
12/07/1985 09.00,26.056,16.386,20.693,0.2983,0.1552
12/07/1985 10.00,24.087,16.386,20.386,0.264,0.1464
12/07/1985 11.00,23.377,16.386,20.386,0.2965,0.1584
12/07/1985 12.00,23.377,16.5,20.916,0.2943,0.1637
12/07/1985 13.00,23.416,19.599,22.828,0.2723,0.1376
12/07/1985 14.00,23.416,19.599,23.172,0.2725,0.1262
12/07/1985 15.00,24.239,25.41,25.453,0.232,0.1007
12/07/1985 16.00,24.987,37.57,25.744,0.2039,0.1219
12/07/1985 17.00,29.209,37.57,25.744,0.2028,0.1368
12/07/1985 18.00,29.397,37.57,25.744,0.2351,0.143
12/07/1985 19.00,26.068,37.57,25.744,0.2042,0.1351
12/07/1985 20.00,26.374,37.57,25.744,0.1758,0.1242
12/07/1985 21.00,25.448,37.57,25.744,0.1904,0.1326
12/07/1985 22.00,25.175,37.57,25.744,0.2074,0.1209
12/07/1985 23.00,25.448,37.57,25.744,0.2053,0.104
13/07/1985 00.00,26.737,40.968,46.732,0.0058,0.0948
13/07/1985 01.00,26.737,40.968,46.732,0.009,0.1085
13/07/1985 02.00,26.737,40.968,46.732,0.0443,0.1315
13/07/1985 03.00,26.737,40.968,46.732,0.0448,0.143
13/07/1985 04.00,26.737,40.968,46.732,0.0335,0.158
13/07/1985 05.00,30.747,40.968,46.732,0.0319,0.1848
13/07/1985 06.00,29.055,40.968,46.732,0.0357,0.1899
13/07/1985 07.00,26.132,38.866,46.274,0.0563,0.1851
13/07/1985 08.00,24.126,32.408,44.923,0.058,0.1692
13/07/1985 09.00,19.024,23.192,42.855,0.062,0.1554
13/07/1985 10.00,12.588,22.897,42.777,0.0827,0.1847
13/07/1985 11.00,12.588,22.897,42.777,0.1096,0.1974
13/07/1985 12.00,12.588,22.897,42.777,0.1023,0.1756
13/07/1985 13.00,16.931,26.946,43.87,0.085,0.1784
13/07/1985 14.00,20.955,32.813,45.659,0.0724,0.153
13/07/1985 15.00,23.896,39.588,46.274,0.0578,0.1201
13/07/1985 16.00,26.132,39.588,46.732,0.0314,0.0951
13/07/1985 17.00,31.273,40.968,46.732,0.0238,0.0824
13/07/1985 18.00,38.59,41.38,46.732,0.0122,0.0606
13/07/1985 19.00,39.26,41.38,46.732,0,0.0305
13/07/1985 20.00,32.746,42.29,46.808,0,0.0463
13/07/1985 21.00,29.239,41.717,46.808,0.003,0.0264
13/07/1985 22.00,27.525,41.628,46.808,0,0
13/07/1985 23.00,27.525,41.628,46.808,0.0042,0
14/07/1985 00.00,24.006,17.013,14.644,0.0008,0
14/07/1985 01.00,23.043,17.013,14.644,0,0
14/07/1985 02.00,24.866,17.013,14.644,0,0
14/07/1985 03.00,24.003,17.159,14.644,0,0
14/07/1985 04.00,24.436,17.175,14.644,0.0308,0
14/07/1985 05.00,24.013,17.332,14.644,0.1331,0.0362
14/07/1985 06.00,22.097,17.159,14.644,0.1822,0.0937
14/07/1985 07.00,21.41,16.671,14.644,0.2249,0.1275
14/07/1985 08.00,20.836,12.741,13.86,0.2231,0.1144
14/07/1985 09.00,14.076,5.966,11.648,0.1999,0.1033
14/07/1985 10.00,12.877,4.334,11.648,0.2202,0.1235
14/07/1985 11.00,8.618,4.334,11.648,0.2858,0.1722
14/07/1985 12.00,8.552,4.334,11.648,0.3298,0.2308
14/07/1985 13.00,8.552,4.334,11.648,0.3486,0.273
14/07/1985 14.00,8.589,4.403,13.862,0.3159,0.2716
14/07/1985 15.00,13.297,12.872,14.644,0.3484,0.3045
14/07/1985 16.00,20.638,17.013,14.644,0.276,0.2291
14/07/1985 17.00,21.46,17.013,14.644,0.2149,0.2202
14/07/1985 18.00,21.286,17.013,14.644,0.1767,0.2242
14/07/1985 19.00,21.15,17.013,14.644,0.1642,0.2168
14/07/1985 20.00,20.773,17.013,14.644,0.1071,0.1636
14/07/1985 21.00,20.698,17.013,14.644,0.1017,0.1358
14/07/1985 22.00,20.773,17.013,14.644,0.0508,0.0567
14/07/1985 23.00,20.698,17.013,14.644,0.0341,0.0491
15/07/1985 00.00,24.599,42.956,17.21,0.1053,0.103
15/07/1985 01.00,24.599,42.956,17.21,0.0915,0.107
15/07/1985 02.00,24.599,43.344,17.315,0.0393,0.0703
15/07/1985 03.00,24.599,43.344,17.315,0,0.0078
15/07/1985 04.00,24.599,42.956,17.315,0.0295,0.0695
15/07/1985 05.00,24.919,42.956,17.272,0.0427,0.0854
15/07/1985 06.00,31.168,25.759,16.2,0.1403,0.1877
15/07/1985 07.00,33.462,26.159,16.14,0.1261,0.2285
15/07/1985 08.00,16.909,16.659,15.876,0.0963,0.2326
15/07/1985 09.00,4.175,14.451,15.347,0.0964,0.2543
15/07/1985 10.00,3.731,12.966,14.524,0.1333,0.3391
15/07/1985 11.00,2.554,12.34,11.661,0.1805,0.4683
15/07/1985 12.00,1.974,12.236,11.661,0.2588,0.6613
15/07/1985 13.00,1.974,12.119,11.661,0.3307,0.854
15/07/1985 14.00,1.994,12.119,11.661,0.3661,0.8918
15/07/1985 15.00,5.146,12.119,14.965,0.3889,0.8721
15/07/1985 16.00,10.185,14.586,16.371,0.3928,0.7967
15/07/1985 17.00,24.599,24.244,16.471,0.2853,0.6298
15/07/1985 18.00,25.473,38.809,17.073,0.2528,0.5339
15/07/1985 19.00,32.217,38.809,17.073,0.2444,0.4743
15/07/1985 20.00,33.12,44.243,17.21,0.2193,0.4092
15/07/1985 21.00,33.12,44.418,17.21,0.204,0.3463
15/07/1985 22.00,25.889,44.418,17.21,0.1793,0.2682
15/07/1985 23.00,24.847,44.824,17.315,0.1639,0.1947
16/07/1985 00.00,29.673,43.94,44.563,0.1616,0.1582
16/07/1985 01.00,29.673,43.94,44.563,0.1544,0.1455
16/07/1985 02.00,29.673,43.94,44.563,0.1783,0.1441
16/07/1985 03.00,29.673,43.94,44.563,0.1966,0.162
16/07/1985 04.00,29.673,43.94,44.563,0.1629,0.1821
16/07/1985 05.00,31.36,43.94,44.563,0.1198,0.1492
16/07/1985 06.00,34.362,43.497,42.803,0.1107,0.1413
16/07/1985 07.00,41.605,43.473,42.626,0.1183,0.1451
16/07/1985 08.00,30.894,39.99,42.465,0.1332,0.1419
16/07/1985 09.00,29.324,27.719,41.258,0.0996,0.0967
16/07/1985 10.00,29.632,27.719,40.567,0.062,0.0651
16/07/1985 11.00,29.629,27.596,40.567,0.0842,0.0692
16/07/1985 12.00,27.522,27.596,40.567,0.1173,0.09
16/07/1985 13.00,27.513,27.596,40.958,0.214,0.1448
16/07/1985 14.00,27.513,34.66,42.534,0.2822,0.1513
16/07/1985 15.00,27.885,42.182,43.943,0.3582,0.1822
16/07/1985 16.00,30.958,43.415,44.563,0.342,0.1601
16/07/1985 17.00,31.802,43.94,44.563,0.3147,0.138
16/07/1985 18.00,31.802,43.94,44.563,0.3553,0.1597
16/07/1985 19.00,31.66,43.94,44.563,0.3341,0.1608
16/07/1985 20.00,31.66,43.94,44.563,0.2781,0.1335
16/07/1985 21.00,31.66,43.94,44.563,0.2653,0.1157
16/07/1985 22.00,31.244,43.94,44.563,0.3228,0.1627
16/07/1985 23.00,31.244,43.94,44.563,0.3589,0.1644
17/07/1985 00.00,28.497,19.514,13.604,0.1347,0.1715
17/07/1985 01.00,29.012,19.514,13.604,0.1311,0.175
17/07/1985 02.00,29.116,19.514,13.604,0.1374,0.177
17/07/1985 03.00,27.68,19.514,13.604,0.1862,0.1942
17/07/1985 04.00,30.412,19.914,13.604,0.2009,0.2124
17/07/1985 05.00,32.383,19.946,13.604,0.1867,0.1977
17/07/1985 06.00,41.943,17.657,12.062,0.1805,0.1835
17/07/1985 07.00,32.144,11.259,6.615,0.1641,0.1943
17/07/1985 08.00,29.381,9.76,3.78,0.1698,0.2219
17/07/1985 09.00,24.69,7.169,3.67,0.1933,0.2489
17/07/1985 10.00,23.453,7.169,3.67,0.1833,0.25
17/07/1985 11.00,22.947,7.169,3.67,0.2065,0.2542
17/07/1985 12.00,22.947,7.169,3.67,0.1911,0.2403
17/07/1985 13.00,23.319,10.558,4.202,0.2036,0.2234
17/07/1985 14.00,25.073,11.268,8.819,0.2281,0.2671
17/07/1985 15.00,26.096,16.679,12.275,0.2918,0.3123
17/07/1985 16.00,26.096,19.514,13.443,0.2488,0.2716
17/07/1985 17.00,28.747,19.514,13.604,0.1981,0.2037
17/07/1985 18.00,35.398,19.514,13.604,0.1642,0.1698
17/07/1985 19.00,33.659,19.514,13.604,0.1558,0.1674
17/07/1985 20.00,28.683,19.874,13.604,0.0854,0.1396
17/07/1985 21.00,29.982,19.874,13.604,0.0444,0.0986
17/07/1985 22.00,26.293,19.514,13.604,0.0917,0.1119
17/07/1985 23.00,26.293,19.514,13.604,0.1096,0.1165
18/07/1985 00.00,21.711,18.241,18.92,0.1309,0.1288
18/07/1985 01.00,21.696,18.241,18.92,0.1725,0.173
18/07/1985 02.00,21.261,18.241,18.92,0.2234,0.2206
18/07/1985 03.00,21.261,18.241,18.92,0.268,0.2513
18/07/1985 04.00,21.261,18.241,18.92,0.245,0.2823
18/07/1985 05.00,21.261,18.241,18.92,0.2213,0.3227
18/07/1985 06.00,25.08,11.572,5.723,0.219,0.3288
18/07/1985 07.00,29.021,4.26,3.762,0.2214,0.3508
18/07/1985 08.00,23.059,3.877,3.67,0.1644,0.3565
18/07/1985 09.00,17.066,3.835,3.659,0.1147,0.3593
18/07/1985 10.00,14.687,3.81,3.659,0.1334,0.4047
18/07/1985 11.00,13.22,3.81,3.659,0.091,0.3841
18/07/1985 12.00,13.22,3.835,3.67,0.0793,0.3648
18/07/1985 13.00,14.595,4.075,3.918,0.0364,0.3051
18/07/1985 14.00,22.261,4.575,6.292,0.0482,0.3079
18/07/1985 15.00,24.003,12.696,18.065,0.0517,0.2545
18/07/1985 16.00,28.213,18.395,18.92,0.0472,0.253
18/07/1985 17.00,27.324,19.312,18.92,0.0327,0.2776
18/07/1985 18.00,22.369,19.105,18.92,0.0086,0.2672
18/07/1985 19.00,30.687,18.336,18.92,0,0.1801
18/07/1985 20.00,30.687,18.474,18.98,0,0.1386
18/07/1985 21.00,27.581,18.71,18.92,0,0.0995
18/07/1985 22.00,27.581,18.444,18.92,0,0.036
18/07/1985 23.00,27.581,18.444,18.925,0,0.008
19/07/1985 00.00,14.236,12.962,4.672,0,0
19/07/1985 01.00,14.236,12.962,4.672,0,0
19/07/1985 02.00,14.236,12.962,4.672,0,0
19/07/1985 03.00,14.236,12.962,4.672,0,0
19/07/1985 04.00,14.236,12.962,4.672,0,0.023
19/07/1985 05.00,14.081,12.962,4.672,0.0147,0.0835
19/07/1985 06.00,14.47,12.721,4.487,0.1068,0.2029
19/07/1985 07.00,14.526,5.617,3.925,0.1883,0.2785
19/07/1985 08.00,13.774,4.252,3.296,0.3445,0.4425
19/07/1985 09.00,9.031,3.629,3.202,0.2987,0.36
19/07/1985 10.00,4.563,3.603,3.138,0.2557,0.2966
19/07/1985 11.00,4.563,3.578,3.138,0.5827,0.5519
19/07/1985 12.00,4.563,3.578,3.138,0.6179,0.5093
19/07/1985 13.00,5.248,3.578,3.138,0.5399,0.4158
19/07/1985 14.00,5.495,3.578,3.204,0.4468,0.3427
19/07/1985 15.00,8.396,3.663,4.105,0.3335,0.2705
19/07/1985 16.00,12.89,12.311,4.515,0.3158,0.2528
19/07/1985 17.00,13.64,12.639,4.616,0.4035,0.2948
19/07/1985 18.00,14.637,12.639,4.616,0.2885,0.2355
19/07/1985 19.00,18.513,12.723,4.616,0.3105,0.2593
19/07/1985 20.00,19.335,12.758,4.616,0.256,0.2165
19/07/1985 21.00,19.539,12.758,4.616,0.2416,0.1921
19/07/1985 22.00,14.173,12.758,4.616,0.2349,0.1551
19/07/1985 23.00,14.081,12.887,4.658,0.2923,0.1526
20/07/1985 00.00,16.505,15.396,5.373,0.2007,0.161
20/07/1985 01.00,16.505,15.396,5.373,0.1746,0.1574
20/07/1985 02.00,16.505,15.396,5.373,0.1198,0.1315
20/07/1985 03.00,16.505,15.396,5.373,0.0997,0.0988
20/07/1985 04.00,16.944,15.396,5.373,0.0282,0.0275
20/07/1985 05.00,21.898,15.396,5.373,0,0
20/07/1985 06.00,17.02,15.396,5.373,0,0
20/07/1985 07.00,16.567,15.396,5.373,0,0
20/07/1985 08.00,16.021,6.165,5.092,0,0
20/07/1985 09.00,8.852,3.846,3.589,0,0
20/07/1985 10.00,8.007,3.766,3.511,0,0
20/07/1985 11.00,6.289,3.767,3.511,0,0
20/07/1985 12.00,5.901,3.783,3.511,0,0
20/07/1985 13.00,5.901,3.783,3.511,0,0
20/07/1985 14.00,5.901,3.784,3.85,0,0
20/07/1985 15.00,6.105,5.989,5.313,0,0
20/07/1985 16.00,9.043,15.115,5.373,0.0252,0
20/07/1985 17.00,16.579,15.548,5.373,0.0413,0.003
20/07/1985 18.00,17.106,15.868,5.373,0.0441,0.0041
20/07/1985 19.00,17.59,15.971,5.373,0.0527,0.0168
20/07/1985 20.00,20.633,15.971,5.373,0.0972,0.058
20/07/1985 21.00,17.471,15.971,5.373,0.1149,0.0792
20/07/1985 22.00,17.02,15.868,5.373,0.1553,0.0873
20/07/1985 23.00,16.809,15.868,5.373,0.2011,0.1071
21/07/1985 00.00,18.248,9.467,4.945,0.1556,0.1192
21/07/1985 01.00,18.248,9.467,4.945,0.1874,0.1306
21/07/1985 02.00,18.248,9.467,4.945,0.1981,0.1561
21/07/1985 03.00,18.248,9.512,4.945,0.1889,0.1541
21/07/1985 04.00,18.711,9.467,4.945,0.1838,0.137
21/07/1985 05.00,19.676,9.512,4.945,0.1585,0.1065
21/07/1985 06.00,18.248,9.384,4.945,0.138,0.1011
21/07/1985 07.00,18.021,9.008,4.93,0.1074,0.1151
21/07/1985 08.00,8.623,3.799,3.624,0.117,0.1188
21/07/1985 09.00,3.874,1.949,3.204,0.1407,0.1161
21/07/1985 10.00,1.97,1.939,3.191,0.1006,0.0659
21/07/1985 11.00,1.901,1.926,3.191,0.1407,0.0849
21/07/1985 12.00,1.901,1.915,3.191,0.2741,0.1818
21/07/1985 13.00,1.901,1.915,3.191,0.2917,0.1738
21/07/1985 14.00,1.901,1.915,3.227,0.3083,0.156
21/07/1985 15.00,1.936,3.67,4.755,0.4348,0.2377
21/07/1985 16.00,2.653,7.727,4.93,0.3379,0.1997
21/07/1985 17.00,3.715,9.206,4.93,0.3394,0.2247
21/07/1985 18.00,4.58,9.206,4.937,0.3718,0.2224
21/07/1985 19.00,5.266,9.206,4.937,0.4166,0.2307
21/07/1985 20.00,7.351,9.206,4.937,0.4538,0.2567
21/07/1985 21.00,5.813,9.206,4.937,0.5303,0.296
21/07/1985 22.00,5.12,9.206,4.937,0.5659,0.34
21/07/1985 23.00,5.12,9.206,4.937,0.5398,0.3497
22/07/1985 00.00,13.394,4.361,4.492,0.3172,0.3293
22/07/1985 01.00,13.394,4.361,4.492,0.3327,0.3214
22/07/1985 02.00,13.394,4.361,4.492,0.3471,0.3294
22/07/1985 03.00,13.394,4.361,4.492,0.4071,0.3422
22/07/1985 04.00,16.146,4.361,4.492,0.3767,0.3303
22/07/1985 05.00,23.136,4.361,4.492,0.3414,0.285
22/07/1985 06.00,29.768,3.712,3.296,0.279,0.2094
22/07/1985 07.00,23.524,2.652,2.808,0.34,0.2312
22/07/1985 08.00,14.218,2.153,1.991,0.347,0.2269
22/07/1985 09.00,13.637,1.991,1.991,0.3069,0.211
22/07/1985 10.00,13.271,1.991,2.069,0.2617,0.1729
22/07/1985 11.00,9.89,1.991,2.261,0.2516,0.1385
22/07/1985 12.00,9.89,1.991,2.328,0.2228,0.108
22/07/1985 13.00,9.89,1.991,3.175,0.1941,0.0587
22/07/1985 14.00,9.89,2.059,3.215,0.1701,0.0286
22/07/1985 15.00,12.215,3.038,3.371,0.1375,0.0111
22/07/1985 16.00,15.217,3.877,4.492,0.221,0.061
22/07/1985 17.00,15.217,4.392,4.492,0.2932,0.1016
22/07/1985 18.00,15.269,4.41,4.492,0.1898,0.0473
22/07/1985 19.00,15.217,4.425,4.492,0.1888,0.0542
22/07/1985 20.00,15.217,4.425,4.492,0.2181,0.0698
22/07/1985 21.00,15.217,4.41,4.492,0.2273,0.0739
22/07/1985 22.00,15.217,4.372,4.492,0.3124,0.1347
22/07/1985 23.00,15.217,4.372,4.492,0.3619,0.1616
23/07/1985 00.00,19.381,19.083,6.667,0.4986,0.208
23/07/1985 01.00,19.381,19.083,6.667,0.4813,0.1978
23/07/1985 02.00,19.381,19.083,6.667,0.4636,0.1825
23/07/1985 03.00,19.381,19.083,6.667,0.4442,0.1624
23/07/1985 04.00,19.381,19.083,6.667,0.4879,0.1703
23/07/1985 05.00,20.496,19.083,6.667,0.4243,0.1542
23/07/1985 06.00,27.018,18.945,5.491,0.3816,0.1567
23/07/1985 07.00,36.496,12.551,3.873,0.2821,0.105
23/07/1985 08.00,23.635,7.772,3.714,0.2459,0.0863
23/07/1985 09.00,18.287,5.594,3.671,0.2923,0.1123
23/07/1985 10.00,17.259,4.109,3.671,0.259,0.1082
23/07/1985 11.00,15.985,4.109,3.671,0.3401,0.1394
23/07/1985 12.00,15.914,4.109,3.702,0.5596,0.2266
23/07/1985 13.00,15.848,4.109,3.77,0.7625,0.3156
23/07/1985 14.00,18.086,4.109,3.77,0.783,0.3472
23/07/1985 15.00,19.381,7.454,5.409,0.8529,0.3851
23/07/1985 16.00,20.693,16.858,6.502,0.9426,0.4401
23/07/1985 17.00,26.98,19.083,6.667,0.9788,0.4809
23/07/1985 18.00,27.644,23.608,6.667,0.9352,0.4214
23/07/1985 19.00,27.644,23.461,6.667,0.798,0.3587
23/07/1985 20.00,27.644,23.635,6.728,0.6059,0.2765
23/07/1985 21.00,27.644,23.229,6.667,0.5611,0.2487
23/07/1985 22.00,27.496,22.07,6.667,0.563,0.2273
23/07/1985 23.00,27.371,19.613,6.692,0.4888,0.1827
24/07/1985 00.00,26.285,26.744,20.078,0.1521,0.1582
24/07/1985 01.00,26.285,26.744,20.078,0.092,0.1478
24/07/1985 02.00,26.285,26.744,20.078,0.0454,0.1329
24/07/1985 03.00,26.285,26.744,20.078,0.0417,0.1213
24/07/1985 04.00,26.565,26.744,20.078,0.0384,0.1219
24/07/1985 05.00,27.476,26.766,20.078,0.0396,0.1208
24/07/1985 06.00,31.861,21.178,13.49,0.0385,0.1247
24/07/1985 07.00,41.554,16.62,12.901,0.0366,0.1255
24/07/1985 08.00,26.16,14.729,11.971,0.0315,0.151
24/07/1985 09.00,23.316,12.595,10.801,0.0384,0.1582
24/07/1985 10.00,21.95,12.595,10.801,0.02,0.0932
24/07/1985 11.00,20.415,12.595,10.862,0.0128,0.0727
24/07/1985 12.00,20.274,12.595,11.342,0.011,0.0776
24/07/1985 13.00,20.274,12.883,12.75,0.0175,0.0674
24/07/1985 14.00,23.208,15.312,13.25,0.0234,0.0529
24/07/1985 15.00,26.023,18.64,14.337,0.022,0.0393
24/07/1985 16.00,27.16,26.643,19.44,0.0604,0.044
24/07/1985 17.00,33.763,26.851,20.078,0.0592,0.0456
24/07/1985 18.00,38.739,27.33,20.078,0.0489,0.0451
24/07/1985 19.00,38.598,27.33,20.078,0.0751,0.0671
24/07/1985 20.00,31.916,27.37,20.51,0.0902,0.0609
24/07/1985 21.00,27.299,27.37,20.51,0.0931,0.0537
24/07/1985 22.00,27.16,27.51,20.51,0.1069,0.0248
24/07/1985 23.00,27.16,27.493,20.51,0.1502,0.032
25/07/1985 00.00,24.242,26.91,44.323,0.0297,0.0449
25/07/1985 01.00,24.242,26.91,44.323,0.0155,0.0316
25/07/1985 02.00,24.242,26.91,44.323,0.0058,0.0114
25/07/1985 03.00,24.441,26.91,44.323,0.0107,0.0149
25/07/1985 04.00,29.689,26.91,44.323,0.0066,0.0208
25/07/1985 05.00,34.058,27.505,44.323,0.0071,0.0101
25/07/1985 06.00,43.012,25.874,42.806,0.0016,0
25/07/1985 07.00,32.634,24.445,42.515,0,0
25/07/1985 08.00,25.632,22.545,42.2,0.0015,0
25/07/1985 09.00,23.442,17.864,41.751,0,0
25/07/1985 10.00,18.395,16.582,41.214,0,0
25/07/1985 11.00,13.031,12.966,39.748,0,0
25/07/1985 12.00,12.851,12.966,39.748,0.0102,0
25/07/1985 13.00,12.851,12.966,39.748,0.0182,0
25/07/1985 14.00,12.851,12.966,39.937,0.0184,0
25/07/1985 15.00,16.299,15.959,42.442,0.0335,0
25/07/1985 16.00,24.242,26.032,42.793,0.043,0
25/07/1985 17.00,34.367,26.693,44.238,0.0675,0
25/07/1985 18.00,34.577,26.91,44.323,0.1084,0.0106
25/07/1985 19.00,25.451,26.91,44.323,0.1638,0.0375
25/07/1985 20.00,24.242,26.91,44.323,0.174,0.0481
25/07/1985 21.00,24.242,26.91,44.323,0.1741,0.0358
25/07/1985 22.00,24.242,26.91,44.323,0.1335,0.0171
25/07/1985 23.00,24.242,26.91,44.323,0.1528,0.0247
26/07/1985 00.00,15.161,16.348,13.718,0.0643,0.0412
26/07/1985 01.00,15.161,16.348,13.718,0.0587,0.0444
26/07/1985 02.00,15.161,16.348,13.718,0.0529,0.0327
26/07/1985 03.00,15.161,16.348,13.718,0.053,0.0156
26/07/1985 04.00,15.161,16.348,13.718,0.0346,0
26/07/1985 05.00,22.33,16.348,13.718,0.0099,0
26/07/1985 06.00,25.198,14.863,13.162,0,0
26/07/1985 07.00,38.315,12.593,12.809,0,0
26/07/1985 08.00,24.168,11.095,12.566,0,0
26/07/1985 09.00,16.368,8.311,10.013,0,0
26/07/1985 10.00,14.883,8.124,10.013,0,0
26/07/1985 11.00,13.639,8.052,10.023,0,0
26/07/1985 12.00,13.639,8.052,12.177,0.0028,0
26/07/1985 13.00,14.177,11.609,13.102,0.0189,0
26/07/1985 14.00,15.088,12.595,13.355,0.0228,0
26/07/1985 15.00,15.312,15.428,13.599,0.0122,0
26/07/1985 16.00,21.624,16.39,13.718,0.0083,0
26/07/1985 17.00,21.624,16.586,13.718,0.067,0.0222
26/07/1985 18.00,21.624,16.586,13.718,0.094,0.0459
26/07/1985 19.00,21.624,16.547,13.718,0.1005,0.0543
26/07/1985 20.00,15.312,16.375,13.718,0.1348,0.0561
26/07/1985 21.00,15.274,16.348,13.718,0.2299,0.1081
26/07/1985 22.00,15.161,16.348,13.718,0.2622,0.1001
26/07/1985 23.00,15.161,16.348,13.718,0.2985,0.13
27/07/1985 00.00,16.215,17.197,17.219,0.1577,0.1499
27/07/1985 01.00,16.215,17.197,17.219,0.1983,0.1824
27/07/1985 02.00,16.215,17.197,17.219,0.2684,0.2236
27/07/1985 03.00,16.215,17.197,17.219,0.2558,0.2224
27/07/1985 04.00,16.215,17.197,17.219,0.2441,0.2025
27/07/1985 05.00,16.215,17.197,17.219,0.3137,0.2132
27/07/1985 06.00,16.215,17.197,17.219,0.3394,0.2109
27/07/1985 07.00,15.162,16.071,17.055,0.3679,0.2239
27/07/1985 08.00,13.705,5.092,16.118,0.3208,0.1792
27/07/1985 09.00,8.556,3.913,13.436,0.1813,0.0832
27/07/1985 10.00,7.685,3.913,13.436,0.0505,0.0151
27/07/1985 11.00,6.696,3.913,13.436,0,0
27/07/1985 12.00,6.696,3.913,13.436,0,0
27/07/1985 13.00,6.696,3.913,13.436,0,0
27/07/1985 14.00,11.671,4.485,16.576,0.0029,0.0013
27/07/1985 15.00,14.838,15.31,17.219,0.0109,0
27/07/1985 16.00,16.354,17.269,17.219,0,0
27/07/1985 17.00,23.156,17.507,17.219,0,0
27/07/1985 18.00,23.508,22.626,17.219,0,0
27/07/1985 19.00,23.156,23.126,17.219,0,0
27/07/1985 20.00,23.156,23.126,17.378,0,0
27/07/1985 21.00,23.156,23.126,17.586,0.0189,0.0122
27/07/1985 22.00,23.156,22.341,17.219,0.0647,0.0419
27/07/1985 23.00,23.156,18.747,17.299,0.0798,0.0544
28/07/1985 00.00,24.651,18.15,24.38,0.1524,0.0331
28/07/1985 01.00,24.651,18.15,24.38,0.1164,0.0175
28/07/1985 02.00,25.591,18.15,24.38,0.1442,0.0436
28/07/1985 03.00,28.747,18.15,24.38,0.1971,0.0718
28/07/1985 04.00,30.654,18.15,24.38,0.2076,0.078
28/07/1985 05.00,26.047,18.15,24.38,0.2286,0.0976
28/07/1985 06.00,24.651,18.15,24.38,0.2008,0.0802
28/07/1985 07.00,24.085,17.984,23.994,0.1728,0.0805
28/07/1985 08.00,15.159,14.32,22.766,0.137,0.0601
28/07/1985 09.00,14.446,12.222,20.428,0.1339,0.0533
28/07/1985 10.00,13.252,12.222,20.428,0.137,0.0739
28/07/1985 11.00,12.654,12.222,20.428,0.0495,0.0168
28/07/1985 12.00,12.654,12.222,20.446,0,0
28/07/1985 13.00,14.845,12.595,22.614,0.0046,0
28/07/1985 14.00,20.517,16.396,23.409,0.0124,0
28/07/1985 15.00,24.651,18.027,24.38,0,0
28/07/1985 16.00,25.33,18.15,24.38,0.0169,0
28/07/1985 17.00,32.482,18.15,24.38,0.1051,0
28/07/1985 18.00,33.397,18.15,24.38,0.1773,0.0091
28/07/1985 19.00,25.322,18.15,24.38,0.2076,0.0307
28/07/1985 20.00,24.651,18.15,24.38,0.2418,0.0636
28/07/1985 21.00,24.651,18.15,24.38,0.3237,0.0815
28/07/1985 22.00,24.651,18.15,24.38,0.3297,0.0732
28/07/1985 23.00,24.651,18.15,24.38,0.3175,0.0704
29/07/1985 00.00,18.692,20.648,14.414,0.0291,0.0967
29/07/1985 01.00,22.159,20.578,14.414,0.0821,0.1356
29/07/1985 02.00,22.662,20.578,14.414,0.1417,0.167
29/07/1985 03.00,23.377,20.578,14.414,0.1478,0.1685
29/07/1985 04.00,24.241,20.648,14.414,0.1697,0.1557
29/07/1985 05.00,25.633,21,14.414,0.1642,0.1515
29/07/1985 06.00,30.104,20.863,14.364,0.1875,0.1946
29/07/1985 07.00,34.696,19.889,14.117,0.2401,0.2497
29/07/1985 08.00,24.553,19.741,13.774,0.2256,0.2554
29/07/1985 09.00,23.2,17.885,12.994,0.1901,0.2473
29/07/1985 10.00,20.493,14.512,12.032,0.1869,0.2259
29/07/1985 11.00,15.89,14.208,12.032,0.2083,0.2477
29/07/1985 12.00,15.373,14.208,12.032,0.2016,0.2765
29/07/1985 13.00,15.373,14.208,12.181,0.1851,0.2594
29/07/1985 14.00,15.373,14.208,12.486,0.2171,0.3003
29/07/1985 15.00,15.373,14.445,14.041,0.2037,0.3203
29/07/1985 16.00,16.303,20.578,14.414,0.1741,0.2428
29/07/1985 17.00,16.132,20.578,14.414,0.089,0.1076
29/07/1985 18.00,16.197,20.578,14.414,0.1274,0.0922
29/07/1985 19.00,15.817,20.578,14.414,0.075,0.0532
29/07/1985 20.00,15.817,20.578,14.414,0.0054,0.0039
29/07/1985 21.00,15.817,20.578,14.414,0,0
