time,Spot price 2025,Spot price 2035,Spot price 2045,DA forecast,Realised production
04/04/1985 05.00,31.693,20.82,9.294,0.4012,0.3947
04/04/1985 06.00,42.618,19.948,8.663,0.4021,0.379
04/04/1985 07.00,32.243,17.15,6.669,0.4072,0.4039
04/04/1985 08.00,31.452,16.473,4.519,0.5063,0.4913
04/04/1985 09.00,30.469,14.34,4.519,0.498,0.4855
04/04/1985 10.00,28.702,13.368,6.755,0.4074,0.3418
04/04/1985 11.00,28.702,13.368,7.989,0.4887,0.3335
04/04/1985 12.00,28.702,13.503,7.989,0.3477,0.2267
04/04/1985 13.00,28.763,14.031,8.012,0.3172,0.2313
04/04/1985 14.00,29.773,15.757,8.1,0.1964,0.1512
04/04/1985 15.00,31.131,17.73,9.221,0.1731,0.095
04/04/1985 16.00,32.905,20.82,9.373,0.0735,0.0157
04/04/1985 17.00,38.66,22.427,10.043,0.0161,0
04/04/1985 18.00,38.631,22.438,9.902,0,0
04/04/1985 19.00,33.095,21.401,9.294,0,0
04/04/1985 20.00,32.678,21.283,9.294,0,0
04/04/1985 21.00,31.314,21.283,9.294,0.0077,0.0105
04/04/1985 22.00,31.327,21.283,9.294,0.0085,0.0069
04/04/1985 23.00,29.761,21.216,9.294,0.064,0.0189
05/04/1985 00.00,30.531,18.777,17.402,0,0.053
05/04/1985 01.00,30.531,18.448,17.402,0.0198,0.0911
05/04/1985 02.00,30.276,18.426,17.402,0.0864,0.1661
05/04/1985 03.00,30.043,18.426,17.402,0.1546,0.208
05/04/1985 04.00,29.772,18.426,17.402,0.2326,0.2448
05/04/1985 05.00,30.143,18.849,17.402,0.2138,0.2397
05/04/1985 06.00,31.449,18.554,16.759,0.3447,0.4035
05/04/1985 07.00,40.347,17.325,15.072,0.3252,0.4083
05/04/1985 08.00,33.181,18.426,14.876,0.3461,0.4648
05/04/1985 09.00,31.379,22.091,14.905,0.3308,0.4932
05/04/1985 10.00,29.685,21.794,14.905,0.3618,0.5648
05/04/1985 11.00,30.435,21.756,16.605,0.3443,0.5454
05/04/1985 12.00,29.266,20.145,16.955,0.2615,0.4192
05/04/1985 13.00,30.067,18.668,17.402,0.2146,0.3412
05/04/1985 14.00,30.199,18.426,17.402,0.1232,0.2239
05/04/1985 15.00,31.425,18.786,17.59,0.0979,0.1756
05/04/1985 16.00,33.155,18.796,17.75,0.128,0.1877
05/04/1985 17.00,35.44,18.468,17.402,0.1988,0.2395
05/04/1985 18.00,33.141,18.426,17.402,0.2023,0.2375
05/04/1985 19.00,31.982,18.426,17.402,0.2175,0.2532
05/04/1985 20.00,31.436,18.426,17.402,0.2929,0.3534
05/04/1985 21.00,29.445,18.426,17.402,0.2981,0.3696
05/04/1985 22.00,28.808,18.426,17.402,0.2699,0.3815
05/04/1985 23.00,28.808,18.426,17.402,0.2881,0.4529
06/04/1985 00.00,27.754,43.766,48.141,0.6778,0.454
06/04/1985 01.00,27.754,43.766,48.141,0.6571,0.4421
06/04/1985 02.00,27.754,43.766,48.141,0.5647,0.4018
06/04/1985 03.00,27.754,43.766,48.141,0.5071,0.3552
06/04/1985 04.00,27.854,43.766,48.141,0.4249,0.3089
06/04/1985 05.00,29.657,43.766,48.141,0.3062,0.2344
06/04/1985 06.00,36.236,43.766,48.141,0.3166,0.2254
06/04/1985 07.00,29.665,43.766,47.752,0.3357,0.2097
06/04/1985 08.00,28.135,40.921,46.259,0.2878,0.1713
06/04/1985 09.00,27.241,40.521,44.559,0.2108,0.1387
06/04/1985 10.00,27.502,41.163,44.559,0.1138,0.0921
06/04/1985 11.00,27.502,41.165,44.559,0.0549,0.036
06/04/1985 12.00,27.831,42.513,47.014,0.048,0.0161
06/04/1985 13.00,28.117,43.766,47.722,0.0572,0.0287
06/04/1985 14.00,28.529,44.322,48.035,0.0348,0.0209
06/04/1985 15.00,29.184,45.01,48.141,0.0506,0.0236
06/04/1985 16.00,32.955,45.3,48.141,0.0427,0.0192
06/04/1985 17.00,36.374,45.3,48.141,0.0178,0.0147
06/04/1985 18.00,40.058,45.488,48.141,0.0146,0.0066
06/04/1985 19.00,36.374,45.488,48.141,0.0061,0
06/04/1985 20.00,33.721,45.3,48.141,0.0466,0.0144
06/04/1985 21.00,32.506,45.488,48.141,0.0757,0.0506
06/04/1985 22.00,31.275,45.996,48.149,0.0526,0.0606
06/04/1985 23.00,32.633,46.233,48.149,0.0587,0.0659
07/04/1985 00.00,29.19,21.364,23.855,0.1914,0.0845
07/04/1985 01.00,29.19,21.364,23.855,0.1996,0.0653
07/04/1985 02.00,29.19,21.364,23.855,0.1448,0.0188
07/04/1985 03.00,29.19,21.364,23.855,0.0814,0
07/04/1985 04.00,29.19,21.364,23.855,0.0294,0
07/04/1985 05.00,29.19,21.364,23.887,0.0394,0
07/04/1985 06.00,30.689,21.364,23.805,0.0484,0
07/04/1985 07.00,30.086,21.364,23.805,0.0304,0
07/04/1985 08.00,29.294,20.213,23.03,0.0206,0
07/04/1985 09.00,28.708,17.25,20.747,0.0128,0
07/04/1985 10.00,28.502,16.589,20.747,0,0
07/04/1985 11.00,27.398,16.589,20.747,0.027,0
07/04/1985 12.00,27.398,16.589,20.747,0.077,0
07/04/1985 13.00,27.445,16.613,21.871,0.0778,0
07/04/1985 14.00,28.154,20.437,23.382,0.0643,0
07/04/1985 15.00,30.086,21.109,23.805,0.1046,0
07/04/1985 16.00,31.467,21.182,23.805,0.1508,0.0036
07/04/1985 17.00,34.194,21.182,23.805,0.2139,0.0428
07/04/1985 18.00,33.219,21.182,23.805,0.2323,0.079
07/04/1985 19.00,31.115,21.137,23.805,0.2117,0.0858
07/04/1985 20.00,29.543,21.137,23.805,0.2442,0.08
07/04/1985 21.00,29.44,21.137,23.805,0.2182,0.0522
07/04/1985 22.00,29.19,21.137,23.805,0.2816,0.0975
07/04/1985 23.00,29.19,21.137,23.805,0.3642,0.1684
08/04/1985 00.00,29.604,25.174,32.122,0.0638,0.1931
08/04/1985 01.00,29.604,25.093,32.122,0.1042,0.2247
08/04/1985 02.00,29.604,25.093,32.122,0.1862,0.2916
08/04/1985 03.00,29.604,25.093,32.122,0.2295,0.359
08/04/1985 04.00,29.604,25.093,32.122,0.2707,0.411
08/04/1985 05.00,29.604,25.093,32.122,0.2992,0.423
08/04/1985 06.00,34.266,24.559,31.817,0.3117,0.438
08/04/1985 07.00,39.057,23.319,31.374,0.3126,0.4529
08/04/1985 08.00,34.116,23.199,31.336,0.2491,0.3856
08/04/1985 09.00,32.814,22.75,30.607,0.1105,0.2191
08/04/1985 10.00,30.099,22.283,29.054,0.036,0.1457
08/04/1985 11.00,26.563,19.793,28.792,0.024,0.1091
08/04/1985 12.00,25.218,16.71,28.792,0,0.0537
08/04/1985 13.00,25.218,16.71,28.792,0,0.0136
08/04/1985 14.00,25.218,16.71,28.792,0,0
08/04/1985 15.00,27.067,22.223,31.374,0,0.0017
08/04/1985 16.00,29.604,25.037,32.122,0,0.0502
08/04/1985 17.00,33.282,25.037,32.122,0.0143,0.1002
08/04/1985 18.00,35.478,25.037,32.122,0,0.0499
08/04/1985 19.00,34.476,25.037,32.122,0,0.056
08/04/1985 20.00,33.222,25.037,32.122,0,0.0841
08/04/1985 21.00,31.154,25.037,32.122,0.005,0.1271
08/04/1985 22.00,30.065,25.037,32.122,0.0061,0.094
08/04/1985 23.00,30.065,25.037,32.122,0.0141,0.0627
09/04/1985 00.00,32.59,50.251,59.078,0.125,0.05
09/04/1985 01.00,32.59,50.251,59.078,0.0718,0.0182
09/04/1985 02.00,32.59,50.251,59.078,0.0421,0
09/04/1985 03.00,32.59,50.251,59.078,0.0103,0
09/04/1985 04.00,33.326,50.251,59.078,0,0
09/04/1985 05.00,33.694,50.251,59.078,0,0
09/04/1985 06.00,36.466,47.156,56.927,0,0
09/04/1985 07.00,33.38,45.906,54.511,0,0
09/04/1985 08.00,31.524,45.67,54.308,0.0698,0.0697
09/04/1985 09.00,31.329,44.665,53.717,0.1347,0.1912
09/04/1985 10.00,31.676,44.841,54.424,0.2299,0.3449
09/04/1985 11.00,31.329,45.056,55.248,0.4075,0.5404
09/04/1985 12.00,31.329,46.839,56.575,0.5924,0.6913
09/04/1985 13.00,32.741,47.763,57.213,0.7468,0.8622
09/04/1985 14.00,32.905,48.005,57.597,0.7566,0.907
09/04/1985 15.00,33.163,48.667,58.274,0.6982,0.9001
09/04/1985 16.00,34.503,50.251,59.078,0.6069,0.8898
09/04/1985 17.00,38.44,50.251,59.078,0.6949,0.9372
09/04/1985 18.00,38.568,51.329,59.078,0.7477,0.9226
09/04/1985 19.00,38.195,51.58,59.078,0.7343,0.883
09/04/1985 20.00,34.107,51.329,59.078,0.7017,0.8275
09/04/1985 21.00,35.68,50.669,59.078,0.7325,0.8246
09/04/1985 22.00,36.017,50.675,59.078,0.7498,0.7284
09/04/1985 23.00,34.696,50.251,59.078,0.7147,0.6868
10/04/1985 00.00,32.856,48.366,46.85,0.6757,0.6571
10/04/1985 01.00,32.856,48.366,46.85,0.5402,0.579
10/04/1985 02.00,32.856,48.366,46.85,0.4623,0.5302
10/04/1985 03.00,32.856,48.366,46.85,0.3852,0.4713
10/04/1985 04.00,32.856,48.366,46.85,0.3786,0.4308
10/04/1985 05.00,33.012,48.366,46.85,0.3586,0.3919
10/04/1985 06.00,35.167,48.481,46.387,0.3559,0.3716
10/04/1985 07.00,44.338,47.949,45.614,0.3365,0.3643
10/04/1985 08.00,36.614,47.739,45.434,0.3078,0.3153
10/04/1985 09.00,34.331,46.905,45.111,0.3429,0.2635
10/04/1985 10.00,33.305,46.564,44.803,0.292,0.1845
10/04/1985 11.00,32.919,46.224,43.349,0.297,0.1614
10/04/1985 12.00,32.919,45.97,42.523,0.3274,0.1365
10/04/1985 13.00,32.919,45.97,42.523,0.2627,0.1164
10/04/1985 14.00,33.087,45.97,42.965,0.2262,0.0957
10/04/1985 15.00,33.303,46.869,45.382,0.2194,0.0775
10/04/1985 16.00,34.901,48.366,46.85,0.1758,0.0687
10/04/1985 17.00,36.189,48.366,46.85,0.1586,0.0595
10/04/1985 18.00,41.821,48.366,46.85,0.104,0.0307
10/04/1985 19.00,35.893,48.366,46.85,0.046,0.0109
10/04/1985 20.00,35.051,48.366,46.85,0.0472,0.0202
10/04/1985 21.00,34.449,48.366,46.85,0.075,0.0362
10/04/1985 22.00,34.598,48.366,46.85,0.0519,0.0106
10/04/1985 23.00,34.885,48.366,46.85,0.0863,0.0201
11/04/1985 00.00,31.876,23.774,15.768,0.1734,0.0513
11/04/1985 01.00,31.642,23.774,15.385,0.2321,0.0675
11/04/1985 02.00,31.168,23.774,15.317,0.2539,0.0761
11/04/1985 03.00,32.023,23.992,15.473,0.2183,0.0749
11/04/1985 04.00,32.905,24.885,15.792,0.2146,0.0838
11/04/1985 05.00,40.09,31.473,15.792,0.2881,0.1261
11/04/1985 06.00,39.484,24.366,15.425,0.3993,0.1752
11/04/1985 07.00,33.786,23.778,15.278,0.5744,0.2908
11/04/1985 08.00,31.813,23.327,15.158,0.504,0.2587
11/04/1985 09.00,27.59,22.396,14.797,0.5311,0.2598
11/04/1985 10.00,25.418,19.752,12.266,0.574,0.2605
11/04/1985 11.00,24.267,19.005,11.989,0.6486,0.2857
11/04/1985 12.00,24.267,19.752,12.266,0.6816,0.295
11/04/1985 13.00,24.356,22.318,14.391,0.8197,0.3499
11/04/1985 14.00,25.106,22.978,15.031,0.8036,0.3647
11/04/1985 15.00,26.192,23.08,15.146,0.6642,0.3503
11/04/1985 16.00,35.567,23.333,15.317,0.5564,0.3284
11/04/1985 17.00,35.973,22.671,15.317,0.6037,0.37
11/04/1985 18.00,30.855,22.671,15.317,0.5639,0.3412
11/04/1985 19.00,26.127,22.671,15.317,0.5072,0.3057
11/04/1985 20.00,26.127,22.671,15.317,0.4191,0.264
11/04/1985 21.00,26.127,22.671,15.317,0.4229,0.2737
11/04/1985 22.00,26.127,22.671,15.317,0.3647,0.2151
11/04/1985 23.00,26.127,22.671,15.317,0.3908,0.2533
12/04/1985 00.00,24.45,21.077,15.09,0.3256,0.2773
12/04/1985 01.00,24.45,21.077,15.09,0.3899,0.3093
12/04/1985 02.00,24.45,21.077,15.09,0.4126,0.3464
12/04/1985 03.00,24.45,21.077,15.09,0.4097,0.377
12/04/1985 04.00,24.45,21.077,15.09,0.4281,0.3889
12/04/1985 05.00,24.958,21.077,15.09,0.4795,0.3938
12/04/1985 06.00,27.365,18.762,13.489,0.6115,0.4101
12/04/1985 07.00,29.615,19.989,13.248,0.6538,0.3899
12/04/1985 08.00,25.715,20.652,12.86,0.6072,0.368
12/04/1985 09.00,24.474,20.349,12.86,0.6155,0.3783
12/04/1985 10.00,23.742,19.78,13.188,0.5492,0.3453
12/04/1985 11.00,22.438,19.258,13.558,0.5016,0.3459
12/04/1985 12.00,22.658,19.258,13.894,0.3947,0.2926
12/04/1985 13.00,23.32,20.426,14.497,0.3226,0.2472
12/04/1985 14.00,24.277,20.876,14.654,0.2391,0.2206
12/04/1985 15.00,24.474,21.433,15.09,0.1755,0.2125
12/04/1985 16.00,30.109,23.208,15.09,0.171,0.215
12/04/1985 17.00,33.958,23.29,15.09,0.122,0.1382
12/04/1985 18.00,30.749,22.13,15.09,0.1421,0.1595
12/04/1985 19.00,25.595,21.438,15.09,0.1265,0.1698
12/04/1985 20.00,24.736,21.438,15.09,0.0867,0.1771
12/04/1985 21.00,24.45,21.438,15.09,0.0153,0.152
12/04/1985 22.00,24.45,21.438,15.09,0,0.092
12/04/1985 23.00,24.45,21.077,15.09,0,0.1278
13/04/1985 00.00,23.959,17.277,18.714,0.1618,0.1391
13/04/1985 01.00,23.8,17.043,18.714,0.1603,0.1142
13/04/1985 02.00,23.8,17.04,18.714,0.158,0.1023
13/04/1985 03.00,23.8,17.04,18.714,0.1595,0.0888
13/04/1985 04.00,23.8,17.04,18.714,0.1246,0.0631
13/04/1985 05.00,23.8,17.04,18.714,0.1111,0.0628
13/04/1985 06.00,23.8,17.04,18.714,0.0996,0.0785
13/04/1985 07.00,23.8,16.771,18.497,0.0873,0.0901
13/04/1985 08.00,22.482,9.133,18.192,0.0583,0.0811
13/04/1985 09.00,19.906,6.781,16.439,0.0229,0.0508
13/04/1985 10.00,16.875,6.781,16.439,0.0389,0.0323
13/04/1985 11.00,16.695,6.781,16.439,0.1217,0.0698
13/04/1985 12.00,16.695,6.812,16.439,0.1753,0.1201
13/04/1985 13.00,17.386,7.632,17.044,0.2242,0.1542
13/04/1985 14.00,19.439,10.486,18.351,0.201,0.158
13/04/1985 15.00,20.901,16.983,18.714,0.2063,0.1815
13/04/1985 16.00,23.8,17.04,18.714,0.176,0.1671
13/04/1985 17.00,29.246,17.04,18.714,0.1184,0.1232
13/04/1985 18.00,31.053,17.04,18.714,0.0829,0.0925
13/04/1985 19.00,29.048,17.04,18.714,0.0612,0.0808
13/04/1985 20.00,24.598,17.04,18.714,0.0207,0.0662
13/04/1985 21.00,24.22,17.04,18.714,0.0057,0.0474
13/04/1985 22.00,23.8,17.04,18.714,0.0058,0.0518
13/04/1985 23.00,23.855,17.177,18.714,0.0131,0.0689
14/04/1985 00.00,25.821,24.356,20.516,0.2166,0.0535
14/04/1985 01.00,25.821,24.356,20.516,0.1878,0.0234
14/04/1985 02.00,25.821,24.356,20.516,0.1469,0.0076
14/04/1985 03.00,25.821,24.356,20.516,0.0974,0.0057
14/04/1985 04.00,25.904,24.356,20.516,0.0688,0.0005
14/04/1985 05.00,26.504,24.356,20.516,0.0719,0
14/04/1985 06.00,26.158,24.356,20.516,0.0226,0
14/04/1985 07.00,27.32,24.356,20.495,0.0043,0
14/04/1985 08.00,26.121,17.844,17.424,0.0132,0
14/04/1985 09.00,20.816,14.396,17.064,0.037,0
14/04/1985 10.00,20.548,13.359,17.064,0.1201,0.0066
14/04/1985 11.00,20.548,13.359,17.064,0.1854,0.0316
14/04/1985 12.00,20.548,14.758,19.117,0.2535,0.0621
14/04/1985 13.00,20.816,16.961,19.424,0.2851,0.0753
14/04/1985 14.00,23.139,21.417,19.793,0.3126,0.088
14/04/1985 15.00,25.739,23.272,20.516,0.1963,0.0463
14/04/1985 16.00,26.614,24.356,20.516,0.1896,0.0505
14/04/1985 17.00,28.521,24.356,20.516,0.1916,0.0367
14/04/1985 18.00,33.459,25.002,20.516,0.1707,0.0268
14/04/1985 19.00,33.459,25.072,20.516,0.1647,0.0224
14/04/1985 20.00,33.559,25.072,20.516,0.182,0.0399
14/04/1985 21.00,31.413,25.461,20.516,0.1761,0.0462
14/04/1985 22.00,27.202,25.072,20.516,0.1608,0.0299
14/04/1985 23.00,28.017,25.072,20.649,0.1708,0.0492
15/04/1985 00.00,32.403,46.965,20.283,0.1084,0.0255
15/04/1985 01.00,32.403,46.965,20.283,0.0637,0
15/04/1985 02.00,32.403,46.965,20.283,0,0
15/04/1985 03.00,32.403,46.965,20.283,0,0
15/04/1985 04.00,32.403,46.965,20.283,0,0
15/04/1985 05.00,35.716,47.122,20.351,0,0
15/04/1985 06.00,43.493,45.828,19.648,0.0493,0
15/04/1985 07.00,35.852,42.569,18.778,0.0665,0
15/04/1985 08.00,31.411,38.69,14.286,0.0812,0
15/04/1985 09.00,29.899,31.772,12.229,0.1121,0
15/04/1985 10.00,25.226,29.676,11.69,0.1019,0
15/04/1985 11.00,21.32,23.583,11.69,0.0306,0
15/04/1985 12.00,21.32,23.583,11.69,0.0034,0
15/04/1985 13.00,21.32,23.583,11.69,0,0
15/04/1985 14.00,24.192,29.186,14.6,0,0
15/04/1985 15.00,26.223,41.427,18.974,0.0228,0
15/04/1985 16.00,31.859,45.033,20.194,0.0899,0
15/04/1985 17.00,35.01,46.359,20.283,0.1591,0.0188
15/04/1985 18.00,37.612,46.359,20.283,0.2553,0.1286
15/04/1985 19.00,36.168,46.359,20.283,0.2781,0.1766
15/04/1985 20.00,35.676,46.359,20.283,0.3388,0.1965
15/04/1985 21.00,34.73,46.359,20.283,0.3652,0.195
15/04/1985 22.00,34.547,46.359,20.283,0.2725,0.1576
15/04/1985 23.00,33.15,46.359,20.283,0.2538,0.1664
16/04/1985 00.00,34.389,50.311,60.256,0.0346,0.1736
16/04/1985 01.00,34.389,50.311,60.256,0.0255,0.1833
16/04/1985 02.00,34.389,50.311,60.256,0.0476,0.2248
16/04/1985 03.00,34.389,50.311,60.256,0.0823,0.2759
16/04/1985 04.00,34.389,50.311,60.256,0.0554,0.2739
16/04/1985 05.00,34.71,50.311,60.256,0.0245,0.2498
16/04/1985 06.00,35.462,48.918,56.661,0.0752,0.2984
16/04/1985 07.00,40.56,47.379,55.802,0.074,0.2339
16/04/1985 08.00,36.055,46.844,54.491,0.0263,0.1406
16/04/1985 09.00,34.392,46.844,54.249,0.0124,0.0854
16/04/1985 10.00,33.997,46.881,54.249,0,0.0348
16/04/1985 11.00,33.574,47.5,55.115,0,0.0059
16/04/1985 12.00,33.574,47.931,55.899,0,0.0214
16/04/1985 13.00,34.262,48.328,55.986,0,0.0194
16/04/1985 14.00,34.599,48.469,56.042,0,0.002
16/04/1985 15.00,35.763,49.237,56.887,0,0
16/04/1985 16.00,36.88,50.311,59.988,0,0
16/04/1985 17.00,48.077,50.585,60.256,0,0
16/04/1985 18.00,49.729,50.698,60.256,0,0
16/04/1985 19.00,39.406,50.472,60.256,0,0
16/04/1985 20.00,37.214,50.472,60.256,0,0
16/04/1985 21.00,36.278,50.472,60.256,0,0.0089
16/04/1985 22.00,35.268,50.472,60.256,0,0.0493
16/04/1985 23.00,35.268,50.472,60.256,0,0.0634
17/04/1985 00.00,36.297,50.841,55.24,0.1067,0.0208
17/04/1985 01.00,36.297,50.841,55.24,0.135,0.0206
17/04/1985 02.00,36.297,50.841,55.24,0.2019,0.0433
17/04/1985 03.00,35.178,49.303,55.21,0.3234,0.1022
17/04/1985 04.00,35.853,49.031,55.04,0.4072,0.1511
17/04/1985 05.00,42.248,48.296,55.04,0.4709,0.1993
17/04/1985 06.00,36.546,47.088,53.616,0.4874,0.2302
17/04/1985 07.00,27.97,46.178,52.347,0.5545,0.2578
17/04/1985 08.00,31.61,46.151,52.205,0.6536,0.2937
17/04/1985 09.00,28.595,45.49,51.805,0.7517,0.3228
17/04/1985 10.00,27.999,44.366,49.58,0.7703,0.2915
17/04/1985 11.00,24.999,43.432,49.323,0.909,0.3524
17/04/1985 12.00,24.999,43.432,49.323,0.9059,0.3509
17/04/1985 13.00,28.595,43.432,51.262,0.7837,0.2761
17/04/1985 14.00,31.121,44.194,52.231,0.7864,0.2546
17/04/1985 15.00,32.448,46.733,53.489,0.8611,0.2618
17/04/1985 16.00,34.958,47.877,54.677,0.6198,0.1826
17/04/1985 17.00,35.659,48.687,55.04,0.6545,0.1886
17/04/1985 18.00,45.002,48.687,55.04,0.7541,0.2164
17/04/1985 19.00,36.711,48.687,55.04,0.8866,0.2315
17/04/1985 20.00,35.406,48.687,55.04,0.8937,0.2292
17/04/1985 21.00,35.178,48.687,55.04,0.9409,0.2486
17/04/1985 22.00,35.178,48.687,55.04,0.8742,0.203
17/04/1985 23.00,35.178,48.687,55.04,0.7737,0.1839
18/04/1985 00.00,33.758,47.851,46.649,0.0465,0.174
18/04/1985 01.00,33.758,47.851,46.649,0.0825,0.184
18/04/1985 02.00,33.758,47.851,46.649,0.0838,0.1759
18/04/1985 03.00,33.758,47.851,46.649,0.0744,0.1772
18/04/1985 04.00,34.243,47.851,46.649,0.0805,0.1836
18/04/1985 05.00,50.763,48.045,46.649,0.0949,0.1937
18/04/1985 06.00,36.079,47.569,46.084,0.1026,0.1897
18/04/1985 07.00,41.109,47.955,45.895,0.0568,0.1406
18/04/1985 08.00,37.319,47.939,45.109,0.0564,0.1247
18/04/1985 09.00,33.882,46.921,44.116,0.0808,0.1349
18/04/1985 10.00,32.65,46.069,43.169,0.0427,0.129
18/04/1985 11.00,31.378,45.057,43.059,0.1119,0.1808
18/04/1985 12.00,29.909,45.057,43.059,0.1335,0.2027
18/04/1985 13.00,29.921,45.057,43.059,0.1208,0.2076
18/04/1985 14.00,31.738,45.057,43.41,0.1294,0.2139
18/04/1985 15.00,32.532,45.768,44.911,0.1198,0.1928
18/04/1985 16.00,33.805,47.44,46.481,0.0489,0.1642
18/04/1985 17.00,34.612,47.851,46.649,0.0428,0.1748
18/04/1985 18.00,38.099,48.017,46.649,0.031,0.1711
18/04/1985 19.00,34.641,47.851,46.649,0.0392,0.1805
18/04/1985 20.00,34.306,47.851,46.649,0.0824,0.2098
18/04/1985 21.00,33.758,47.851,46.649,0.1083,0.2216
18/04/1985 22.00,34.14,47.851,46.649,0.1344,0.2521
18/04/1985 23.00,33.758,47.851,46.649,0.1045,0.2429
19/04/1985 00.00,33.74,42.006,18.292,0.2083,0.2047
19/04/1985 01.00,33.74,44.225,18.292,0.1524,0.131
19/04/1985 02.00,33.74,44.745,18.292,0.1012,0.0862
19/04/1985 03.00,33.74,45.032,18.292,0.0839,0.0708
19/04/1985 04.00,34.953,45.059,18.415,0.0451,0.0461
19/04/1985 05.00,37.231,45.352,18.772,0.0362,0.0398
19/04/1985 06.00,42.799,43.743,18.16,0.0261,0.0253
19/04/1985 07.00,39.467,42.211,17.821,0.0199,0.0046
19/04/1985 08.00,35.754,41.907,17.642,0.0173,0
19/04/1985 09.00,33.528,40.959,17.134,0.0374,0
19/04/1985 10.00,32.025,38.508,16.323,0.052,0
19/04/1985 11.00,30.973,36.235,14.996,0.0942,0.0235
19/04/1985 12.00,30.242,34.006,14.996,0.1353,0.0774
19/04/1985 13.00,30.242,34.006,14.996,0.1453,0.1297
19/04/1985 14.00,30.438,34.006,17.148,0.2313,0.2178
19/04/1985 15.00,32.281,39.609,17.769,0.2629,0.2311
19/04/1985 16.00,33.74,43.015,18.292,0.2537,0.2364
19/04/1985 17.00,38.479,43.414,18.292,0.2774,0.2533
19/04/1985 18.00,37.181,42.897,18.292,0.3244,0.3006
19/04/1985 19.00,32.072,42.76,18.292,0.3087,0.3346
19/04/1985 20.00,30.43,41.692,18.292,0.3378,0.3723
19/04/1985 21.00,29.281,41.692,18.292,0.4164,0.4162
19/04/1985 22.00,29.281,41.692,18.292,0.4376,0.4102
19/04/1985 23.00,29.281,41.692,18.292,0.4483,0.4588
20/04/1985 00.00,23.807,14.828,4.739,0.4555,0.4163
20/04/1985 01.00,23.807,14.828,4.739,0.2387,0.3128
20/04/1985 02.00,23.807,14.828,4.739,0.1885,0.2931
20/04/1985 03.00,23.807,14.828,4.739,0.1961,0.3237
20/04/1985 04.00,23.807,14.828,4.739,0.2045,0.3429
20/04/1985 05.00,23.807,14.828,4.739,0.2087,0.3708
20/04/1985 06.00,23.807,14.828,4.739,0.1803,0.372
20/04/1985 07.00,23.281,13.443,4.696,0.2306,0.4838
20/04/1985 08.00,22.823,3.782,3.335,0.2487,0.5473
20/04/1985 09.00,17.133,3.715,3.274,0.2284,0.4559
20/04/1985 10.00,12.155,3.713,3.274,0.296,0.4793
20/04/1985 11.00,12.017,3.729,3.274,0.1443,0.3072
20/04/1985 12.00,12.017,3.736,3.274,0.0822,0.2574
20/04/1985 13.00,12.155,3.753,3.274,0.0716,0.2237
20/04/1985 14.00,12.448,3.779,3.449,0.0197,0.1686
20/04/1985 15.00,20.442,8.988,4.688,0,0.104
20/04/1985 16.00,24.027,15.311,4.739,0,0.0536
20/04/1985 17.00,25.437,15.383,4.739,0,0.0616
20/04/1985 18.00,28.64,17.07,4.739,0,0.052
20/04/1985 19.00,28.812,17.363,4.739,0,0.042
20/04/1985 20.00,29.561,18.721,4.757,0,0.041
20/04/1985 21.00,29.869,19.081,4.822,0,0.0356
20/04/1985 22.00,31.14,20.345,4.869,0,0.0229
20/04/1985 23.00,32.859,20.429,4.871,0,0.0035
21/04/1985 00.00,34.14,49.619,45.106,0.0006,0
21/04/1985 01.00,34.14,49.619,45.106,0,0
21/04/1985 02.00,34.14,49.619,45.106,0,0
21/04/1985 03.00,34.92,49.619,45.106,0,0
21/04/1985 04.00,35.932,49.962,45.106,0,0
21/04/1985 05.00,41.369,50.665,45.106,0,0
21/04/1985 06.00,34.14,49.619,45.106,0,0
21/04/1985 07.00,33.224,48.921,45.106,0,0
21/04/1985 08.00,28.484,43.826,42.783,0,0
21/04/1985 09.00,24.894,33.495,41.244,0,0
21/04/1985 10.00,21.188,28.483,41.065,0,0
21/04/1985 11.00,16.523,28.321,41.065,0,0
21/04/1985 12.00,16.523,28.321,41.065,0,0
21/04/1985 13.00,16.523,28.321,41.065,0,0
21/04/1985 14.00,21.524,32.281,42.646,0,0
21/04/1985 15.00,25.275,47.45,45.068,0,0
21/04/1985 16.00,32.87,49.605,45.106,0,0
21/04/1985 17.00,34.14,49.607,45.106,0,0
21/04/1985 18.00,34.385,49.607,45.106,0,0
21/04/1985 19.00,34.14,49.607,45.106,0,0
21/04/1985 20.00,34.14,49.607,45.106,0,0
21/04/1985 21.00,34.14,49.607,45.106,0.0385,0
21/04/1985 22.00,34.14,49.607,45.106,0.1602,0.0112
21/04/1985 23.00,34.14,49.607,45.106,0.2368,0.0373
22/04/1985 00.00,33.619,46.189,47.614,0,0.0347
22/04/1985 01.00,33.619,46.189,47.614,0.0043,0.0581
22/04/1985 02.00,33.619,46.189,47.614,0.0088,0.0829
22/04/1985 03.00,33.619,46.189,47.614,0.024,0.1069
22/04/1985 04.00,33.882,46.278,47.614,0.0561,0.1154
22/04/1985 05.00,36.177,46.816,47.614,0.0289,0.1066
22/04/1985 06.00,42.395,45.008,46.637,0.0372,0.1199
22/04/1985 07.00,37.35,42.892,45.43,0.0725,0.1482
22/04/1985 08.00,33.478,41.921,45.342,0.1317,0.1995
22/04/1985 09.00,32.409,39.992,44.947,0.1716,0.2321
22/04/1985 10.00,30.245,35.254,41.072,0.1804,0.202
